parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 118 | 154 | ((20+2)*(1+6))=x | 20 2 + 1 6 + * x = | 20:carton 2:carton +:carton 1:dollar 6:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 154 | ((20+2)*(1+6))=x | 20 2 + 1 6 + * x = | 20:carton 2:carton +:carton 1:dollar 6:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 16 | (((20+2)*1)-6)=x | 20 2 + 1 * 6 - x = | 20:carton 2:carton +:carton 1:dollar *:dollar 6:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 28 | (((20+2)*1)+6)=x | 20 2 + 1 * 6 + x = | 20:carton 2:carton +:carton 1:dollar *:dollar 6:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 60 | x=((20/(2*1))*6) | x 20 2 1 * / 6 * = | x:dollar 20:carton 2:carton 1:dollar *:dollar /:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 132 | x=((20+(2*1))*6) | x 20 2 1 * + 6 * = | x:dollar 20:carton 2:carton 1:dollar *:carton +:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 160 | (20*((2*1)+6))=x | 20 2 1 * 6 + * x = | 20:carton 2:carton 1:dollar *:dollar 6:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 12 | (((20-2)*1)-6)=x | 20 2 - 1 * 6 - x = | 20:carton 2:carton -:carton 1:dollar *:dollar 6:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 24 | x=(((20-2)*1)+6) | x 20 2 - 1 * 6 + = | x:dollar 20:carton 2:carton -:carton 1:dollar *:dollar 6:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 16 | x=(((20+2)*1)-6) | x 20 2 + 1 * 6 - = | x:dollar 20:carton 2:carton +:carton 1:dollar *:dollar 6:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 12 | x=(((20-2)*1)-6) | x 20 2 - 1 * 6 - = | x:dollar 20:carton 2:carton -:carton 1:dollar *:dollar 6:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 160 | x=(20*((2*1)+6)) | x 20 2 1 * 6 + * = | x:dollar 20:carton 2:carton 1:dollar *:dollar 6:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 108 | x=((20-(2*1))*6) | x 20 2 1 * - 6 * = | x:dollar 20:carton 2:carton 1:dollar *:carton -:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 126 | x=((20-2)*(1+6)) | x 20 2 - 1 6 + * = | x:dollar 20:carton 2:carton -:carton 1:dollar 6:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 24 | (((20-2)*1)+6)=x | 20 2 - 1 * 6 + x = | 20:carton 2:carton -:carton 1:dollar *:dollar 6:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 154 | x=((20+2)*(1+6)) | x 20 2 + 1 6 + * = | x:dollar 20:carton 2:carton +:carton 1:dollar 6:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 132 | ((20+(2*1))*6)=x | 20 2 1 * + 6 * x = | 20:carton 2:carton 1:dollar *:carton +:carton 6:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 28 | x=(((20+2)*1)+6) | x 20 2 + 1 * 6 + = | x:dollar 20:carton 2:carton +:carton 1:dollar *:dollar 6:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 108 | ((20-(2*1))*6)=x | 20 2 1 * - 6 * x = | 20:carton 2:carton 1:dollar *:carton -:carton 6:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 118 | 60 | ((20/(2*1))*6)=x | 20 2 1 * / 6 * x = | 20:carton 2:carton 1:dollar *:dollar /:carton 6:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 118 | 220 | (20*((2*6)-1))=x | 20 2 6 * 1 - * x = | 20:carton 2:carton 6:dollar *:dollar 1:dollar -:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 118 | 130 | (20*((1/2)+6))=x | 20 1 2 / 6 + * x = | 20:carton 1:dollar 2:carton /:dollar 6:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 118 | 32 | x=((20+(2*6))*1) | x 20 2 6 * + 1 * = | x:dollar 20:carton 2:carton 6:dollar *:carton +:carton 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 118 | 132 | x=((2+(20*1))*6) | x 2 20 1 * + 6 * = | x:dollar 2:carton 20:carton 1:dollar *:carton +:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 118 | 8 | x=((20-(2*6))*1) | x 20 2 6 * - 1 * = | x:dollar 20:carton 2:carton 6:dollar *:carton -:carton 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 118 | 110 | x=((20+2)*(6-1)) | x 20 2 + 6 1 - * = | x:dollar 20:carton 2:carton +:carton 6:dollar 1:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 118 | 90 | x=((20-2)*(6-1)) | x 20 2 - 6 1 - * = | x:dollar 20:carton 2:carton -:carton 6:dollar 1:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 118 | 130 | (20*((1/2)+6))=x | 20 1 2 / 6 + * x = | 20:carton 1:dollar 2:carton /:dollar 6:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 118 | 8 | x=((20-(2*6))*1) | x 20 2 6 * - 1 * = | x:dollar 20:carton 2:carton 6:dollar *:carton -:carton 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 118 | 90 | x=((20-2)*(6-1)) | x 20 2 - 6 1 - * = | x:dollar 20:carton 2:carton -:carton 6:dollar 1:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 118 | 80 | (20*((6/2)+1))=x | 20 6 2 / 1 + * x = | 20:carton 6:dollar 2:carton /:dollar 1:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 118 | 50 | ((20*(6-1))/2)=x | 20 6 1 - * 2 / x = | 20:carton 6:dollar 1:dollar -:dollar *:dollar 2:carton /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 118 | 130 | x=(20*(6+(1/2))) | x 20 6 1 2 / + * = | x:dollar 20:carton 6:dollar 1:dollar 2:carton /:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 118 | 3 | 20=((x+(1+6))*2) | 20 x 1 6 + + 2 * = | 20:carton x:dollar 1:dollar 6:dollar +:dollar +:dollar 2:carton *:carton =:carton
EXPR: 0 | POS | INT | 8 | 118 | 130 | x=(20*(6+(1/2))) | x 20 6 1 2 / + * = | x:dollar 20:carton 6:dollar 1:dollar 2:carton /:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 9 | 118 | 5 | (1*(2+(20/x)))=6 | 1 2 20 x / + * 6 = | 1:dollar 2:carton 20:carton x:dollar /:carton +:carton *:dollar 6:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 118 | 160 | (20*((2*1)+6))=x | 20 2 1 * 6 + * x = | 20:carton 2:carton 1:dollar *:dollar 6:dollar +:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 10 | 118 | 126 | x=((20+(2-1))*6) | x 20 2 1 - + 6 * = | x:dollar 20:carton 2:carton 1:carton -:carton +:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 118 | 10 | (20+(2*(1-6)))=x | 20 2 1 6 - * + x = | 20:carton 2:carton 1:dollar 6:dollar -:dollar *:carton +:carton x:carton =:carton
EXPR: 0 | POS | INT | 10 | 118 | 28 | ((20+(2*1))+6)=x | 20 2 1 * + 6 + x = | 20:dollar 2:carton 1:dollar *:dollar +:dollar 6:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 118 | 16 | ((20+(2*1))-6)=x | 20 2 1 * + 6 - x = | 20:dollar 2:carton 1:dollar *:dollar +:dollar 6:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 118 | 3 | x=(((20-2)*1)/6) | x 20 2 - 1 * 6 / = | x:carton 20:carton 2:carton -:carton 1:dollar *:carton 6:dollar /:carton =:carton
EXPR: 0 | POS | INT | 10 | 118 | 3 | x=(((20-2)*1)/6) | x 20 2 - 1 * 6 / = | x:dollar 20:carton 2:carton -:carton 1:dollar *:dollar 6:carton /:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 118 | 70 | x=((20/2)*(1+6)) | x 20 2 / 1 6 + * = | x:dollar 20:carton 2:dollar /:carton 1:dollar 6:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 118 | 280 | x=((20*2)*(1+6)) | x 20 2 * 1 6 + * = | x:dollar 20:carton 2:dollar *:carton 1:dollar 6:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 118 | 132 | ((20+(2*1))*6)=x | 20 2 1 * + 6 * x = | 20:carton 2:carton 1:dollar *:carton +:carton 6:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 10 | 118 | 60 | ((20/(2*1))*6)=x | 20 2 1 * / 6 * x = | 20:carton 2:carton 1:dollar *:dollar /:carton 6:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 10 | 118 | 132 | x=((20+(2*1))*6) | x 20 2 1 * + 6 * = | x:carton 20:carton 2:carton 1:dollar *:carton +:carton 6:dollar *:carton =:carton
EXPR: 0 | POS | INT | 10 | 118 | 108 | x=((20-(2*1))*6) | x 20 2 1 * - 6 * = | x:carton 20:carton 2:carton 1:dollar *:carton -:carton 6:dollar *:carton =:carton
EXPR: 0 | POS | INT | 11 | 118 | 160 | (20*((2*1)+6))=x | 20 2 1 * 6 + * x = | 20:carton 2:carton 1:dollar *:dollar 6:dollar +:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 11 | 118 | 126 | x=((20+(2-1))*6) | x 20 2 1 - + 6 * = | x:dollar 20:carton 2:carton 1:carton -:carton +:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 118 | 70 | x=((20/2)*(1+6)) | x 20 2 / 1 6 + * = | x:dollar 20:carton 2:dollar /:carton 1:dollar 6:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 118 | 60 | ((20/(2*1))*6)=x | 20 2 1 * / 6 * x = | 20:carton 2:carton 1:dollar *:dollar /:carton 6:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 11 | 118 | 132 | ((20+(2*1))*6)=x | 20 2 1 * + 6 * x = | 20:carton 2:carton 1:dollar *:carton +:carton 6:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 11 | 118 | 132 | x=((20+(2*1))*6) | x 20 2 1 * + 6 * = | x:carton 20:carton 2:carton 1:dollar *:carton +:carton 6:dollar *:carton =:carton
EXPR: 0 | POS | INT | 11 | 118 | 108 | x=((20-(2*1))*6) | x 20 2 1 * - 6 * = | x:carton 20:carton 2:carton 1:dollar *:carton -:carton 6:dollar *:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 30 | (20+(2*(6-1)))=x | 20 2 6 1 - * + x = | 20:carton 2:carton 6:dollar 1:dollar -:dollar *:carton +:carton x:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 24 | (((20-2)+6)*1)=x | 20 2 - 6 + 1 * x = | 20:carton 2:carton -:carton 6:carton +:carton 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 31 | (20+((2*6)-1))=x | 20 2 6 * 1 - + x = | 20:dollar 2:carton 6:dollar *:dollar 1:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 16 | x=(((20+2)-6)*1) | x 20 2 + 6 - 1 * = | x:dollar 20:carton 2:carton +:carton 6:carton -:carton 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 12 | x=((20-(2+6))*1) | x 20 2 6 + - 1 * = | x:dollar 20:carton 2:carton 6:carton +:carton -:carton 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 3 | (((20-2)/6)*1)=x | 20 2 - 6 / 1 * x = | 20:carton 2:carton -:carton 6:dollar /:carton 1:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 16 | (((20+2)-6)*1)=x | 20 2 + 6 - 1 * x = | 20:carton 2:carton +:carton 6:carton -:carton 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 50 | x=(2*(20-(1-6))) | x 2 20 1 6 - - * = | x:dollar 2:carton 20:dollar 1:dollar 6:dollar -:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 28 | (((20+2)+6)*1)=x | 20 2 + 6 + 1 * x = | 20:carton 2:carton +:carton 6:carton +:carton 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 28 | x=(2*((20*1)-6)) | x 2 20 1 * 6 - * = | x:carton 2:carton 20:carton 1:dollar *:dollar 6:dollar -:dollar *:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 108 | (((20*1)-2)*6)=x | 20 1 * 2 - 6 * x = | 20:carton 1:dollar *:carton 2:carton -:carton 6:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 132 | (((20*1)+2)*6)=x | 20 1 * 2 + 6 * x = | 20:carton 1:dollar *:carton 2:carton +:carton 6:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 10 | (20-(2*(6-1)))=x | 20 2 6 1 - * - x = | 20:dollar 2:carton 6:dollar 1:dollar -:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 159 | ((20*(2+6))-1)=x | 20 2 6 + * 1 - x = | 20:carton 2:dollar 6:dollar +:dollar *:dollar 1:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 2 | 20=(2+((1+x)*6)) | 20 2 1 x + 6 * + = | 20:carton 2:carton 1:dollar x:dollar +:dollar 6:carton *:carton +:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 138 | x=((2+(20+1))*6) | x 2 20 1 + + 6 * = | x:dollar 2:carton 20:carton 1:carton +:carton +:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 32 | x=((20+(2*6))*1) | x 20 2 6 * + 1 * = | x:carton 20:carton 2:carton 6:dollar *:carton +:carton 1:dollar *:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 8 | x=((20-(2*6))*1) | x 20 2 6 * - 1 * = | x:carton 20:carton 2:carton 6:dollar *:carton -:carton 1:dollar *:carton =:carton
EXPR: 0 | POS | INT | 12 | 118 | 70 | 20=((2/(1+6))*x) | 20 2 1 6 + / x * = | 20:dollar 2:carton 1:dollar 6:dollar +:dollar /:carton x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 17 | (((20/2)+6)+1)=x | 20 2 / 6 + 1 + x = | 20:dollar 2:carton /:dollar 6:dollar +:dollar 1:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 47 | (((20*2)+6)+1)=x | 20 2 * 6 + 1 + x = | 20:dollar 2:carton *:dollar 6:dollar +:dollar 1:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 35 | (((20*2)-6)+1)=x | 20 2 * 6 - 1 + x = | 20:dollar 2:carton *:dollar 6:dollar -:dollar 1:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 33 | (((20*2)-6)-1)=x | 20 2 * 6 - 1 - x = | 20:dollar 2:carton *:dollar 6:dollar -:dollar 1:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 161 | x=((20*(2+6))+1) | x 20 2 6 + * 1 + = | x:dollar 20:carton 2:dollar 6:dollar +:dollar *:dollar 1:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 118 | 36 | x=((2*(20+1))-6) | x 2 20 1 + * 6 - = | x:dollar 2:carton 20:dollar 1:dollar +:dollar *:dollar 6:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 50 | 2=(((6-1)*20)/x) | 2 6 1 - 20 * x / = | 2:carton 6:dollar 1:dollar -:dollar 20:carton *:carton x:dollar /:carton =:carton
EXPR: 0 | POS | INT | 13 | 118 | 30 | (20+(2*(6-1)))=x | 20 2 6 1 - * + x = | 20:carton 2:carton 6:dollar 1:dollar -:dollar *:carton +:carton x:carton =:carton
EXPR: 0 | POS | INT | 13 | 118 | 24 | (((20-2)+6)*1)=x | 20 2 - 6 + 1 * x = | 20:carton 2:carton -:carton 6:carton +:carton 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 16 | x=(((20+2)-6)*1) | x 20 2 + 6 - 1 * = | x:dollar 20:carton 2:carton +:carton 6:carton -:carton 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 12 | x=((20-(2+6))*1) | x 20 2 6 + - 1 * = | x:dollar 20:carton 2:carton 6:carton +:carton -:carton 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 3 | (((20-2)/6)*1)=x | 20 2 - 6 / 1 * x = | 20:carton 2:carton -:carton 6:dollar /:carton 1:dollar *:carton x:carton =:carton
EXPR: 0 | POS | INT | 13 | 118 | 16 | (((20+2)-6)*1)=x | 20 2 + 6 - 1 * x = | 20:carton 2:carton +:carton 6:carton -:carton 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 50 | x=(2*(20-(1-6))) | x 2 20 1 6 - - * = | x:dollar 2:carton 20:dollar 1:dollar 6:dollar -:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 10 | (20-(2*(6-1)))=x | 20 2 6 1 - * - x = | 20:dollar 2:carton 6:dollar 1:dollar -:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 31 | (20+((2*6)-1))=x | 20 2 6 * 1 - + x = | 20:dollar 2:carton 6:dollar *:dollar 1:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 138 | x=((2+(20+1))*6) | x 2 20 1 + + 6 * = | x:dollar 2:carton 20:carton 1:carton +:carton +:carton 6:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 32 | x=((20+(2*6))*1) | x 20 2 6 * + 1 * = | x:carton 20:carton 2:carton 6:dollar *:carton +:carton 1:dollar *:carton =:carton
EXPR: 0 | POS | INT | 13 | 118 | 47 | (((20*2)+6)+1)=x | 20 2 * 6 + 1 + x = | 20:dollar 2:carton *:dollar 6:dollar +:dollar 1:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 17 | (((20/2)+6)+1)=x | 20 2 / 6 + 1 + x = | 20:dollar 2:carton /:dollar 6:dollar +:dollar 1:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 36 | x=((2*(20+1))-6) | x 2 20 1 + * 6 - = | x:dollar 2:carton 20:dollar 1:dollar +:dollar *:dollar 6:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 118 | 35 | (((20*2)-6)+1)=x | 20 2 * 6 - 1 + x = | 20:dollar 2:carton *:dollar 6:dollar -:dollar 1:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 118 | 15 | (((20/2)+6)-x)=1 | 20 2 / 6 + x - 1 = | 20:dollar 2:carton /:dollar 6:dollar +:dollar x:dollar -:dollar 1:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 118 | 123 | (2+((20*6)+1))=x | 2 20 6 * 1 + + x = | 2:dollar 20:carton 6:dollar *:dollar 1:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 118 | 4 | 2=(20/(x+(1*6))) | 2 20 x 1 6 * + / = | 2:carton 20:carton x:dollar 1:carton 6:dollar *:dollar +:dollar /:carton =:carton
EXPR: 0 | POS | INT | 14 | 118 | 16 | 2=(20/(x-(1*6))) | 2 20 x 1 6 * - / = | 2:carton 20:carton x:dollar 1:carton 6:dollar *:dollar -:dollar /:carton =:carton
EXPR: 0 | POS | INT | 15 | 118 | 360 | ((20*6)*(2+1))=x | 20 6 * 2 1 + * x = | 20:carton 6:dollar *:dollar 2:carton 1:carton +:carton *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 120 | ((20*6)*(2-1))=x | 20 6 * 2 1 - * x = | 20:carton 6:dollar *:dollar 2:carton 1:carton -:carton *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 5 | (20*(1/(6-2)))=x | 20 1 6 2 - / * x = | 20:carton 1:dollar 6:carton 2:carton -:carton /:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 7 | ((20-6)/(2*1))=x | 20 6 - 2 1 * / x = | 20:dollar 6:dollar -:dollar 2:carton 1:dollar *:carton /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 52 | x=((2*1)*(20+6)) | x 2 1 * 20 6 + * = | x:dollar 2:carton 1:dollar *:dollar 20:carton 6:carton +:carton *:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 123 | (2+((20*6)+1))=x | 2 20 6 * 1 + + x = | 2:dollar 20:carton 6:dollar *:dollar 1:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 47 | (1+((20*2)+6))=x | 1 20 2 * 6 + + x = | 1:dollar 20:carton 2:dollar *:dollar 6:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 4 | ((1*(20/2))-6)=x | 1 20 2 / * 6 - x = | 1:dollar 20:carton 2:dollar /:carton *:dollar 6:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 120 | ((20*6)/(2-1))=x | 20 6 * 2 1 - / x = | 20:carton 6:dollar *:dollar 2:carton 1:carton -:carton /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 118 | 40 | ((20*6)/(2+1))=x | 20 6 * 2 1 + / x = | 20:carton 6:dollar *:dollar 2:carton 1:carton +:carton /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 16 | 118 | 120 | ((20*6)*(2-1))=x | 20 6 * 2 1 - * x = | 20:carton 6:dollar *:dollar 2:carton 1:carton -:carton *:dollar x:dollar =:dollar
