parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
EXPR: 1 | POS | INT | 0 | 17 | 17 | (35-18)=x | 35 18 - x = | 35:seashell 18:seashell -:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 17 | 630 | (35*18)=x | 35 18 * x = | 35:seashell 18:NONE *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 17 | 630 | x=(35*18) | x 35 18 * = | x:seashell 35:seashell 18:NONE *:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 17 | 630 | x=(35*18) | x 35 18 * = | x:NONE 35:NONE 18:seashell *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 17 | 630 | (35*18)=x | 35 18 * x = | 35:NONE 18:seashell *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 17 | 630 | x=(35*18) | x 35 18 * = | x:seashell 35:NONE 18:seashell *:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 17 | 630 | x=(35*18) | x 35 18 * = | x:NONE 35:NONE 18:seashell *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 17 | 630 | (35*18)=x | 35 18 * x = | 35:NONE 18:seashell *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 17 | 630 | x=(35*18) | x 35 18 * = | x:NONE 35:seashell 18:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 17 | 630 | (35*18)=x | 35 18 * x = | 35:seashell 18:NONE *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 17 | 630 | (35*18)=x | 35 18 * x = | 35:seashell 18:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 17 | 630 | x=(35*18) | x 35 18 * = | x:seashell 35:seashell 18:NONE *:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 17 | 630 | 35=(x/18) | 35 x 18 / = | 35:seashell x:seashell 18:NONE /:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 17 | 630 | (x/35)=18 | x 35 / 18 = | x:seashell 35:NONE /:seashell 18:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 17 | 630 | 35=(x/18) | 35 x 18 / = | 35:NONE x:NONE 18:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 17 | 630 | (x/35)=18 | x 35 / 18 = | x:NONE 35:seashell /:NONE 18:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 17 | 630 | (x/18)=35 | x 18 / 35 = | x:NONE 18:seashell /:NONE 35:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 17 | 630 | (x/18)=35 | x 18 / 35 = | x:seashell 18:NONE /:seashell 35:seashell =:seashell
EXPR: 0 | POS | INT | 14 | 17 | 630 | 18=(x/35) | 18 x 35 / = | 18:NONE x:NONE 35:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 17 | 630 | 18=(x/35) | 18 x 35 / = | 18:seashell x:seashell 35:NONE /:seashell =:seashell
EXPR: 1 | POS | INT | 20 | 17 | 17 | x=(35-18) | x 35 18 - = | x:NONE 35:NONE 18:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 17 | 53 | x=(35+18) | x 35 18 + = | x:NONE 35:NONE 18:NONE +:NONE =:NONE
EXPR: 1 | POS | INT | 20 | 17 | 17 | (35-18)=x | 35 18 - x = | 35:NONE 18:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 17 | 53 | (35+18)=x | 35 18 + x = | 35:NONE 18:NONE +:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 17 | 53 | x=(35+18) | x 35 18 + = | x:NONE 35:NONE 18:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 17 | 53 | (35+18)=x | 35 18 + x = | 35:NONE 18:NONE +:NONE x:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 17 | 17 | x=(35-18) | x 35 18 - = | x:NONE 35:NONE 18:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 17 | 17 | (35-18)=x | 35 18 - x = | 35:NONE 18:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 17 | 53 | (x-35)=18 | x 35 - 18 = | x:NONE 35:NONE -:NONE 18:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 17 | 17 | (35-x)=18 | 35 x - 18 = | 35:NONE x:NONE -:NONE 18:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 17 | 17 | 35=(x+18) | 35 x 18 + = | 35:NONE x:NONE 18:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 17 | 53 | 35=(x-18) | 35 x 18 - = | 35:NONE x:NONE 18:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 17 | 17 | 35=(18+x) | 35 18 x + = | 35:NONE 18:NONE x:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 17 | 53 | (x-18)=35 | x 18 - 35 = | x:NONE 18:NONE -:NONE 35:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 17 | 17 | (18+x)=35 | 18 x + 35 = | 18:NONE x:NONE +:NONE 35:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 17 | 17 | (x+18)=35 | x 18 + 35 = | x:NONE 18:NONE +:NONE 35:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 17 | 17 | 18=(35-x) | 18 35 x - = | 18:NONE 35:NONE x:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 17 | 53 | 18=(x-35) | 18 x 35 - = | 18:NONE x:NONE 35:NONE -:NONE =:NONE
NET 60 non-negative, integer-valued solutions found out of 136 total solutions
