parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
EXPR: 1 | POS | INT | 0 | 4 | 4 | (7-3)=x | 7 3 - x = | 7:seashell 3:seashell -:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 4 | 21 | x=(7*3) | x 7 3 * = | x:NONE 7:seashell 3:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 4 | 21 | (7*3)=x | 7 3 * x = | 7:seashell 3:NONE *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 4 | 21 | (7*3)=x | 7 3 * x = | 7:seashell 3:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 4 | 21 | x=(7*3) | x 7 3 * = | x:seashell 7:seashell 3:NONE *:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 4 | 21 | 7=(x/3) | 7 x 3 / = | 7:seashell x:seashell 3:NONE /:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 4 | 21 | (x/7)=3 | x 7 / 3 = | x:seashell 7:NONE /:seashell 3:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 4 | 21 | 7=(x/3) | 7 x 3 / = | 7:NONE x:NONE 3:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 4 | 21 | (x/7)=3 | x 7 / 3 = | x:NONE 7:seashell /:NONE 3:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 4 | 21 | (x/3)=7 | x 3 / 7 = | x:NONE 3:seashell /:NONE 7:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 4 | 21 | (x/3)=7 | x 3 / 7 = | x:seashell 3:NONE /:seashell 7:seashell =:seashell
EXPR: 0 | POS | INT | 14 | 4 | 21 | 3=(x/7) | 3 x 7 / = | 3:NONE x:NONE 7:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 4 | 21 | 3=(x/7) | 3 x 7 / = | 3:seashell x:seashell 7:NONE /:seashell =:seashell
EXPR: 1 | POS | INT | 20 | 4 | 4 | x=(7-3) | x 7 3 - = | x:NONE 7:NONE 3:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 4 | 10 | x=(7+3) | x 7 3 + = | x:NONE 7:NONE 3:NONE +:NONE =:NONE
EXPR: 1 | POS | INT | 20 | 4 | 4 | (7-3)=x | 7 3 - x = | 7:NONE 3:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 4 | 10 | (7+3)=x | 7 3 + x = | 7:NONE 3:NONE +:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 4 | 10 | x=(7+3) | x 7 3 + = | x:NONE 7:NONE 3:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 4 | 10 | (7+3)=x | 7 3 + x = | 7:NONE 3:NONE +:NONE x:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 4 | 4 | x=(7-3) | x 7 3 - = | x:NONE 7:NONE 3:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 4 | 4 | (7-3)=x | 7 3 - x = | 7:NONE 3:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 4 | 10 | (x-7)=3 | x 7 - 3 = | x:NONE 7:NONE -:NONE 3:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 4 | 4 | (7-x)=3 | 7 x - 3 = | 7:NONE x:NONE -:NONE 3:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 4 | 4 | 7=(x+3) | 7 x 3 + = | 7:NONE x:NONE 3:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 4 | 10 | 7=(x-3) | 7 x 3 - = | 7:NONE x:NONE 3:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 4 | 4 | 7=(3+x) | 7 3 x + = | 7:NONE 3:NONE x:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 4 | 10 | (x-3)=7 | x 3 - 7 = | x:NONE 3:NONE -:NONE 7:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 4 | 4 | (3+x)=7 | 3 x + 7 = | 3:NONE x:NONE +:NONE 7:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 4 | 4 | (x+3)=7 | x 3 + 7 = | x:NONE 3:NONE +:NONE 7:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 4 | 4 | 3=(7-x) | 3 7 x - = | 3:NONE 7:NONE x:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 4 | 10 | 3=(x-7) | 3 x 7 - = | 3:NONE x:NONE 7:NONE -:NONE =:NONE
NET 60 non-negative, integer-valued solutions found out of 136 total solutions
