parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 9 | 230 | ((45*5)+5)=x | 45 5 * 5 + x = | 45:dollar 5:bill *:dollar 5:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 220 | ((45*5)-5)=x | 45 5 * 5 - x = | 45:dollar 5:bill *:dollar 5:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 4 | ((45/5)-5)=x | 45 5 / 5 - x = | 45:dollar 5:bill /:dollar 5:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 70 | x=(45+(5*5)) | x 45 5 5 * + = | x:dollar 45:dollar 5:bill 5:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 70 | (45+(5*5))=x | 45 5 5 * + x = | 45:dollar 5:bill 5:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 220 | x=((45*5)-5) | x 45 5 * 5 - = | x:dollar 45:dollar 5:bill *:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 14 | x=((45/5)+5) | x 45 5 / 5 + = | x:dollar 45:dollar 5:bill /:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 4 | x=((45/5)-5) | x 45 5 / 5 - = | x:dollar 45:dollar 5:bill /:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 230 | x=((45*5)+5) | x 45 5 * 5 + = | x:dollar 45:dollar 5:bill *:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 20 | (45-(5*5))=x | 45 5 5 * - x = | 45:dollar 5:bill 5:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 20 | x=(45-(5*5)) | x 45 5 5 * - = | x:dollar 45:dollar 5:bill 5:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 9 | 45 | x=(45*(5/5)) | x 45 5 5 / * = | x:dollar 45:dollar 5:bill 5:dollar /:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 45 | (45*(5/x))=5 | 45 5 x / * 5 = | 45:dollar 5:bill x:dollar /:bill *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 8 | (45-(5*x))=5 | 45 5 x * - 5 = | 45:dollar 5:bill x:dollar *:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 46 | (45+(5/5))=x | 45 5 5 / + x = | 45:dollar 5:dollar 5:bill /:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 220 | ((45*5)-x)=5 | 45 5 * x - 5 = | 45:dollar 5:bill *:dollar x:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 14 | 45=(5*(x-5)) | 45 5 x 5 - * = | 45:dollar 5:bill x:dollar 5:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 200 | (45-(x/5))=5 | 45 x 5 / - 5 = | 45:dollar x:dollar 5:bill /:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 8 | (45-(x*5))=5 | 45 x 5 * - 5 = | 45:dollar x:dollar 5:bill *:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 14 | (x-(45/5))=5 | x 45 5 / - 5 = | x:dollar 45:dollar 5:bill /:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 1125 | 45=(x/(5*5)) | 45 x 5 5 * / = | 45:dollar x:dollar 5:bill 5:dollar *:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 46 | x=(45+(5/5)) | x 45 5 5 / + = | x:dollar 45:dollar 5:dollar 5:bill /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 250 | x=(5*(45+5)) | x 5 45 5 + * = | x:dollar 5:bill 45:dollar 5:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 200 | x=(5*(45-5)) | x 5 45 5 - * = | x:dollar 5:bill 45:dollar 5:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 200 | 45=((x/5)+5) | 45 x 5 / 5 + = | 45:dollar x:dollar 5:bill /:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 20 | 45=((5*5)+x) | 45 5 5 * x + = | 45:dollar 5:bill 5:dollar *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 8 | 45=((x*5)+5) | 45 x 5 * 5 + = | 45:dollar x:dollar 5:bill *:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 250 | 45=((x/5)-5) | 45 x 5 / 5 - = | 45:dollar x:dollar 5:bill /:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 44 | (45-(5/5))=x | 45 5 5 / - x = | 45:dollar 5:dollar 5:bill /:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 10 | 45=((x*5)-5) | 45 x 5 * 5 - = | 45:dollar x:dollar 5:bill *:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 4 | ((45/5)-x)=5 | 45 5 / x - 5 = | 45:dollar 5:bill /:dollar x:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 8 | 45=((5*x)+5) | 45 5 x * 5 + = | 45:dollar 5:bill x:dollar *:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 10 | 45=((5*x)-5) | 45 5 x * 5 - = | 45:dollar 5:bill x:dollar *:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 250 | ((45+5)*5)=x | 45 5 + 5 * x = | 45:dollar 5:dollar +:dollar 5:bill *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 250 | x=((45+5)*5) | x 45 5 + 5 * = | x:dollar 45:dollar 5:dollar +:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 10 | x=((45+5)/5) | x 45 5 + 5 / = | x:dollar 45:dollar 5:dollar +:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 8 | x=((45-5)/5) | x 45 5 - 5 / = | x:dollar 45:dollar 5:dollar -:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 250 | (5*(45+5))=x | 5 45 5 + * x = | 5:bill 45:dollar 5:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 200 | (5*(45-5))=x | 5 45 5 - * x = | 5:bill 45:dollar 5:dollar -:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 45 | 45=((5/5)*x) | 45 5 5 / x * = | 45:dollar 5:bill 5:dollar /:bill x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 4 | 45=(5*(5+x)) | 45 5 5 x + * = | 45:dollar 5:bill 5:dollar x:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 10 | ((45+5)/5)=x | 45 5 + 5 / x = | 45:dollar 5:dollar +:dollar 5:bill /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 200 | x=((45-5)*5) | x 45 5 - 5 * = | x:dollar 45:dollar 5:dollar -:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 44 | x=(45-(5/5)) | x 45 5 5 / - = | x:dollar 45:dollar 5:dollar 5:bill /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 45 | 45=(x*(5/5)) | 45 x 5 5 / * = | 45:dollar x:dollar 5:bill 5:dollar /:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 1125 | (x/(45*5))=5 | x 45 5 * / 5 = | x:dollar 45:dollar 5:bill *:bill /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 8 | ((45-5)/5)=x | 45 5 - 5 / x = | 45:dollar 5:dollar -:dollar 5:bill /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 20 | 45=(x+(5*5)) | 45 x 5 5 * + = | 45:dollar x:dollar 5:bill 5:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 200 | ((45-5)*5)=x | 45 5 - 5 * x = | 45:dollar 5:dollar -:dollar 5:bill *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 230 | (x-(45*5))=5 | x 45 5 * - 5 = | x:dollar 45:dollar 5:bill *:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 70 | 45=(x-(5*5)) | 45 x 5 5 * - = | 45:dollar x:dollar 5:bill 5:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 20 | ((45-x)/5)=5 | 45 x - 5 / 5 = | 45:dollar x:dollar -:dollar 5:bill /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 4 | 45=(5*(x+5)) | 45 5 x 5 + * = | 45:dollar 5:bill x:dollar 5:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 44 | ((45-x)*5)=5 | 45 x - 5 * 5 = | 45:dollar x:dollar -:dollar 5:bill *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 70 | ((x-45)/5)=5 | x 45 - 5 / 5 = | x:dollar 45:dollar -:dollar 5:bill /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 9 | 46 | ((x-45)*5)=5 | x 45 - 5 * 5 = | x:dollar 45:dollar -:dollar 5:bill *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 46 | (45+(5/5))=x | 45 5 5 / + x = | 45:dollar 5:dollar 5:bill /:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 200 | x=(5*(45-5)) | x 5 45 5 - * = | x:dollar 5:bill 45:dollar 5:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 250 | x=(5*(45+5)) | x 5 45 5 + * = | x:dollar 5:bill 45:dollar 5:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 44 | (45-(5/5))=x | 45 5 5 / - x = | 45:dollar 5:dollar 5:bill /:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 250 | ((45+5)*5)=x | 45 5 + 5 * x = | 45:dollar 5:dollar +:dollar 5:bill *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 10 | x=((45+5)/5) | x 45 5 + 5 / = | x:dollar 45:dollar 5:dollar +:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 8 | x=((45-5)/5) | x 45 5 - 5 / = | x:dollar 45:dollar 5:dollar -:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 250 | (5*(45+5))=x | 5 45 5 + * x = | 5:bill 45:dollar 5:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 200 | (5*(45-5))=x | 5 45 5 - * x = | 5:bill 45:dollar 5:dollar -:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 250 | x=((45+5)*5) | x 45 5 + 5 * = | x:dollar 45:dollar 5:dollar +:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 10 | ((45+5)/5)=x | 45 5 + 5 / x = | 45:dollar 5:dollar +:dollar 5:bill /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 200 | x=((45-5)*5) | x 45 5 - 5 * = | x:dollar 45:dollar 5:dollar -:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 44 | x=(45-(5/5)) | x 45 5 5 / - = | x:dollar 45:dollar 5:dollar 5:bill /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 46 | x=(45+(5/5)) | x 45 5 5 / + = | x:dollar 45:dollar 5:dollar 5:bill /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 200 | ((45-5)*5)=x | 45 5 - 5 * x = | 45:dollar 5:dollar -:dollar 5:bill *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 9 | 8 | ((45-5)/5)=x | 45 5 - 5 / x = | 45:dollar 5:dollar -:dollar 5:bill /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 10 | ((x*5)-45)=5 | x 5 * 45 - 5 = | x:dollar 5:bill *:dollar 45:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 250 | ((x/5)-45)=5 | x 5 / 45 - 5 = | x:dollar 5:bill /:dollar 45:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 4 | 45=((x+5)*5) | 45 x 5 + 5 * = | 45:dollar x:dollar 5:dollar +:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 220 | 45=((x+5)/5) | 45 x 5 + 5 / = | 45:dollar x:dollar 5:dollar +:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 8 | 45=(5+(5*x)) | 45 5 5 x * + = | 45:dollar 5:dollar 5:bill x:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 45 | (x*(5/45))=5 | x 5 45 / * 5 = | x:dollar 5:bill 45:dollar /:bill *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 4 | 45=((5+x)*5) | 45 5 x + 5 * = | 45:dollar 5:dollar x:dollar +:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 220 | 45=((5+x)/5) | 45 5 x + 5 / = | 45:dollar 5:dollar x:dollar +:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 14 | 45=((x-5)*5) | 45 x 5 - 5 * = | 45:dollar x:dollar 5:dollar -:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 230 | 45=((x-5)/5) | 45 x 5 - 5 / = | 45:dollar x:dollar 5:dollar -:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 200 | 45=(5+(x/5)) | 45 5 x 5 / + = | 45:dollar 5:dollar x:dollar 5:bill /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 45 | ((5/45)*x)=5 | 5 45 / x * 5 = | 5:bill 45:dollar /:bill x:dollar *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 10 | ((5*x)-45)=5 | 5 x * 45 - 5 = | 5:bill x:dollar *:dollar 45:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 8 | 45=(5+(x*5)) | 45 5 x 5 * + = | 45:dollar 5:dollar x:dollar 5:bill *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 44 | 45=((5/5)+x) | 45 5 5 / x + = | 45:dollar 5:dollar 5:bill /:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 45 | ((5/x)*45)=5 | 5 x / 45 * 5 = | 5:bill x:dollar /:bill 45:dollar *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 44 | 45=(x+(5/5)) | 45 x 5 5 / + = | 45:dollar x:dollar 5:dollar 5:bill /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 46 | 45=(x-(5/5)) | 45 x 5 5 / - = | 45:dollar x:dollar 5:dollar 5:bill /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 44 | (5*(45-x))=5 | 5 45 x - * 5 = | 5:bill 45:dollar x:dollar -:dollar *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 9 | 46 | (5*(x-45))=5 | 5 x 45 - * 5 = | 5:bill x:dollar 45:dollar -:dollar *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 70 | x=((5*5)+45) | x 5 5 * 45 + = | x:dollar 5:bill 5:dollar *:dollar 45:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 45 | x=((5/5)*45) | x 5 5 / 45 * = | x:dollar 5:bill 5:dollar /:bill 45:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 14 | x=(5+(45/5)) | x 5 45 5 / + = | x:dollar 5:dollar 45:dollar 5:bill /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 70 | ((5*5)+45)=x | 5 5 * 45 + x = | 5:bill 5:dollar *:dollar 45:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 45 | ((5/5)*45)=x | 5 5 / 45 * x = | 5:bill 5:dollar /:bill 45:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 230 | x=(5+(45*5)) | x 5 45 5 * + = | x:dollar 5:dollar 45:dollar 5:bill *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 14 | (5+(45/5))=x | 5 45 5 / + x = | 5:dollar 45:dollar 5:bill /:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 9 | 230 | (5+(45*5))=x | 5 45 5 * + x = | 5:dollar 45:dollar 5:bill *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 45 | x=((5/5)*45) | x 5 5 / 45 * = | x:dollar 5:bill 5:dollar /:bill 45:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 70 | x=((5*5)+45) | x 5 5 * 45 + = | x:dollar 5:bill 5:dollar *:dollar 45:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 14 | x=(5+(45/5)) | x 5 45 5 / + = | x:dollar 5:dollar 45:dollar 5:bill /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 70 | ((5*5)+45)=x | 5 5 * 45 + x = | 5:bill 5:dollar *:dollar 45:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 230 | x=(5+(45*5)) | x 5 45 5 * + = | x:dollar 5:dollar 45:dollar 5:bill *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 45 | ((5/5)*45)=x | 5 5 / 45 * x = | 5:bill 5:dollar /:bill 45:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 230 | (5+(45*5))=x | 5 45 5 * + x = | 5:dollar 45:dollar 5:bill *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 6 | 9 | 14 | (5+(45/5))=x | 5 45 5 / + x = | 5:dollar 45:dollar 5:bill /:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 46 | x=((5/5)+45) | x 5 5 / 45 + = | x:dollar 5:dollar 5:bill /:dollar 45:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 20 | (x+(5*5))=45 | x 5 5 * + 45 = | x:dollar 5:bill 5:dollar *:dollar +:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 45 | 5=(45*(5/x)) | 5 45 5 x / * = | 5:dollar 45:dollar 5:bill x:dollar /:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 200 | 5=(45-(x/5)) | 5 45 x 5 / - = | 5:dollar 45:dollar x:dollar 5:bill /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 70 | (x-(5*5))=45 | x 5 5 * - 45 = | x:dollar 5:bill 5:dollar *:dollar -:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 1125 | (x/(5*5))=45 | x 5 5 * / 45 = | x:dollar 5:bill 5:dollar *:bill /:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 8 | 5=(45-(x*5)) | 5 45 x 5 * - = | 5:dollar 45:dollar x:dollar 5:bill *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 45 | (x*(5/5))=45 | x 5 5 / * 45 = | x:dollar 5:bill 5:dollar /:bill *:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 44 | 5=((45-x)*5) | 5 45 x - 5 * = | 5:dollar 45:dollar x:dollar -:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 20 | 5=((45-x)/5) | 5 45 x - 5 / = | 5:dollar 45:dollar x:dollar -:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 4 | (5*(5+x))=45 | 5 5 x + * 45 = | 5:bill 5:dollar x:dollar +:dollar *:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 8 | 5=(45-(5*x)) | 5 45 5 x * - = | 5:dollar 45:dollar 5:bill x:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 20 | ((5*5)+x)=45 | 5 5 * x + 45 = | 5:bill 5:dollar *:dollar x:dollar +:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 45 | ((5/5)*x)=45 | 5 5 / x * 45 = | 5:bill 5:dollar /:bill x:dollar *:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 10 | ((x*5)-5)=45 | x 5 * 5 - 45 = | x:dollar 5:bill *:dollar 5:dollar -:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 220 | 5=((45*5)-x) | 5 45 5 * x - = | 5:dollar 45:dollar 5:bill *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 46 | 5=((x-45)*5) | 5 x 45 - 5 * = | 5:dollar x:dollar 45:dollar -:dollar 5:bill *:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 70 | 5=((x-45)/5) | 5 x 45 - 5 / = | 5:dollar x:dollar 45:dollar -:dollar 5:bill /:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 4 | 5=((45/5)-x) | 5 45 5 / x - = | 5:dollar 45:dollar 5:bill /:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 14 | 5=(x-(45/5)) | 5 x 45 5 / - = | 5:dollar x:dollar 45:dollar 5:bill /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 4 | (5*(x+5))=45 | 5 x 5 + * 45 = | 5:bill x:dollar 5:dollar +:dollar *:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 250 | ((x/5)-5)=45 | x 5 / 5 - 45 = | x:dollar 5:bill /:dollar 5:dollar -:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 14 | (5*(x-5))=45 | 5 x 5 - * 45 = | 5:bill x:dollar 5:dollar -:dollar *:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 8 | ((x*5)+5)=45 | x 5 * 5 + 45 = | x:dollar 5:bill *:dollar 5:dollar +:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 200 | ((x/5)+5)=45 | x 5 / 5 + 45 = | x:dollar 5:bill /:dollar 5:dollar +:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 8 | ((5*x)+5)=45 | 5 x * 5 + 45 = | 5:bill x:dollar *:dollar 5:dollar +:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 10 | ((5*x)-5)=45 | 5 x * 5 - 45 = | 5:bill x:dollar *:dollar 5:dollar -:dollar 45:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 230 | 5=(x-(45*5)) | 5 x 45 5 * - = | 5:dollar x:dollar 45:dollar 5:bill *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 46 | ((5/5)+45)=x | 5 5 / 45 + x = | 5:dollar 5:bill /:dollar 45:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 9 | 1125 | 5=(x/(45*5)) | 5 x 45 5 * / = | 5:dollar x:dollar 45:dollar 5:bill *:bill /:dollar =:dollar
