parameters: n=9 l=4 k=1 p=5 q=3 m=10
TOTAL 469 solutions found
EXPR: 0 | POS | INT | 0 | 180 | 16 | ((6*6)*(8/18))=x | 6 6 * 8 18 / * x = | 6:van 6:people *:people 8:bus 18:people /:bus *:people x:people =:people
EXPR: 0 | POS | INT | 22 | 180 | 16 | (((6*6)/x)*8)=18 | 6 6 * x / 8 * 18 = | 6:van 6:bus *:bus x:people /:bus 8:people *:people 18:people =:people
EXPR: 0 | POS | INT | 22 | 180 | 46 | x=(6*(8-(6/18))) | x 6 8 6 18 / - * = | x:people 6:van 8:people 6:people 18:van /:people -:people *:people =:people
EXPR: 0 | POS | INT | 22 | 180 | 50 | x=(6*(8+(6/18))) | x 6 8 6 18 / + * = | x:people 6:van 8:people 6:people 18:van /:people +:people *:people =:people
EXPR: 0 | POS | INT | 23 | 180 | 50 | x=(6*(8+(6/18))) | x 6 8 6 18 / + * = | x:people 6:van 8:people 6:people 18:van /:people +:people *:people =:people
EXPR: 0 | POS | INT | 24 | 180 | 16 | ((6*8)*(6/x))=18 | 6 8 * 6 x / * 18 = | 6:van 8:bus *:van 6:bus x:people /:bus *:bus 18:bus =:bus
EXPR: 0 | POS | INT | 24 | 180 | 81 | ((6*6)*(18/x))=8 | 6 6 * 18 x / * 8 = | 6:van 6:people *:people 18:bus x:people /:bus *:people 8:people =:people
EXPR: 0 | POS | INT | 24 | 180 | 14 | (((x+6)+6)-18)=8 | x 6 + 6 + 18 - 8 = | x:people 6:people +:people 6:people +:people 18:people -:people 8:people =:people
EXPR: 0 | POS | INT | 24 | 180 | 8 | (((6-6)*18)+8)=x | 6 6 - 18 * 8 + x = | 6:van 6:van -:van 18:people *:people 8:people +:people x:people =:people
EXPR: 0 | POS | INT | 24 | 180 | - | (((6-6)*x)+8)=18 | 6 6 - x * 8 + 18 = | 6:van 6:van -:van x:people *:people 8:people +:people 18:people =:people
EXPR: 0 | POS | INT | 24 | 180 | 26 | (6*((x-8)/6))=18 | 6 x 8 - 6 / * 18 = | 6:van x:bus 8:bus -:bus 6:people /:bus *:bus 18:bus =:bus
EXPR: 0 | POS | INT | 25 | 180 | 240 | (((6+18)+6)*8)=x | 6 18 + 6 + 8 * x = | 6:people 18:people +:people 6:people +:people 8:van *:people x:people =:people
EXPR: 0 | POS | INT | 25 | 180 | 144 | ((6*8)*(18/6))=x | 6 8 * 18 6 / * x = | 6:van 8:people *:people 18:bus 6:people /:bus *:people x:people =:people
EXPR: 0 | POS | INT | 25 | 180 | 8 | (((6-6)*18)+8)=x | 6 6 - 18 * 8 + x = | 6:van 6:van -:van 18:people *:people 8:people +:people x:people =:people
EXPR: 0 | POS | INT | 25 | 180 | 60 | ((6*18)-(6*8))=x | 6 18 * 6 8 * - x = | 6:van 18:people *:people 6:bus 8:people *:people -:people x:people =:people
EXPR: 0 | POS | INT | 25 | 180 | 156 | ((6*18)+(6*8))=x | 6 18 * 6 8 * + x = | 6:van 18:people *:people 6:bus 8:people *:people +:people x:people =:people
EXPR: 0 | POS | INT | 25 | 180 | 30 | (6+((18/6)*8))=x | 6 18 6 / 8 * + x = | 6:people 18:people 6:van /:people 8:bus *:people +:people x:people =:people
EXPR: 0 | POS | INT | 25 | 180 | 144 | (((6*18)/6)*8)=x | 6 18 * 6 / 8 * x = | 6:van 18:people *:van 6:bus /:van 8:people *:people x:people =:people
EXPR: 0 | POS | INT | 25 | 180 | 10 | x=(((6/18)*6)+8) | x 6 18 / 6 * 8 + = | x:people 6:van 18:bus /:van 6:people *:people 8:people +:people =:people
EXPR: 0 | POS | INT | 26 | 180 | 240 | (((6+18)+6)*8)=x | 6 18 + 6 + 8 * x = | 6:people 18:people +:people 6:people +:people 8:van *:people x:people =:people
EXPR: 0 | POS | INT | 26 | 180 | 156 | ((6*18)+(6*8))=x | 6 18 * 6 8 * + x = | 6:van 18:people *:people 6:bus 8:people *:people +:people x:people =:people
EXPR: 0 | POS | INT | 26 | 180 | 30 | (6+((18/6)*8))=x | 6 18 6 / 8 * + x = | 6:people 18:people 6:van /:people 8:bus *:people +:people x:people =:people
EXPR: 0 | POS | INT | 26 | 180 | 26 | 18=(8+((6*6)-x)) | 18 8 6 6 * x - + = | 18:people 8:people 6:van 6:people *:people x:people -:people +:people =:people
EXPR: 0 | POS | INT | 26 | 180 | 2 | 6=((6+18)*(x/8)) | 6 6 18 + x 8 / * = | 6:people 6:van 18:van +:van x:people 8:van /:people *:people =:people
EXPR: 0 | POS | INT | 27 | 180 | 25 | ((6*x)-(8*18))=6 | 6 x * 8 18 * - 6 = | 6:van x:people *:people 8:people 18:bus *:people -:people 6:people =:people
EXPR: 0 | POS | INT | 27 | 180 | 100 | x=(6*(18-(8/6))) | x 6 18 8 6 / - * = | x:van 6:van 18:bus 8:bus 6:people /:bus -:bus *:van =:van
EXPR: 0 | POS | INT | 27 | 180 | 116 | x=(6*(18+(8/6))) | x 6 18 8 6 / + * = | x:van 6:van 18:bus 8:bus 6:people /:bus +:bus *:van =:van
EXPR: 0 | POS | INT | 28 | 180 | 116 | x=(6*(18+(8/6))) | x 6 18 8 6 / + * = | x:van 6:van 18:bus 8:bus 6:people /:bus +:bus *:van =:van
EXPR: 0 | POS | INT | 30 | 180 | 81 | (((6*6)/8)*18)=x | 6 6 * 8 / 18 * x = | 6:van 6:people *:van 8:people /:van 18:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 30 | 180 | 6 | 8=(((6/18)*6)+x) | 8 6 18 / 6 * x + = | 8:van 6:van 18:people /:van 6:people *:van x:van +:van =:van
EXPR: 0 | POS | INT | 30 | 180 | 10 | 8=(6*((18-x)/6)) | 8 6 18 x - 6 / * = | 8:people 6:van 18:people x:people -:people 6:bus /:people *:people =:people
EXPR: 0 | POS | INT | 30 | 180 | 5 | 6=(18/(6+(x-8))) | 6 18 6 x 8 - + / = | 6:people 18:people 6:van x:van 8:van -:van +:van /:people =:people
EXPR: 0 | POS | INT | 30 | 180 | 80 | 8=(((6-18)*6)+x) | 8 6 18 - 6 * x + = | 8:people 6:van 18:van -:van 6:people *:people x:people +:people =:people
EXPR: 0 | POS | INT | 31 | 180 | 102 | x=(((18-6)*8)+6) | x 18 6 - 8 * 6 + = | x:people 18:van 6:van -:van 8:people *:people 6:people +:people =:people
EXPR: 0 | POS | INT | 31 | 180 | 30 | x=(6+(18*(8/6))) | x 6 18 8 6 / * + = | x:people 6:people 18:bus 8:people 6:van /:people *:people +:people =:people
EXPR: 0 | POS | INT | 31 | 180 | 4 | 18=(x*((6*6)/8)) | 18 x 6 6 * 8 / * = | 18:people x:people 6:bus 6:people *:bus 8:people /:bus *:people =:people
EXPR: 0 | POS | INT | 31 | 180 | 11 | 18=((x*6)-(6*8)) | 18 x 6 * 6 8 * - = | 18:van x:people 6:van *:van 6:people 8:van *:van -:van =:van
EXPR: 0 | POS | INT | 32 | 180 | 0 | (((6-6)*8)/18)=x | 6 6 - 8 * 18 / x = | 6:van 6:van -:van 8:people *:people 18:bus /:people x:people =:people
EXPR: 0 | POS | INT | 32 | 180 | 26 | (((8+18)*6)/6)=x | 8 18 + 6 * 6 / x = | 8:people 18:people +:people 6:van *:van 6:people /:van x:van =:van
EXPR: 0 | POS | INT | 32 | 180 | 2 | ((6*8)/(6+18))=x | 6 8 * 6 18 + / x = | 6:van 8:people *:people 6:bus 18:bus +:bus /:people x:people =:people
EXPR: 0 | POS | INT | 32 | 180 | 16 | (((6*6)/18)*8)=x | 6 6 * 18 / 8 * x = | 6:people 6:van *:van 18:people /:van 8:people *:people x:people =:people
EXPR: 0 | POS | INT | 32 | 180 | 16 | (((6*6)/18)*8)=x | 6 6 * 18 / 8 * x = | 6:van 6:bus *:bus 18:people /:bus 8:people *:bus x:bus =:bus
EXPR: 0 | POS | INT | 32 | 180 | 16 | x=(((6*6)/18)*8) | x 6 6 * 18 / 8 * = | x:people 6:bus 6:van *:van 18:people /:van 8:people *:people =:people
EXPR: 0 | POS | INT | 32 | 180 | 42 | (6*(x/(6+8)))=18 | 6 x 6 8 + / * 18 = | 6:people x:van 6:bus 8:bus +:bus /:van *:people 18:people =:people
EXPR: 0 | POS | INT | 32 | 180 | 116 | x=(6*((8/6)+18)) | x 6 8 6 / 18 + * = | x:van 6:van 8:people 6:bus /:people 18:people +:people *:van =:van
EXPR: 0 | POS | INT | 32 | 180 | 16 | ((6*8)*(6/18))=x | 6 8 * 6 18 / * x = | 6:van 8:people *:van 6:bus 18:people /:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 32 | 180 | 102 | x=(((18-6)*8)+6) | x 18 6 - 8 * 6 + = | x:people 18:van 6:van -:van 8:people *:people 6:people +:people =:people
EXPR: 0 | POS | INT | 32 | 180 | 30 | x=(6+(18*(8/6))) | x 6 18 8 6 / * + = | x:people 6:people 18:bus 8:people 6:van /:people *:people +:people =:people
EXPR: 0 | POS | INT | 33 | 180 | 9 | (((18-6)*6)/x)=8 | 18 6 - 6 * x / 8 = | 18:people 6:people -:people 6:van *:van x:bus /:van 8:van =:van
EXPR: 0 | POS | INT | 33 | 180 | 16 | (((6*6)/18)*8)=x | 6 6 * 18 / 8 * x = | 6:people 6:van *:van 18:people /:van 8:people *:people x:people =:people
EXPR: 0 | POS | INT | 33 | 180 | 16 | ((6*8)*(6/18))=x | 6 8 * 6 18 / * x = | 6:van 8:people *:van 6:bus 18:people /:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 34 | 180 | 18 | (((6+x)*6)/18)=8 | 6 x + 6 * 18 / 8 = | 6:van x:van +:van 6:people *:people 18:bus /:people 8:people =:people
EXPR: 0 | POS | INT | 34 | 180 | 0 | (((6-6)/18)*8)=x | 6 6 - 18 / 8 * x = | 6:people 6:people -:people 18:van /:people 8:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 35 | 180 | 16 | (((6*8)/18)*6)=x | 6 8 * 18 / 6 * x = | 6:van 8:people *:van 18:people /:van 6:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 35 | 180 | 6 | x=(((6-18)/6)+8) | x 6 18 - 6 / 8 + = | x:van 6:van 18:van -:van 6:people /:van 8:van +:van =:van
EXPR: 0 | POS | INT | 35 | 180 | 144 | x=(8*((6*6)-18)) | x 8 6 6 * 18 - * = | x:people 8:people 6:van 6:bus *:van 18:van -:van *:people =:people
EXPR: 0 | POS | INT | 35 | 180 | 30 | x=(6+(8*(18/6))) | x 6 8 18 6 / * + = | x:van 6:van 8:van 18:bus 6:people /:bus *:van +:van =:van
EXPR: 0 | POS | INT | 35 | 180 | 16 | x=(8*((6*6)/18)) | x 8 6 6 * 18 / * = | x:van 8:van 6:bus 6:people *:bus 18:people /:bus *:van =:van
EXPR: 0 | POS | INT | 36 | 180 | 144 | 6=((6*(x/18))/8) | 6 6 x 18 / * 8 / = | 6:van 6:bus x:van 18:people /:van *:van 8:bus /:van =:van
EXPR: 0 | POS | INT | 36 | 180 | 64 | 18=(6+((x+8)/6)) | 18 6 x 8 + 6 / + = | 18:people 6:people x:people 8:people +:people 6:bus /:people +:people =:people
EXPR: 0 | POS | INT | 36 | 180 | 6 | x=(((6-18)/6)+8) | x 6 18 - 6 / 8 + = | x:van 6:van 18:van -:van 6:people /:van 8:van +:van =:van
EXPR: 0 | POS | INT | 36 | 180 | 30 | x=(6+(8*(18/6))) | x 6 8 18 6 / * + = | x:van 6:van 8:van 18:bus 6:people /:bus *:van +:van =:van
EXPR: 0 | POS | INT | 36 | 180 | 32 | 18=(((x*6)/8)-6) | 18 x 6 * 8 / 6 - = | 18:people x:van 6:people *:people 8:bus /:people 6:people -:people =:people
EXPR: 0 | POS | INT | 37 | 180 | 116 | (6*(18+(8/6)))=x | 6 18 8 6 / + * x = | 6:people 18:van 8:van 6:people /:van +:van *:people x:people =:people
EXPR: 0 | POS | INT | 37 | 180 | 100 | (6*(18-(8/6)))=x | 6 18 8 6 / - * x = | 6:people 18:van 8:van 6:people /:van -:van *:people x:people =:people
EXPR: 0 | POS | INT | 37 | 180 | 5184 | (x/(6*8))=(6*18) | x 6 8 * / 6 18 * = | x:people 6:bus 8:van *:van /:people 6:van 18:people *:people =:people
EXPR: 0 | POS | INT | 37 | 180 | 81 | x=(((6*18)/8)*6) | x 6 18 * 8 / 6 * = | x:van 6:van 18:people *:people 8:van /:people 6:van *:van =:van
EXPR: 0 | POS | INT | 38 | 180 | 100 | (6*(18-(8/6)))=x | 6 18 8 6 / - * x = | 6:people 18:van 8:van 6:people /:van -:van *:people x:people =:people
EXPR: 0 | POS | INT | 39 | 180 | 10 | (((8+x)*6)/6)=18 | 8 x + 6 * 6 / 18 = | 8:van x:van +:van 6:people *:people 6:bus /:people 18:people =:people
EXPR: 0 | POS | INT | 39 | 180 | 396 | (((6*8)+18)*6)=x | 6 8 * 18 + 6 * x = | 6:people 8:van *:people 18:people +:people 6:bus *:bus x:bus =:bus
EXPR: 1 | POS | INT | 39 | 180 | 180 | (((6*8)-18)*6)=x | 6 8 * 18 - 6 * x = | 6:people 8:van *:people 18:people -:people 6:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 39 | 180 | 64 | (((18-6)*6)-8)=x | 18 6 - 6 * 8 - x = | 18:van 6:van -:van 6:bus *:bus 8:bus -:bus x:bus =:bus
EXPR: 0 | POS | INT | 39 | 180 | 144 | ((6*8)*(18/6))=x | 6 8 * 18 6 / * x = | 6:people 8:bus *:people 18:van 6:bus /:van *:van x:van =:van
EXPR: 0 | POS | INT | 39 | 180 | 16 | (((6*8)/18)*6)=x | 6 8 * 18 / 6 * x = | 6:people 8:van *:people 18:bus /:people 6:van *:van x:van =:van
EXPR: 0 | POS | INT | 39 | 180 | 72 | x=(18*(6+(6-8))) | x 18 6 6 8 - + * = | x:people 18:van 6:people 6:people 8:people -:people +:people *:people =:people
