parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | FRA | 0 | 36.78 | 8.88 | x=(((10.62*2)+1.59)-13.95) | x 10.62 2 * 1.59 + 13.95 - = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar +:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 186.350943396226 | x=(((10.62*2)/1.59)*13.95) | x 10.62 2 * 1.59 / 13.95 * = | x:dollar 10.62:dollar 2:ticket *:ticket 1.59:dollar /:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 0.341698841698842 | x=(10.62/(2*(1.59+13.95))) | x 10.62 2 1.59 13.95 + * / = | x:dollar 10.62:dollar 2:ticket 1.59:dollar 13.95:dollar +:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 33.6 | x=(((10.62*2)-1.59)+13.95) | x 10.62 2 * 1.59 - 13.95 + = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar -:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 17.67 | x=(((10.62/2)-1.59)+13.95) | x 10.62 2 / 1.59 - 13.95 + = | x:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar -:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 2.42090322580645 | x=(10.62*((2*1.59)/13.95)) | x 10.62 2 1.59 * 13.95 / * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket 13.95:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 21.39 | x=(10.62-((2*1.59)-13.95)) | x 10.62 2 1.59 * 13.95 - - = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar 13.95:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 5.7 | x=(((10.62*2)-1.59)-13.95) | x 10.62 2 * 1.59 - 13.95 - = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar -:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 27.75 | x=(10.62+((2*1.59)+13.95)) | x 10.62 2 1.59 * 13.95 + + = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar 13.95:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 0.605225806451613 | x=(10.62/((2/1.59)*13.95)) | x 10.62 2 1.59 / 13.95 * / = | x:dollar 10.62:dollar 2:ticket 1.59:dollar /:ticket 13.95:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 28.1671698113208 | x=(10.62+((2/1.59)*13.95)) | x 10.62 2 1.59 / 13.95 * + = | x:dollar 10.62:dollar 2:ticket 1.59:dollar /:ticket 13.95:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 27.3084905660377 | x=((10.62*(2/1.59))+13.95) | x 10.62 2 1.59 / * 13.95 + = | x:dollar 10.62:dollar 2:ticket 1.59:dollar /:ticket *:dollar 13.95:dollar +:dollar =:dollar
EXPR: 1 | POS | FRA | 1 | 36.78 | 36.78 | x=((10.62*2)+(1.59+13.95)) | x 10.62 2 * 1.59 13.95 + + = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar 13.95:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 5.7 | x=((10.62*2)-(1.59+13.95)) | x 10.62 2 * 1.59 13.95 + - = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar 13.95:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 33.6 | x=((10.62*2)-(1.59-13.95)) | x 10.62 2 * 1.59 13.95 - - = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar 13.95:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 21.39 | x=((10.62-(2*1.59))+13.95) | x 10.62 2 1.59 * - 13.95 + = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar -:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 8.88 | x=((10.62*2)+(1.59-13.95)) | x 10.62 2 * 1.59 13.95 - + = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar 13.95:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 20.85 | x=((10.62/2)+(1.59+13.95)) | x 10.62 2 / 1.59 13.95 + + = | x:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar 13.95:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 17.67 | x=((10.62/2)-(1.59-13.95)) | x 10.62 2 / 1.59 13.95 - - = | x:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar 13.95:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 27.75 | x=((10.62+(2*1.59))+13.95) | x 10.62 2 1.59 * + 13.95 + = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 36.78 | 17.2896226415094 | x=((10.62/(2*1.59))+13.95) | x 10.62 2 1.59 * / 13.95 + = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 36.78 | 0.591509433962266 | (x+(10.62*(2/1.59)))=13.95 | x 10.62 2 1.59 / * + 13.95 = | x:dollar 10.62:dollar 2:ticket 1.59:dollar /:ticket *:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 36.78 | 17.2896226415094 | (x-(10.62/(2*1.59)))=13.95 | x 10.62 2 1.59 * / - 13.95 = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar -:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 36.78 | 10.6103773584906 | (x+(10.62/(2*1.59)))=13.95 | x 10.62 2 1.59 * / + 13.95 = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 36.78 | 0.15 | (x+(10.62+(2*1.59)))=13.95 | x 10.62 2 1.59 * + + 13.95 = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 36.78 | 6.51 | (x+(10.62-(2*1.59)))=13.95 | x 10.62 2 1.59 * - + 13.95 = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar -:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 192.51 | x=((10.62+(2*1.59))*13.95) | x 10.62 2 1.59 * + 13.95 * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar 13.95:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 186.350943396226 | x=(((10.62*2)/1.59)*13.95) | x 10.62 2 * 1.59 / 13.95 * = | x:ticket 10.62:dollar 2:ticket *:ticket 1.59:dollar /:ticket 13.95:dollar *:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 36.78 | 1.63655913978495 | x=(((10.62*2)+1.59)/13.95) | x 10.62 2 * 1.59 + 13.95 / = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar +:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 2.42090322580645 | x=((10.62*2)*(1.59/13.95)) | x 10.62 2 * 1.59 13.95 / * = | x:dollar 10.62:dollar 2:ticket *:ticket 1.59:dollar 13.95:ticket /:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 133.9548 | x=((10.62-2)*(1.59+13.95)) | x 10.62 2 - 1.59 13.95 + * = | x:dollar 10.62:ticket 2:ticket -:ticket 1.59:dollar 13.95:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 27.6558 | x=(((10.62-2)*1.59)+13.95) | x 10.62 2 - 1.59 * 13.95 + = | x:dollar 10.62:ticket 2:ticket -:ticket 1.59:dollar *:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 34.0158 | x=(((10.62+2)*1.59)+13.95) | x 10.62 2 + 1.59 * 13.95 + = | x:dollar 10.62:ticket 2:ticket +:ticket 1.59:dollar *:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 2.42090322580645 | x=(((10.62*2)/13.95)*1.59) | x 10.62 2 * 13.95 / 1.59 * = | x:dollar 10.62:dollar 2:ticket *:ticket 13.95:dollar /:ticket 1.59:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 0.439196873513782 | x=(10.62/(2+(1.59*13.95))) | x 10.62 2 1.59 13.95 * + / = | x:dollar 10.62:dollar 2:ticket 1.59:ticket 13.95:dollar *:ticket +:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 27.3084905660377 | x=(((10.62*2)/1.59)+13.95) | x 10.62 2 * 1.59 / 13.95 + = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:ticket /:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 60.7005 | x=(10.62+((2+1.59)*13.95)) | x 10.62 2 1.59 + 13.95 * + = | x:dollar 10.62:dollar 2:ticket 1.59:ticket +:ticket 13.95:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 2.42090322580645 | x=(10.62*((2*1.59)/13.95)) | x 10.62 2 1.59 * 13.95 / * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:ticket 13.95:dollar /:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 36.78 | 1.40860215053763 | x=(((10.62*2)-1.59)/13.95) | x 10.62 2 * 1.59 - 13.95 / = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar -:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 46.5877358490566 | x=((10.62/(2*1.59))*13.95) | x 10.62 2 1.59 * / 13.95 * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar 13.95:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 0.26 | x=((10.62+(2+1.59))-13.95) | x 10.62 2 1.59 + + 13.95 - = | x:dollar 10.62:dollar 2:dollar 1.59:dollar +:dollar +:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 0.619964973730298 | x=(10.62/((2*1.59)+13.95)) | x 10.62 2 1.59 * 13.95 + / = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket 13.95:ticket +:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 3.11258064516129 | x=((10.62*(2/13.95))+1.59) | x 10.62 2 13.95 / * 1.59 + = | x:dollar 10.62:dollar 2:ticket 13.95:dollar /:ticket *:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 161.507490566038 | x=(10.62*((2/1.59)+13.95)) | x 10.62 2 1.59 / 13.95 + * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar /:ticket 13.95:ticket +:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 21.1260215053763 | x=((10.62*2)-(1.59/13.95)) | x 10.62 2 * 1.59 13.95 / - = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar 13.95:ticket /:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 5.19602150537634 | x=((10.62/2)-(1.59/13.95)) | x 10.62 2 / 1.59 13.95 / - = | x:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar 13.95:ticket /:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 5.42397849462366 | x=((10.62/2)+(1.59/13.95)) | x 10.62 2 / 1.59 13.95 / + = | x:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar 13.95:ticket /:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 20.0295483870968 | x=(10.62*(2-(1.59/13.95))) | x 10.62 2 1.59 13.95 / - * = | x:dollar 10.62:dollar 2:ticket 1.59:ticket 13.95:dollar /:ticket -:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 22.4504516129032 | x=(10.62*(2+(1.59/13.95))) | x 10.62 2 1.59 13.95 / + * = | x:dollar 10.62:dollar 2:ticket 1.59:ticket 13.95:dollar /:ticket +:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 33.6 | x=((10.62*2)+(13.95-1.59)) | x 10.62 2 * 13.95 1.59 - + = | x:dollar 10.62:dollar 2:ticket *:dollar 13.95:dollar 1.59:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 40.11 | x=((10.62+(2*13.95))+1.59) | x 10.62 2 13.95 * + 1.59 + = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:dollar +:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 1.97064516129032 | x=((10.62/(2*13.95))+1.59) | x 10.62 2 13.95 * / 1.59 + = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:ticket /:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 130.601830188679 | x=((10.62-(2/1.59))*13.95) | x 10.62 2 1.59 / - 13.95 * = | x:dollar 10.62:ticket 2:ticket 1.59:dollar /:ticket -:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 181.9206 | x=(10.62*((2*1.59)+13.95)) | x 10.62 2 1.59 * 13.95 + * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket 13.95:ticket +:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 28.16 | x=(10.62+((2+1.59)+13.95)) | x 10.62 2 1.59 + 13.95 + + = | x:dollar 10.62:dollar 2:dollar 1.59:dollar +:dollar 13.95:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 10.3920430107527 | x=(10.62-((2/13.95)*1.59)) | x 10.62 2 13.95 / 1.59 * - = | x:dollar 10.62:dollar 2:ticket 13.95:dollar /:ticket 1.59:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 0.533333333333333 | x=((10.62-(2*1.59))/13.95) | x 10.62 2 1.59 * - 13.95 / = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar -:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 0.989247311827957 | x=((10.62+(2*1.59))/13.95) | x 10.62 2 1.59 * + 13.95 / = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 25.365 | x=((10.62+(1.59/2))+13.95) | x 10.62 1.59 2 / + 13.95 + = | x:dollar 10.62:dollar 1.59:dollar 2:ticket /:dollar +:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 36.78 | 23.775 | x=((10.62-(1.59/2))+13.95) | x 10.62 1.59 2 / - 13.95 + = | x:dollar 10.62:dollar 1.59:dollar 2:ticket /:dollar -:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 186.350943396226 | x=(((10.62*2)/1.59)*13.95) | x 10.62 2 * 1.59 / 13.95 * = | x:ticket 10.62:dollar 2:ticket *:ticket 1.59:dollar /:ticket 13.95:dollar *:ticket =:ticket
EXPR: 0 | POS | FRA | 11 | 36.78 | 2.42090322580645 | x=((10.62*2)*(1.59/13.95)) | x 10.62 2 * 1.59 13.95 / * = | x:dollar 10.62:dollar 2:ticket *:ticket 1.59:dollar 13.95:ticket /:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 133.9548 | x=((10.62-2)*(1.59+13.95)) | x 10.62 2 - 1.59 13.95 + * = | x:dollar 10.62:ticket 2:ticket -:ticket 1.59:dollar 13.95:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 60.7005 | x=(10.62+((2+1.59)*13.95)) | x 10.62 2 1.59 + 13.95 * + = | x:dollar 10.62:dollar 2:ticket 1.59:ticket +:ticket 13.95:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 1.40860215053763 | x=(((10.62*2)-1.59)/13.95) | x 10.62 2 * 1.59 - 13.95 / = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar -:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 46.5877358490566 | x=((10.62/(2*1.59))*13.95) | x 10.62 2 1.59 * / 13.95 * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar 13.95:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 3.11258064516129 | x=((10.62*(2/13.95))+1.59) | x 10.62 2 13.95 / * 1.59 + = | x:dollar 10.62:dollar 2:ticket 13.95:dollar /:ticket *:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 161.507490566038 | x=(10.62*((2/1.59)+13.95)) | x 10.62 2 1.59 / 13.95 + * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar /:ticket 13.95:ticket +:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 5.42397849462366 | x=((10.62/2)+(1.59/13.95)) | x 10.62 2 / 1.59 13.95 / + = | x:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar 13.95:ticket /:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 22.4504516129032 | x=(10.62*(2+(1.59/13.95))) | x 10.62 2 1.59 13.95 / + * = | x:dollar 10.62:dollar 2:ticket 1.59:ticket 13.95:dollar /:ticket +:ticket *:dollar =:dollar
