parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 1 | POS | INT | 0 | 160 | 160 | x=((4+(8+4))*10) | x 4 8 4 + + 10 * = | x:ball 4:pack 8:pack 4:pack +:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 7 | 160 | - | (((4-4)/10)*x)=8 | 4 4 - 10 / x * 8 = | 4:pack 4:pack -:pack 10:ball /:pack x:ball *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 7 | 160 | 38 | (4*((4*10)-x))=8 | 4 4 10 * x - * 8 = | 4:pack 4:pack 10:ball *:ball x:ball -:ball *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 8 | 160 |  | x=((4-(8-4))*10) | x 4 8 4 - - 10 * = | x:ball 4:pack 8:pack 4:pack -:pack -:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 10 | 160 | 80 | (((4+8)-4)*10)=x | 4 8 + 4 - 10 * x = | 4:pack 8:pack +:pack 4:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 10 | 160 | 5 | ((8*10)/(x*4))=4 | 8 10 * x 4 * / 4 = | 8:pack 10:ball *:pack x:ball 4:pack *:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 10 | 160 | 124 | (4+((8+4)*10))=x | 4 8 4 + 10 * + x = | 4:ball 8:pack 4:pack +:pack 10:ball *:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 10 | 160 | 38 | (4*((4*10)-x))=8 | 4 4 10 * x - * 8 = | 4:pack 4:pack 10:ball *:ball x:ball -:ball *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 10 | 160 | 80 | (4/((4/x)*10))=8 | 4 4 x / 10 * / 8 = | 4:pack 4:pack x:ball /:pack 10:ball *:ball /:pack 8:pack =:pack
EXPR: 0 | POS | INT | 10 | 160 | - | (((4-4)/x)*10)=8 | 4 4 - x / 10 * 8 = | 4:pack 4:pack -:pack x:ball /:pack 10:ball *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 10 | 160 | - | ((4-4)*(10-x))=8 | 4 4 - 10 x - * 8 = | 4:pack 4:pack -:pack 10:ball x:ball -:ball *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 10 | 160 | 72 | ((4*8)+(4*10))=x | 4 8 * 4 10 * + x = | 4:pack 8:ball *:ball 4:pack 10:ball *:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 11 | 160 | 80 | (((4+8)-4)*10)=x | 4 8 + 4 - 10 * x = | 4:pack 8:pack +:pack 4:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 11 | 160 | 42 | (8/(x-(4*10)))=4 | 8 x 4 10 * - / 4 = | 8:pack x:ball 4:pack 10:ball *:ball -:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 11 | 160 | 38 | (8/((4*10)-x))=4 | 8 4 10 * x - / 4 = | 8:pack 4:pack 10:ball *:ball x:ball -:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 12 | 160 | 90 | x=((8+(4/4))*10) | x 8 4 4 / + 10 * = | x:ball 8:pack 4:pack 4:ball /:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 12 | 160 | 0 | (((4+4)-8)*10)=x | 4 4 + 8 - 10 * x = | 4:pack 4:pack +:pack 8:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 12 | 160 | 8 | (((4*8)+x)/4)=10 | 4 8 * x + 4 / 10 = | 4:pack 8:ball *:ball x:ball +:ball 4:pack /:ball 10:ball =:ball
EXPR: 0 | POS | INT | 12 | 160 |  | x=((4-4)*(8-10)) | x 4 4 - 8 10 - * = | x:ball 4:pack 4:pack -:pack 8:ball 10:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 13 | 160 | 0 | (((4+4)-8)*10)=x | 4 4 + 8 - 10 * x = | 4:pack 4:pack +:pack 8:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 11 | 4=(8-((x-10)*4)) | 4 8 x 10 - 4 * - = | 4:pack 8:pack x:ball 10:ball -:ball 4:pack *:pack -:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 9 | 4=(8+((x-10)*4)) | 4 8 x 10 - 4 * + = | 4:pack 8:pack x:ball 10:ball -:ball 4:pack *:pack +:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 5 | ((8*10)/(x*4))=4 | 8 10 * x 4 * / 4 = | 8:pack 10:ball *:pack x:ball 4:pack *:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 81 | (4/(x-(8*10)))=4 | 4 x 8 10 * - / 4 = | 4:pack x:ball 8:pack 10:ball *:ball -:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 79 | (4*((8*10)-x))=4 | 4 8 10 * x - * 4 = | 4:pack 8:pack 10:ball *:ball x:ball -:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 3 | (8*(x-(10/4)))=4 | 8 x 10 4 / - * 4 = | 8:pack x:ball 10:ball 4:pack /:ball -:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 80 | (4/((8/x)*10))=4 | 4 8 x / 10 * / 4 = | 4:pack 8:pack x:ball /:pack 10:ball *:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 13 | 160 | 11 | ((4-8)*(10-x))=4 | 4 8 - 10 x - * 4 = | 4:pack 8:pack -:pack 10:ball x:ball -:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 14 | 160 | 64 | (((4*4)+x)/8)=10 | 4 4 * x + 8 / 10 = | 4:pack 4:ball *:ball x:ball +:ball 8:pack /:ball 10:ball =:ball
EXPR: 0 | POS | INT | 14 | 160 | - | (((4+4)-8)*x)=10 | 4 4 + 8 - x * 10 = | 4:pack 4:pack +:pack 8:pack -:pack x:ball *:pack 10:pack =:pack
EXPR: 0 | POS | INT | 14 | 160 | 18 | (x*(4/(8+10)))=4 | x 4 8 10 + / * 4 = | x:ball 4:pack 8:ball 10:ball +:ball /:pack *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 15 | 160 |  | x=((4-4)*(10-8)) | x 4 4 - 10 8 - * = | x:ball 4:pack 4:pack -:pack 10:ball 8:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 15 | 160 | 48 | (((4*4)-10)*8)=x | 4 4 * 10 - 8 * x = | 4:pack 4:ball *:ball 10:ball -:ball 8:pack *:ball x:ball =:ball
EXPR: 0 | POS | INT | 15 | 160 | 208 | (((4*4)+10)*8)=x | 4 4 * 10 + 8 * x = | 4:pack 4:ball *:ball 10:ball +:ball 8:pack *:ball x:ball =:ball
EXPR: 0 | POS | INT | 15 | 160 | 30 | (((8+4)/4)*10)=x | 8 4 + 4 / 10 * x = | 8:pack 4:pack +:pack 4:ball /:pack 10:ball *:ball x:ball =:ball
EXPR: 1 | POS | INT | 16 | 160 | 160 | (x/((8-4)*10))=4 | x 8 4 - 10 * / 4 = | x:pack 8:pack 4:pack -:pack 10:ball *:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 16 | 160 |  | x=((4-4)*(10-8)) | x 4 4 - 10 8 - * = | x:ball 4:pack 4:pack -:pack 10:ball 8:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 16 | 160 | 36 | ((8+(x-4))/10)=4 | 8 x 4 - + 10 / 4 = | 8:pack x:pack 4:pack -:pack +:pack 10:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 16 | 160 | 7 | (x*(8/(4+10)))=4 | x 8 4 10 + / * 4 = | x:ball 8:pack 4:ball 10:ball +:ball /:pack *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 16 | 160 | 30 | (((8+4)/4)*10)=x | 8 4 + 4 / 10 * x = | 8:pack 4:pack +:pack 4:ball /:pack 10:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | 8 | (((4-4)*10)+x)=8 | 4 4 - 10 * x + 8 = | 4:pack 4:pack -:pack 10:ball *:ball x:ball +:ball 8:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | - | ((4-4)/(x*10))=8 | 4 4 - x 10 * / 8 = | 4:pack 4:pack -:pack x:pack 10:ball *:ball /:pack 8:pack =:pack
EXPR: 0 | POS | INT | 17 | 160 | 8 | (((8*4)+x)/4)=10 | 8 4 * x + 4 / 10 = | 8:pack 4:ball *:ball x:ball +:ball 4:pack /:ball 10:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | - | (((4-4)*x)+8)=10 | 4 4 - x * 8 + 10 = | 4:pack 4:pack -:pack x:ball *:ball 8:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | 10 | (((4+4)/x)*10)=8 | 4 4 + x / 10 * 8 = | 4:pack 4:pack +:pack x:ball /:pack 10:ball *:ball 8:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | - | (((4-4)/x)*10)=8 | 4 4 - x / 10 * 8 = | 4:pack 4:pack -:pack x:ball /:pack 10:ball *:ball 8:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | 80 | (((4*10)/x)*8)=4 | 4 10 * x / 8 * 4 = | 4:pack 10:ball *:ball x:pack /:ball 8:pack *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 17 | 160 | 5 | (4*((4*x)/8))=10 | 4 4 x * 8 / * 10 = | 4:pack 4:pack x:ball *:ball 8:pack /:ball *:pack 10:pack =:pack
EXPR: 0 | POS | INT | 17 | 160 | 2 | ((4/x)+(10-8))=4 | 4 x / 10 8 - + 4 = | 4:pack x:ball /:pack 10:pack 8:pack -:pack +:pack 4:pack =:pack
EXPR: 0 | POS | INT | 17 | 160 | - | (x/(4-4))=(8*10) | x 4 4 - / 8 10 * = | x:ball 4:pack 4:pack -:pack /:ball 8:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | - | (x*(4-4))=(8*10) | x 4 4 - * 8 10 * = | x:ball 4:pack 4:pack -:pack *:ball 8:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | - | (((4-4)/x)*8)=10 | 4 4 - x / 8 * 10 = | 4:pack 4:pack -:pack x:ball /:pack 8:ball *:ball 10:ball =:ball
EXPR: 0 | POS | INT | 17 | 160 | 80 | (4+((x/10)-8))=4 | 4 x 10 / 8 - + 4 = | 4:pack x:pack 10:ball /:pack 8:pack -:pack +:pack 4:pack =:pack
EXPR: 0 | POS | INT | 18 | 160 |  | x=((4-4)*(10-8)) | x 4 4 - 10 8 - * = | x:ball 4:pack 4:pack -:pack 10:ball 8:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 18 | 160 | 20 | (4*((4*10)/8))=x | 4 4 10 * 8 / * x = | 4:pack 4:pack 10:ball *:ball 8:pack /:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 18 | 160 | 0 | (((4-4)/10)*8)=x | 4 4 - 10 / 8 * x = | 4:pack 4:pack -:pack 10:ball /:pack 8:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 19 | 160 | 20 | (4*((4*10)/8))=x | 4 4 10 * 8 / * x = | 4:pack 4:pack 10:ball *:ball 8:pack /:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 19 | 160 | 12 | (x*(4/(10-4)))=8 | x 4 10 4 - / * 8 = | x:ball 4:pack 10:ball 4:ball -:ball /:pack *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 20 | 160 | 8 | (((4-4)*10)+x)=8 | 4 4 - 10 * x + 8 = | 4:pack 4:pack -:pack 10:ball *:ball x:ball +:ball 8:ball =:ball
EXPR: 0 | POS | INT | 20 | 160 | - | (((4-4)*x)+10)=8 | 4 4 - x * 10 + 8 = | 4:pack 4:pack -:pack x:ball *:ball 10:ball +:ball 8:ball =:ball
EXPR: 0 | POS | INT | 20 | 160 | 28 | (x*(4/(4+10)))=8 | x 4 4 10 + / * 8 = | x:ball 4:pack 4:ball 10:ball +:ball /:pack *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 20 | 160 | - | (((4-4)/10)*x)=8 | 4 4 - 10 / x * 8 = | 4:pack 4:pack -:pack 10:ball /:pack x:ball *:ball 8:ball =:ball
EXPR: 0 | POS | INT | 20 | 160 | - | (((4-4)/x)*10)=8 | 4 4 - x / 10 * 8 = | 4:pack 4:pack -:pack x:ball /:pack 10:ball *:ball 8:ball =:ball
EXPR: 0 | POS | INT | 21 | 160 | 2 | (((8+4)-10)*x)=4 | 8 4 + 10 - x * 4 = | 8:pack 4:pack +:pack 10:pack -:pack x:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 21 | 160 | 30 | (((8+4)/x)*10)=4 | 8 4 + x / 10 * 4 = | 8:pack 4:pack +:pack x:ball /:pack 10:ball *:ball 4:ball =:ball
EXPR: 0 | POS | INT | 21 | 160 | 10 | (((8-4)/x)*10)=4 | 8 4 - x / 10 * 4 = | 8:pack 4:pack -:pack x:ball /:pack 10:ball *:ball 4:ball =:ball
EXPR: 0 | POS | INT | 21 | 160 | 80 | (4*((8*10)/4))=x | 4 8 10 * 4 / * x = | 4:pack 8:pack 10:ball *:ball 4:pack /:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 21 | 160 | 360 | 10=(x/(4+(8*4))) | 10 x 4 8 4 * + / = | 10:ball x:ball 4:pack 8:ball 4:pack *:pack +:pack /:ball =:ball
EXPR: 0 | POS | INT | 21 | 160 | 2 | ((8+(4-10))*x)=4 | 8 4 10 - + x * 4 = | 8:pack 4:pack 10:pack -:pack +:pack x:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 88 | x=((4+(8+10))*4) | x 4 8 10 + + 4 * = | x:ball 4:pack 8:pack 10:pack +:pack +:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 24 | x=((4-(8-10))*4) | x 4 8 10 - - 4 * = | x:ball 4:pack 8:pack 10:pack -:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 88 | x=(((4+8)+10)*4) | x 4 8 + 10 + 4 * = | x:ball 4:pack 8:pack +:pack 10:pack +:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 8 | x=((4+(8-10))*4) | x 4 8 10 - + 4 * = | x:ball 4:pack 8:pack 10:pack -:pack +:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 8 | x=(((4+8)-10)*4) | x 4 8 + 10 - 4 * = | x:ball 4:pack 8:pack +:pack 10:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 88 | (((4*8)-10)*4)=x | 4 8 * 10 - 4 * x = | 4:pack 8:ball *:ball 10:ball -:ball 4:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 168 | (((4*8)+10)*4)=x | 4 8 * 10 + 4 * x = | 4:pack 8:ball *:ball 10:ball +:ball 4:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 2 | x=((8-(4*4))+10) | x 8 4 4 * - 10 + = | x:ball 8:ball 4:pack 4:ball *:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 10 | 4=(8-(x*(4/10))) | 4 8 x 4 10 / * - = | 4:ball 8:ball x:ball 4:pack 10:ball /:pack *:ball -:ball =:ball
EXPR: 1 | POS | INT | 22 | 160 | 160 | 4=(8-(x/(4*10))) | 4 8 x 4 10 * / - = | 4:ball 8:ball x:ball 4:pack 10:ball *:pack /:ball -:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 42 | x=((8/4)+(4*10)) | x 8 4 / 4 10 * + = | x:pack 8:pack 4:ball /:pack 4:pack 10:ball *:pack +:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 3 | (((4/4)-8)+10)=x | 4 4 / 8 - 10 + x = | 4:ball 4:pack /:ball 8:ball -:ball 10:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 18 | (((4*4)-8)+10)=x | 4 4 * 8 - 10 + x = | 4:ball 4:pack *:ball 8:ball -:ball 10:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 144 | x=((4+4)*(8+10)) | x 4 4 + 8 10 + * = | x:pack 4:pack 4:pack +:pack 8:ball 10:ball +:ball *:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 14 | x=(8+((4*4)-10)) | x 8 4 4 * 10 - + = | x:ball 8:ball 4:pack 4:ball *:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 34 | x=(8+((4*4)+10)) | x 8 4 4 * 10 + + = | x:ball 8:ball 4:pack 4:ball *:ball 10:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 2 | x=(8-((4*4)-10)) | x 8 4 4 * 10 - - = | x:ball 8:ball 4:pack 4:ball *:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 88 | (8*((4/4)+10))=x | 8 4 4 / 10 + * x = | 8:pack 4:ball 4:pack /:ball 10:ball +:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 96 | x=((4*4)+(8*10)) | x 4 4 * 8 10 * + = | x:pack 4:ball 4:pack *:pack 8:pack 10:ball *:pack +:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 208 | (8*((4*4)+10))=x | 8 4 4 * 10 + * x = | 8:pack 4:ball 4:pack *:ball 10:ball +:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 316 | ((x+4)/(8*4))=10 | x 4 + 8 4 * / 10 = | x:ball 4:ball +:ball 8:ball 4:pack *:pack /:ball 10:ball =:ball
