0 1:0.4984773687525224 2:1 3:0 4:1 5:0 6:1 7:1 8:0 9:0 10:0 11:1 12:1 13:0 14:0 15:0 
0 1:0.4984773687525224 2:1 3:0 4:1 5:0 6:0 7:1 8:0 9:0 10:0 11:1 12:1 13:0 14:0 15:0 
0 1:0.4984773687525224 2:1 3:0 4:1 5:0 6:0 7:1 8:0 9:0 10:0 11:1 12:1 13:0 14:0 15:0 
0 1:0.2528603036258403 2:0 3:1 4:0 5:1 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.2528603036258403 2:0 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.2528603036258403 2:0 3:1 4:1 5:0 6:0 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.5512266233267905 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.5512266233267905 2:0 3:1 4:0 5:1 6:1 7:0 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.6435649712953382 2:1 3:1 4:1 5:0 6:0 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.6435649712953382 2:1 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.6435649712953382 2:0 3:1 4:1 5:0 6:0 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.053188976241582094 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.053188976241582094 2:0 3:1 4:0 5:1 6:0 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.053188976241582094 2:0 3:1 4:1 5:0 6:0 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.5022085430310902 2:0 3:1 4:1 5:0 6:0 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.5022085430310902 2:1 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06422161220341621 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.06422161220341621 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.5512266233267905 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.5512266233267905 2:0 3:1 4:0 5:1 6:1 7:0 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06304414448469269 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.06304414448469269 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.0266925499457757 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.0266925499457757 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.1834126220846008 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:1 3:1 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.014301168233335987 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.014301168233335987 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.09718817079930035 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:1 12:1 13:0 14:0 15:0 
1 1:0.09718817079930035 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:1 12:1 13:0 14:0 15:0 
0 1:0.06422161220358964 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.06422161220358964 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06422161220358964 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.007506982162640217 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
1 1:0.007506982162640217 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
0 1:0.08416637368499642 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.08416637368499642 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.09710240878221037 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878221037 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878221037 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878249761 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.09710240878249761 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.07878311504795764 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.07878311504795764 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06181964560720687 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:1 12:1 13:0 14:0 15:0 
0 1:0.06181964560720687 2:1 3:1 4:1 5:0 6:0 7:1 8:0 9:1 10:0 11:1 12:1 13:0 14:0 15:0 
0 1:0.06181964560720687 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:1 12:1 13:0 14:0 15:0 
0 1:0.03246275894417387 2:0 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.03246275894417387 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.017247999351615945 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.017247999351615945 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.06101252433440399 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.06101252433440399 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.08182577049687896 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.08182577049687896 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.28021206124304554 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.28021206124304554 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.0579694827284962 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.0579694827284962 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.029714098018728444 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.029714098018728444 2:1 3:1 4:1 5:0 6:0 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.029714098018728444 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.08007650518679457 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.08007650518679457 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.08007650518679457 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.5021828127468173 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.5021828127468173 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.5021828127468173 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.1900886008574799 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.1900886008574799 2:1 3:1 4:1 5:0 6:0 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.09710240878249761 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878249761 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878249761 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.025632664725853887 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.025632664725853887 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.014301168233335987 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.014301168233335987 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.07541586617755286 2:0 3:1 4:0 5:1 6:1 7:0 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.07541586617755286 2:0 3:1 4:0 5:1 6:1 7:0 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.07541586617755286 2:0 3:1 4:0 5:1 6:1 7:0 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.028216244511733247 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.028216244511733247 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.08659261394153348 2:0 3:1 4:1 5:0 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.08659261394153348 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.08659261394153348 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.5021828127472259 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.5021828127472259 2:1 3:1 4:1 5:0 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.5021828127472259 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.17586687974266543 2:1 3:1 4:1 5:0 6:0 7:1 8:0 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
0 1:0.17586687974266543 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
0 1:0.01724799935020864 2:1 3:0 4:1 5:0 6:0 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.01724799935020864 2:0 3:0 4:1 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.5021828127468173 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.5021828127468173 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.5021828127468173 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.1834126220846008 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:1 3:1 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.007774705795708503 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.007774705795708503 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.007506982162640217 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
1 1:0.007506982162640217 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
0 1:0.025632664725853887 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.025632664725853887 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.0266925499457757 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.0266925499457757 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.09710240878221037 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878221037 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878221037 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.06304414448469269 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.06304414448469269 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.08416637368499642 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.08416637368499642 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.08416637368499642 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.28021206124304554 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.28021206124304554 2:1 3:1 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.03167923490920083 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.03167923490920083 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.09014550186695068 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09014550186695068 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.06368850524002573 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.06368850524002573 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.017247999351615945 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.017247999351615945 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.03485021059044151 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.03485021059044151 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06956393401795852 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.06956393401795852 2:1 3:1 4:1 5:0 6:0 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.06956393401795852 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.11356098345758744 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.11356098345758744 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.0353082052676942 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
1 1:0.0353082052676942 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
0 1:0.15024969521531442 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.15024969521531442 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.05606603380650126 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.05606603380650126 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.09669456629669773 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.09669456629669773 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.09822627655811278 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.09822627655811278 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.46649348974678806 2:0 3:1 4:0 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.46649348974678806 2:0 3:1 4:1 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.09018559296779163 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.09018559296779163 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.04170554646982741 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.04170554646982741 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.06487167061300025 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.06487167061300025 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.0643972725952411 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.0643972725952411 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.0365364083993498 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.0365364083993498 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.0365364083993498 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.007506982162635403 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
1 1:0.007506982162635403 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
1 1:0.1834126220846008 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.06304414448465592 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.06304414448465592 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.06422161220355145 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06422161220355145 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06422161220355145 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.09710240878249761 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
1 1:0.09710240878249761 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.09710240878249761 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:1 14:0 15:0 
0 1:0.06422161220358964 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.06422161220358964 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.06422161220358964 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
1 1:0.00813981573239939 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.00813981573239939 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.008139815732389833 2:0 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.008139815732389833 2:1 3:1 4:1 5:0 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.008139815732384805 2:0 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
0 1:0.008139815732384805 2:0 3:1 4:0 5:1 6:1 7:1 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:0 
1 1:0.1834126220846008 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:1 3:1 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.1834126220846008 2:0 3:1 4:1 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 
0 1:0.007506982162640217 2:1 3:1 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
1 1:0.007506982162640217 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 
