parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 74 | 220 | (((109*2)+13)-11)=x | 109 2 * 13 + 11 - x = | 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 157 | x=(109+(2*(13+11))) | x 109 2 13 11 + * + = | x:dollar 109:dollar 2:shirt 13:dollar 11:dollar +:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 5232 | ((109*2)*(13+11))=x | 109 2 * 13 11 + * x = | 109:dollar 2:shirt *:shirt 13:dollar 11:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 216 | x=((109*2)-(13-11)) | x 109 2 * 13 11 - - = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar 11:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 146 | x=((109+(2*13))+11) | x 109 2 13 * + 11 + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar +:dollar 11:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 109 | (109*(2/(13-11)))=x | 109 2 13 11 - / * x = | 109:dollar 2:shirt 13:dollar 11:dollar -:dollar /:shirt *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 436 | ((109*2)*(13-11))=x | 109 2 * 13 11 - * x = | 109:dollar 2:shirt *:shirt 13:dollar 11:dollar -:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 242 | x=(((109*2)+13)+11) | x 109 2 * 13 + 11 + = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 194 | ((109*2)-(13+11))=x | 109 2 * 13 11 + - x = | 109:dollar 2:shirt *:dollar 13:dollar 11:dollar +:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 146 | ((109+(2*13))+11)=x | 109 2 13 * + 11 + x = | 109:dollar 2:shirt 13:dollar *:dollar +:dollar 11:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 216 | ((109*2)-(13-11))=x | 109 2 * 13 11 - - x = | 109:dollar 2:shirt *:dollar 13:dollar 11:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 242 | ((109*2)+(13+11))=x | 109 2 * 13 11 + + x = | 109:dollar 2:shirt *:dollar 13:dollar 11:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 72 | x=((109-(2*13))-11) | x 109 2 13 * - 11 - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar -:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 72 | ((109-(2*13))-11)=x | 109 2 13 * - 11 - x = | 109:dollar 2:shirt 13:dollar *:dollar -:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 124 | x=((109+(2*13))-11) | x 109 2 13 * + 11 - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar +:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 109 | x=(109*(2/(13-11))) | x 109 2 13 11 - / * = | x:dollar 109:dollar 2:shirt 13:dollar 11:dollar -:dollar /:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 72 | x=(109-((2*13)+11)) | x 109 2 13 * 11 + - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 124 | x=(109+((2*13)-11)) | x 109 2 13 * 11 - + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 146 | x=(109+((2*13)+11)) | x 109 2 13 * 11 + + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 94 | x=(109-((2*13)-11)) | x 109 2 13 * 11 - - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 74 | 94 | x=((109-(2*13))+11) | x 109 2 13 * - 11 + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar -:dollar 11:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 242 | (((109*2)+13)+11)=x | 109 2 * 13 + 11 + x = | 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 220 | (((109*2)+13)-11)=x | 109 2 * 13 + 11 - x = | 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 113 | (109+(2*(13-11)))=x | 109 2 13 11 - * + x = | 109:dollar 2:shirt 13:dollar 11:dollar -:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 216 | (((109*2)-13)+11)=x | 109 2 * 13 - 11 + x = | 109:dollar 2:shirt *:dollar 13:dollar -:dollar 11:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 61 | (109-(2*(13+11)))=x | 109 2 13 11 + * - x = | 109:dollar 2:shirt 13:dollar 11:dollar +:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 105 | (109-(2*(13-11)))=x | 109 2 13 11 - * - x = | 109:dollar 2:shirt 13:dollar 11:dollar -:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 124 | (109+((2*13)-11))=x | 109 2 13 * 11 - + x = | 109:dollar 2:shirt 13:dollar *:dollar 11:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 194 | (((109*2)-13)-11)=x | 109 2 * 13 - 11 - x = | 109:dollar 2:shirt *:dollar 13:dollar -:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 72 | (109-((2*13)+11))=x | 109 2 13 * 11 + - x = | 109:dollar 2:shirt 13:dollar *:dollar 11:dollar +:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 194 | x=(((109*2)-13)-11) | x 109 2 * 13 - 11 - = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar -:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 216 | x=(((109*2)-13)+11) | x 109 2 * 13 - 11 + = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar -:dollar 11:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 242 | x=((109*2)+(13+11)) | x 109 2 * 13 11 + + = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar 11:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 220 | x=((109*2)+(13-11)) | x 109 2 * 13 11 - + = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar 11:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 436 | x=((109*2)*(13-11)) | x 109 2 * 13 11 - * = | x:dollar 109:dollar 2:shirt *:shirt 13:dollar 11:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 146 | (109+((2*13)+11))=x | 109 2 13 * 11 + + x = | 109:dollar 2:shirt 13:dollar *:dollar 11:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 194 | x=((109*2)-(13+11)) | x 109 2 * 13 11 + - = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar 11:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 94 | (109-((2*13)-11))=x | 109 2 13 * 11 - - x = | 109:dollar 2:shirt 13:dollar *:dollar 11:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 105 | x=(109-(2*(13-11))) | x 109 2 13 11 - * - = | x:dollar 109:dollar 2:shirt 13:dollar 11:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 61 | x=(109-(2*(13+11))) | x 109 2 13 11 + * - = | x:dollar 109:dollar 2:shirt 13:dollar 11:dollar +:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 5232 | x=((109*2)*(13+11)) | x 109 2 * 13 11 + * = | x:dollar 109:dollar 2:shirt *:shirt 13:dollar 11:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 220 | ((109*2)+(13-11))=x | 109 2 * 13 11 - + x = | 109:dollar 2:shirt *:dollar 13:dollar 11:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 157 | (109+(2*(13+11)))=x | 109 2 13 11 + * + x = | 109:dollar 2:shirt 13:dollar 11:dollar +:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 5232 | ((109*2)*(13+11))=x | 109 2 * 13 11 + * x = | 109:dollar 2:shirt *:shirt 13:dollar 11:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 216 | x=((109*2)-(13-11)) | x 109 2 * 13 11 - - = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar 11:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 146 | x=((109+(2*13))+11) | x 109 2 13 * + 11 + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar +:dollar 11:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 436 | ((109*2)*(13-11))=x | 109 2 * 13 11 - * x = | 109:dollar 2:shirt *:shirt 13:dollar 11:dollar -:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 157 | x=(109+(2*(13+11))) | x 109 2 13 11 + * + = | x:dollar 109:dollar 2:shirt 13:dollar 11:dollar +:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 124 | ((109+(2*13))-11)=x | 109 2 13 * + 11 - x = | 109:dollar 2:shirt 13:dollar *:dollar +:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 194 | ((109*2)-(13+11))=x | 109 2 * 13 11 + - x = | 109:dollar 2:shirt *:dollar 13:dollar 11:dollar +:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 242 | x=(((109*2)+13)+11) | x 109 2 * 13 + 11 + = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 109 | (109*(2/(13-11)))=x | 109 2 13 11 - / * x = | 109:dollar 2:shirt 13:dollar 11:dollar -:dollar /:shirt *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 220 | x=(((109*2)+13)-11) | x 109 2 * 13 + 11 - = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 94 | ((109-(2*13))+11)=x | 109 2 13 * - 11 + x = | 109:dollar 2:shirt 13:dollar *:dollar -:dollar 11:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 242 | ((109*2)+(13+11))=x | 109 2 * 13 11 + + x = | 109:dollar 2:shirt *:dollar 13:dollar 11:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 72 | ((109-(2*13))-11)=x | 109 2 13 * - 11 - x = | 109:dollar 2:shirt 13:dollar *:dollar -:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 124 | x=((109+(2*13))-11) | x 109 2 13 * + 11 - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar +:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 216 | ((109*2)-(13-11))=x | 109 2 * 13 11 - - x = | 109:dollar 2:shirt *:dollar 13:dollar 11:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 113 | x=(109+(2*(13-11))) | x 109 2 13 11 - * + = | x:dollar 109:dollar 2:shirt 13:dollar 11:dollar -:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 72 | x=((109-(2*13))-11) | x 109 2 13 * - 11 - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar -:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 146 | x=(109+((2*13)+11)) | x 109 2 13 * 11 + + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 124 | x=(109+((2*13)-11)) | x 109 2 13 * 11 - + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 72 | x=(109-((2*13)+11)) | x 109 2 13 * 11 + - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 146 | ((109+(2*13))+11)=x | 109 2 13 * + 11 + x = | 109:dollar 2:shirt 13:dollar *:dollar +:dollar 11:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 94 | x=(109-((2*13)-11)) | x 109 2 13 * 11 - - = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar 11:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 94 | x=((109-(2*13))+11) | x 109 2 13 * - 11 + = | x:dollar 109:dollar 2:shirt 13:dollar *:dollar -:dollar 11:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 74 | 109 | x=(109*(2/(13-11))) | x 109 2 13 11 - / * = | x:dollar 109:dollar 2:shirt 13:dollar 11:dollar -:dollar /:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 637 | (109-((2/13)*x))=11 | 109 2 13 / x * - 11 = | 109:dollar 2:shirt 13:dollar /:shirt x:dollar *:dollar -:dollar 11:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 118 | (109+((2*11)-13))=x | 109 2 11 * 13 - + x = | 109:dollar 2:shirt 11:dollar *:dollar 13:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 220 | x=(((109*2)-11)+13) | x 109 2 * 11 - 13 + = | x:dollar 109:dollar 2:shirt *:dollar 11:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 124 | ((109+(2*13))-x)=11 | 109 2 13 * + x - 11 = | 109:dollar 2:shirt 13:dollar *:dollar +:dollar x:dollar -:dollar 11:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 118 | x=(109-(13-(2*11))) | x 109 13 2 11 * - - = | x:dollar 109:dollar 13:dollar 2:shirt 11:dollar *:dollar -:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 74 | 74 | x=(109-(13+(2*11))) | x 109 13 2 11 * + - = | x:dollar 109:dollar 13:dollar 2:shirt 11:dollar *:dollar +:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 74 | 74 | (109-((2*11)+13))=x | 109 2 11 * 13 + - x = | 109:dollar 2:shirt 11:dollar *:dollar 13:dollar +:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 118 | ((109+(2*11))-13)=x | 109 2 11 * + 13 - x = | 109:dollar 2:shirt 11:dollar *:dollar +:dollar 13:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 194 | x=(((109*2)-11)-13) | x 109 2 * 11 - 13 - = | x:dollar 109:dollar 2:shirt *:dollar 11:dollar -:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 144 | ((109+(2*11))+13)=x | 109 2 11 * + 13 + x = | 109:dollar 2:shirt 11:dollar *:dollar +:dollar 13:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 242 | x=(((109*2)+11)+13) | x 109 2 * 11 + 13 + = | x:dollar 109:dollar 2:shirt *:dollar 11:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 74 | 74 | x=(109-((2*11)+13)) | x 109 2 11 * 13 + - = | x:dollar 109:dollar 2:shirt 11:dollar *:dollar 13:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 118 | x=(109+((2*11)-13)) | x 109 2 11 * 13 - + = | x:dollar 109:dollar 2:shirt 11:dollar *:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 144 | x=(109+((2*11)+13)) | x 109 2 11 * 13 + + = | x:dollar 109:dollar 2:shirt 11:dollar *:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 74 | 100 | ((109-(2*11))+13)=x | 109 2 11 * - 13 + x = | 109:dollar 2:shirt 11:dollar *:dollar -:dollar 13:dollar +:dollar x:dollar =:dollar
EXPR: 1 | POS | INT | 3 | 74 | 74 | x=(109-(13+(2*11))) | x 109 13 2 11 * + - = | x:dollar 109:dollar 13:dollar 2:shirt 11:dollar *:dollar +:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 3 | 74 | 74 | (109-((2*11)+13))=x | 109 2 11 * 13 + - x = | 109:dollar 2:shirt 11:dollar *:dollar 13:dollar +:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 74 | 194 | x=(((109*2)-11)-13) | x 109 2 * 11 - 13 - = | x:dollar 109:dollar 2:shirt *:dollar 11:dollar -:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 74 | 242 | x=(((109*2)+11)+13) | x 109 2 * 11 + 13 + = | x:dollar 109:dollar 2:shirt *:dollar 11:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 3 | 74 | 74 | x=(109-((2*11)+13)) | x 109 2 11 * 13 + - = | x:dollar 109:dollar 2:shirt 11:dollar *:dollar 13:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 74 | 144 | x=(109+((2*11)+13)) | x 109 2 11 * 13 + + = | x:dollar 109:dollar 2:shirt 11:dollar *:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 3 | 74 | 220 | x=(((109*2)-11)+13) | x 109 2 * 11 - 13 + = | x:dollar 109:dollar 2:shirt *:dollar 11:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 74 | 216 | (((109*2)+11)-x)=13 | 109 2 * 11 + x - 13 = | 109:dollar 2:shirt *:dollar 11:dollar +:dollar x:dollar -:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 4 | 74 | 37 | (109-(2*(x+11)))=13 | 109 2 x 11 + * - 13 = | 109:dollar 2:shirt x:dollar 11:dollar +:dollar *:dollar -:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 74 | 110 | x=(109-((11-13)/2)) | x 109 11 13 - 2 / - = | x:dollar 109:dollar 11:dollar 13:dollar -:dollar 2:shirt /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 74 | 113 | x=(109-((11-13)*2)) | x 109 11 13 - 2 * - = | x:dollar 109:dollar 11:dollar 13:dollar -:dollar 2:shirt *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 74 | 105 | x=(109+((11-13)*2)) | x 109 11 13 - 2 * + = | x:dollar 109:dollar 11:dollar 13:dollar -:dollar 2:shirt *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 8 | 74 | 113 | x=(109-((11-13)*2)) | x 109 11 13 - 2 * - = | x:dollar 109:dollar 11:dollar 13:dollar -:dollar 2:shirt *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 8 | 74 | 105 | x=(109+((11-13)*2)) | x 109 11 13 - 2 * + = | x:dollar 109:dollar 11:dollar 13:dollar -:dollar 2:shirt *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 9 | 74 | 222 | x=(2*(13-(11-109))) | x 2 13 11 109 - - * = | x:dollar 2:shirt 13:dollar 11:dollar 109:dollar -:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 74 | 2541 | (((109*2)+13)*11)=x | 109 2 * 13 + 11 * x = | 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:shirt *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 74 | 113 | ((109+(2+13))-11)=x | 109 2 13 + + 11 - x = | 109:dollar 2:dollar 13:dollar +:dollar +:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 74 | 87 | (((109+2)-13)-11)=x | 109 2 + 13 - 11 - x = | 109:dollar 2:dollar +:dollar 13:dollar -:dollar 11:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 74 | 109 | x=((109+2)-(13-11)) | x 109 2 + 13 11 - - = | x:dollar 109:dollar 2:dollar +:dollar 13:dollar 11:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 74 | 135 | x=((109+2)+(13+11)) | x 109 2 + 13 11 + + = | x:dollar 109:dollar 2:dollar +:dollar 13:dollar 11:dollar +:dollar +:dollar =:dollar
