parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 28 | 80 | ((61+26)-7)=x | 61 26 + 7 - x = | 61:plate 26:plate +:plate 7:plate -:plate x:plate =:plate
EXPR: 1 | POS | INT | 2 | 28 | 28 | 61=((26+x)+7) | 61 26 x + 7 + = | 61:plate 26:plate x:plate +:plate 7:plate +:plate =:plate
EXPR: 1 | POS | INT | 2 | 28 | 28 | 61=((x+26)+7) | 61 x 26 + 7 + = | 61:plate x:plate 26:plate +:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 94 | 61=((x-26)-7) | 61 x 26 - 7 - = | 61:plate x:plate 26:plate -:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 42 | 61=((26+x)-7) | 61 26 x + 7 - = | 61:plate 26:plate x:plate +:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 94 | x=(26+(61+7)) | x 26 61 7 + + = | x:plate 26:plate 61:plate 7:plate +:plate +:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 80 | x=(26+(61-7)) | x 26 61 7 - + = | x:plate 26:plate 61:plate 7:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 5 | 61=(26+(x*7)) | 61 26 x 7 * + = | 61:plate 26:plate x:NONE 7:plate *:plate +:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 80 | 61=((x-26)+7) | 61 x 26 - 7 + = | 61:plate x:plate 26:plate -:plate 7:plate +:plate =:plate
EXPR: 1 | POS | INT | 2 | 28 | 28 | (61-(x+26))=7 | 61 x 26 + - 7 = | 61:plate x:plate 26:plate +:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 42 | 61=((x+26)-7) | 61 x 26 + 7 - = | 61:plate x:plate 26:plate +:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 42 | ((x-61)+26)=7 | x 61 - 26 + 7 = | x:plate 61:plate -:plate 26:plate +:plate 7:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 94 | ((x-61)-26)=7 | x 61 - 26 - 7 = | x:plate 61:plate -:plate 26:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 5 | 61=(26+(7*x)) | 61 26 7 x * + = | 61:plate 26:plate 7:plate x:NONE *:plate +:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 42 | 61=(26-(7-x)) | 61 26 7 x - - = | 61:plate 26:plate 7:plate x:plate -:plate -:plate =:plate
EXPR: 1 | POS | INT | 2 | 28 | 28 | 61=(26+(7+x)) | 61 26 7 x + + = | 61:plate 26:plate 7:plate x:plate +:plate +:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 5 | ((61-26)/x)=7 | 61 26 - x / 7 = | 61:plate 26:plate -:plate x:NONE /:plate 7:plate =:plate
EXPR: 0 | POS | INT | 2 | 28 | 80 | ((61+26)-x)=7 | 61 26 + x - 7 = | 61:plate 26:plate +:plate x:plate -:plate 7:plate =:plate
EXPR: 1 | POS | INT | 2 | 28 | 28 | ((61-26)-x)=7 | 61 26 - x - 7 = | 61:plate 26:plate -:plate x:plate -:plate 7:plate =:plate
EXPR: 1 | POS | INT | 3 | 28 | 28 | ((61-7)-26)=x | 61 7 - 26 - x = | 61:plate 7:plate -:plate 26:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 80 | ((61-7)+26)=x | 61 7 - 26 + x = | 61:plate 7:plate -:plate 26:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 42 | ((61+7)-26)=x | 61 7 + 26 - x = | 61:plate 7:plate +:plate 26:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 80 | (61-(7-26))=x | 61 7 26 - - x = | 61:plate 7:plate 26:plate -:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 42 | (61+(7-26))=x | 61 7 26 - + x = | 61:plate 7:plate 26:plate -:plate +:plate x:plate =:plate
EXPR: 1 | POS | INT | 3 | 28 | 28 | x=((61-7)-26) | x 61 7 - 26 - = | x:plate 61:plate 7:plate -:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 94 | x=((61+7)+26) | x 61 7 + 26 + = | x:plate 61:plate 7:plate +:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 94 | (26+(61+7))=x | 26 61 7 + + x = | 26:plate 61:plate 7:plate +:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 94 | ((61+7)+26)=x | 61 7 + 26 + x = | 61:plate 7:plate +:plate 26:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 80 | (26+(61-7))=x | 26 61 7 - + x = | 26:plate 61:plate 7:plate -:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 42 | x=((61+7)-26) | x 61 7 + 26 - = | x:plate 61:plate 7:plate +:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 42 | x=(61+(7-26)) | x 61 7 26 - + = | x:plate 61:plate 7:plate 26:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 80 | x=((61-7)+26) | x 61 7 - 26 + = | x:plate 61:plate 7:plate -:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 80 | x=(61-(7-26)) | x 61 7 26 - - = | x:plate 61:plate 7:plate 26:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 94 | x=(26+(61+7)) | x 26 61 7 + + = | x:plate 26:plate 61:plate 7:plate +:plate +:plate =:plate
EXPR: 0 | POS | INT | 3 | 28 | 80 | x=(26+(61-7)) | x 26 61 7 - + = | x:plate 26:plate 61:plate 7:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | 26=((61+7)-x) | 26 61 7 + x - = | 26:plate 61:plate 7:plate +:plate x:plate -:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | (61-(x+7))=26 | 61 x 7 + - 26 = | 61:plate x:plate 7:plate +:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 26=((x-61)+7) | 26 x 61 - 7 + = | 26:plate x:plate 61:plate -:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 61=(x+(7-26)) | 61 x 7 26 - + = | 61:plate x:plate 7:plate 26:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 5 | (61-(7*x))=26 | 61 7 x * - 26 = | 61:plate 7:plate x:NONE *:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | (61-(x-7))=26 | 61 x 7 - - 26 = | 61:plate x:plate 7:plate -:plate -:plate 26:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 26=((61-7)-x) | 26 61 7 - x - = | 26:plate 61:plate 7:plate -:plate x:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 94 | (x-(61+7))=26 | x 61 7 + - 26 = | x:plate 61:plate 7:plate +:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | 61=(x-(7-26)) | 61 x 7 26 - - = | 61:plate x:plate 7:plate 26:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 94 | 26=((x-61)-7) | 26 x 61 - 7 - = | 26:plate x:plate 61:plate -:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | (x-(61-7))=26 | x 61 7 - - 26 = | x:plate 61:plate 7:plate -:plate -:plate 26:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 26=(61-(7+x)) | 26 61 7 x + - = | 26:plate 61:plate 7:plate x:plate +:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | 26=((61-x)+7) | 26 61 x - 7 + = | 26:plate 61:plate x:plate -:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 61=(7+(x-26)) | 61 7 x 26 - + = | 61:plate 7:plate x:plate 26:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | 26=(61+(7-x)) | 26 61 7 x - + = | 26:plate 61:plate 7:plate x:plate -:plate +:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 61=(7+(x+26)) | 61 7 x 26 + + = | 61:plate 7:plate x:plate 26:plate +:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 5 | 26=(61-(x*7)) | 26 61 x 7 * - = | 26:plate 61:plate x:NONE 7:plate *:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 26=(x-(61-7)) | 26 x 61 7 - - = | 26:plate x:plate 61:plate 7:plate -:plate -:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 26=((61-x)-7) | 26 61 x - 7 - = | 26:plate 61:plate x:plate -:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 94 | 26=(x-(61+7)) | 26 x 61 7 + - = | 26:plate x:plate 61:plate 7:plate +:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 5 | 61=((x*7)+26) | 61 x 7 * 26 + = | 61:plate x:NONE 7:plate *:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | (26-(x-61))=7 | 26 x 61 - - 7 = | 26:plate x:plate 61:plate -:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 5 | 26=(61-(7*x)) | 26 61 7 x * - = | 26:plate 61:plate 7:plate x:NONE *:plate -:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | (61-(7+x))=26 | 61 7 x + - 26 = | 61:plate 7:plate x:plate +:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 5 | 61=((7*x)+26) | 61 7 x * 26 + = | 61:plate 7:plate x:NONE *:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | ((61-x)+7)=26 | 61 x - 7 + 26 = | 61:plate x:plate -:plate 7:plate +:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | (61+(7-x))=26 | 61 7 x - + 26 = | 61:plate 7:plate x:plate -:plate +:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | ((26-x)+61)=7 | 26 x - 61 + 7 = | 26:plate x:plate -:plate 61:plate +:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 61=((7-26)+x) | 61 7 26 - x + = | 61:plate 7:plate 26:plate -:plate x:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 5 | (61-(x*7))=26 | 61 x 7 * - 26 = | 61:plate x:NONE 7:plate *:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | (x+(26-61))=7 | x 26 61 - + 7 = | x:plate 26:plate 61:plate -:plate +:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | ((26+x)-61)=7 | 26 x + 61 - 7 = | 26:plate x:plate +:plate 61:plate -:plate 7:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | ((61-x)-7)=26 | 61 x - 7 - 26 = | 61:plate x:plate -:plate 7:plate -:plate 26:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 26=(61-(x+7)) | 26 61 x 7 + - = | 26:plate 61:plate x:plate 7:plate +:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | 26=(61-(x-7)) | 26 61 x 7 - - = | 26:plate 61:plate x:plate 7:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | (26+(61-x))=7 | 26 61 x - + 7 = | 26:plate 61:plate x:plate -:plate +:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | ((26-61)+x)=7 | 26 61 - x + 7 = | 26:plate 61:plate -:plate x:plate +:plate 7:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 61=((7+x)+26) | 61 7 x + 26 + = | 61:plate 7:plate x:plate +:plate 26:plate +:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 61=((x+7)+26) | 61 x 7 + 26 + = | 61:plate x:plate 7:plate +:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 94 | 61=((x-7)-26) | 61 x 7 - 26 - = | 61:plate x:plate 7:plate -:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 61=((x+7)-26) | 61 x 7 + 26 - = | 61:plate x:plate 7:plate +:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 61=((7+x)-26) | 61 7 x + 26 - = | 61:plate 7:plate x:plate +:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | 61=((x-7)+26) | 61 x 7 - 26 + = | 61:plate x:plate 7:plate -:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | (26+(x-61))=7 | 26 x 61 - + 7 = | 26:plate x:plate 61:plate -:plate +:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 94 | ((x-26)-61)=7 | x 26 - 61 - 7 = | x:plate 26:plate -:plate 61:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | (26-(61-x))=7 | 26 61 x - - 7 = | 26:plate 61:plate x:plate -:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 94 | ((x-61)-7)=26 | x 61 - 7 - 26 = | x:plate 61:plate -:plate 7:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | ((x+26)-61)=7 | x 26 + 61 - 7 = | x:plate 26:plate +:plate 61:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | 61=(7-(26-x)) | 61 7 26 x - - = | 61:plate 7:plate 26:plate x:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 42 | ((61+7)-x)=26 | 61 7 + x - 26 = | 61:plate 7:plate +:plate x:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 4 | 28 | 80 | ((x-61)+7)=26 | x 61 - 7 + 26 = | x:plate 61:plate -:plate 7:plate +:plate 26:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | 61=(7+(26+x)) | 61 7 26 x + + = | 61:plate 7:plate 26:plate x:plate +:plate +:plate =:plate
EXPR: 1 | POS | INT | 4 | 28 | 28 | ((61-7)-x)=26 | 61 7 - x - 26 = | 61:plate 7:plate -:plate x:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 80 | (26-(7-61))=x | 26 7 61 - - x = | 26:plate 7:plate 61:plate -:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 94 | x=((26+7)+61) | x 26 7 + 61 + = | x:plate 26:plate 7:plate +:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 80 | x=((26-7)+61) | x 26 7 - 61 + = | x:plate 26:plate 7:plate -:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 80 | ((26-7)+61)=x | 26 7 - 61 + x = | 26:plate 7:plate -:plate 61:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 94 | (7+(61+26))=x | 7 61 26 + + x = | 7:plate 61:plate 26:plate +:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 42 | (7+(61-26))=x | 7 61 26 - + x = | 7:plate 61:plate 26:plate -:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 80 | x=(26-(7-61)) | x 26 7 61 - - = | x:plate 26:plate 7:plate 61:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 94 | x=(7+(61+26)) | x 7 61 26 + + = | x:plate 7:plate 61:plate 26:plate +:plate +:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 42 | x=(7+(61-26)) | x 7 61 26 - + = | x:plate 7:plate 61:plate 26:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 5 | 28 | 94 | ((26+7)+61)=x | 26 7 + 61 + x = | 26:plate 7:plate +:plate 61:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 80 | (26-(7-61))=x | 26 7 61 - - x = | 26:plate 7:plate 61:plate -:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 94 | x=((26+7)+61) | x 26 7 + 61 + = | x:plate 26:plate 7:plate +:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 80 | x=((26-7)+61) | x 26 7 - 61 + = | x:plate 26:plate 7:plate -:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 80 | ((26-7)+61)=x | 26 7 - 61 + x = | 26:plate 7:plate -:plate 61:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 94 | (7+(61+26))=x | 7 61 26 + + x = | 7:plate 61:plate 26:plate +:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 42 | (7+(61-26))=x | 7 61 26 - + x = | 7:plate 61:plate 26:plate -:plate +:plate x:plate =:plate
