parameters: n=9 l=4 k=1 p=5 q=3 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:tricycle *:bicycle 3:wheel /:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 1680 | x=((24*14)*(3+2)) | x 24 14 * 3 2 + * = | x:wheel 24:bicycle 14:tricycle *:bicycle 3:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 336 | x=((24*14)*(3-2)) | x 24 14 * 3 2 - * = | x:wheel 24:bicycle 14:tricycle *:bicycle 3:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:tricycle *:tricycle 3:wheel /:tricycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 960 | x=(24*((14*3)-2)) | x 24 14 3 * 2 - * = | x:wheel 24:bicycle 14:tricycle 3:wheel *:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 1056 | x=(24*((14*3)+2)) | x 24 14 3 * 2 + * = | x:wheel 24:bicycle 14:tricycle 3:wheel *:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 10 | x=(24-(14*(3-2))) | x 24 14 3 2 - * - = | x:wheel 24:wheel 14:tricycle 3:wheel 2:wheel -:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 132 | x=((24+(14*3))*2) | x 24 14 3 * + 2 * = | x:wheel 24:bicycle 14:bicycle 3:wheel *:bicycle +:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel /:tricycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 32 | x=(((24-14)*3)+2) | x 24 14 - 3 * 2 + = | x:wheel 24:tricycle 14:tricycle -:tricycle 3:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:wheel *:bicycle 3:wheel /:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 331 | x=((24*14)-(3+2)) | x 24 14 * 3 2 + - = | x:wheel 24:bicycle 14:wheel *:wheel 3:wheel 2:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 331 | x=((24*14)-(3+2)) | x 24 14 * 3 2 + - = | x:wheel 24:wheel 14:tricycle *:wheel 3:wheel 2:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 68 | x=(24+((14*3)+2)) | x 24 14 3 * 2 + + = | x:wheel 24:wheel 14:tricycle 3:wheel *:wheel 2:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 10 | x=(24-(14*(3-2))) | x 24 14 3 2 - * - = | x:wheel 24:wheel 14:tricycle 3:wheel 2:wheel -:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 32 | x=(((24-14)*3)+2) | x 24 14 - 3 * 2 + = | x:wheel 24:tricycle 14:tricycle -:tricycle 3:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 331 | x=((24*14)-(3+2)) | x 24 14 * 3 2 + - = | x:wheel 24:wheel 14:tricycle *:wheel 3:wheel 2:wheel +:wheel -:wheel =:wheel
EXPR: 1 | POS | INT | 15 | 90 | 90 | x=((24*2)+(14*3)) | x 24 2 * 14 3 * + = | x:wheel 24:bicycle 2:wheel *:wheel 14:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 1 | POS | INT | 16 | 90 | 90 | x=((24*2)+(14*3)) | x 24 2 * 14 3 * + = | x:wheel 24:bicycle 2:wheel *:wheel 14:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 33 | x=((24+(14-3))-2) | x 24 14 3 - + 2 - = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 37 | x=((24+(14-3))+2) | x 24 14 3 - + 2 + = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 10 | x=(24-(14*(3-2))) | x 24 14 3 2 - * - = | x:wheel 24:wheel 14:bicycle 3:wheel 2:wheel -:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 110 | x=(((24/3)*14)-2) | x 24 3 / 14 * 2 - = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 23 | x=(((24-14)*2)+3) | x 24 14 - 2 * 3 + = | x:wheel 24:tricycle 14:tricycle -:tricycle 2:wheel *:wheel 3:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 45 | x=(24+((14/2)*3)) | x 24 14 2 / 3 * + = | x:wheel 24:wheel 14:tricycle 2:wheel /:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 43 | x=((24+14)+(3+2)) | x 24 14 + 3 2 + + = | x:wheel 24:wheel 14:wheel +:wheel 3:wheel 2:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 1680 | x=((24*14)*(3+2)) | x 24 14 * 3 2 + * = | x:wheel 24:tricycle 14:bicycle *:tricycle 3:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 56 | x=((24*3)-(14+2)) | x 24 3 * 14 2 + - = | x:wheel 24:bicycle 3:wheel *:wheel 14:wheel 2:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:bicycle 14:tricycle 2:wheel *:wheel 3:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 44 | x=((24*3)-(14*2)) | x 24 3 * 14 2 * - = | x:wheel 24:tricycle 3:wheel *:wheel 14:tricycle 2:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel 3:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:bicycle 14:tricycle 2:wheel *:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 504 | x=(24*((14*3)/2)) | x 24 14 3 * 2 / * = | x:wheel 24:tricycle 14:tricycle 3:wheel *:wheel 2:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 330 | x=((24*14)-(3*2)) | x 24 14 * 3 2 * - = | x:wheel 24:bicycle 14:wheel *:wheel 3:wheel 2:tricycle *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 330 | x=((24*14)-(3*2)) | x 24 14 * 3 2 * - = | x:wheel 24:bicycle 14:wheel *:wheel 3:wheel 2:bicycle *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 504 | x=(24*((14*3)/2)) | x 24 14 3 * 2 / * = | x:wheel 24:wheel 14:tricycle 3:wheel *:tricycle 2:bicycle /:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 55 | x=(24+((14*2)+3)) | x 24 14 2 * 3 + + = | x:wheel 24:wheel 14:tricycle 2:wheel *:wheel 3:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 49 | x=(24+((14*2)-3)) | x 24 14 2 * 3 - + = | x:wheel 24:wheel 14:tricycle 2:wheel *:wheel 3:wheel -:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 6 | x=((24/(14-2))*3) | x 24 14 2 - / 3 * = | x:wheel 24:bicycle 14:wheel 2:wheel -:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 33 | x=((24+(14-3))-2) | x 24 14 3 - + 2 - = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 37 | x=((24+(14-3))+2) | x 24 14 3 - + 2 + = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 110 | x=(((24/3)*14)-2) | x 24 3 / 14 * 2 - = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 45 | x=(24+((14/2)*3)) | x 24 14 2 / 3 * + = | x:wheel 24:wheel 14:tricycle 2:wheel /:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 43 | x=((24+14)+(3+2)) | x 24 14 + 3 2 + + = | x:wheel 24:wheel 14:wheel +:wheel 3:wheel 2:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 1680 | x=((24*14)*(3+2)) | x 24 14 * 3 2 + * = | x:wheel 24:tricycle 14:bicycle *:tricycle 3:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 56 | x=((24*3)-(14+2)) | x 24 3 * 14 2 + - = | x:wheel 24:bicycle 3:wheel *:wheel 14:wheel 2:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:bicycle 14:tricycle 2:wheel *:wheel 3:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:bicycle 14:tricycle 2:wheel *:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 504 | x=(24*((14*3)/2)) | x 24 14 3 * 2 / * = | x:wheel 24:tricycle 14:tricycle 3:wheel *:wheel 2:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 330 | x=((24*14)-(3*2)) | x 24 14 * 3 2 * - = | x:wheel 24:bicycle 14:wheel *:wheel 3:wheel 2:tricycle *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 330 | x=((24*14)-(3*2)) | x 24 14 * 3 2 * - = | x:wheel 24:bicycle 14:wheel *:wheel 3:wheel 2:bicycle *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 504 | x=(24*((14*3)/2)) | x 24 14 3 * 2 / * = | x:wheel 24:wheel 14:tricycle 3:wheel *:tricycle 2:bicycle /:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 55 | x=(24+((14*2)+3)) | x 24 14 2 * 3 + + = | x:wheel 24:wheel 14:tricycle 2:wheel *:wheel 3:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 2 | 24=(((14+x)*3)/2) | 24 14 x + 3 * 2 / = | 24:bicycle 14:wheel x:wheel +:wheel 3:bicycle *:bicycle 2:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 22 | 90 | 55 | 24=(x-((14*2)+3)) | 24 x 14 2 * 3 + - = | 24:wheel x:wheel 14:tricycle 2:wheel *:wheel 3:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 49 | 24=(x-((14*2)-3)) | 24 x 14 2 * 3 - - = | 24:wheel x:wheel 14:tricycle 2:wheel *:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 64 | (24+((14*3)-x))=2 | 24 14 3 * x - + 2 = | 24:wheel 14:bicycle 3:wheel *:wheel x:wheel -:wheel +:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 224 | (x/((24/3)*14))=2 | x 24 3 / 14 * / 2 = | x:wheel 24:bicycle 3:tricycle /:bicycle 14:tricycle *:bicycle /:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 132 | ((24*(14-3))/x)=2 | 24 14 3 - * x / 2 = | 24:bicycle 14:wheel 3:wheel -:wheel *:wheel x:tricycle /:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 132 | ((24*(14-3))/x)=2 | 24 14 3 - * x / 2 = | 24:bicycle 14:wheel 3:wheel -:wheel *:wheel x:bicycle /:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 31 | x=((24*2)-(14+3)) | x 24 2 * 14 3 + - = | x:wheel 24:bicycle 2:wheel *:wheel 14:wheel 3:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 25 | 90 | 6 | x=((24*2)-(14*3)) | x 24 2 * 14 3 * - = | x:wheel 24:tricycle 2:wheel *:wheel 14:tricycle 3:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 26 | 90 | 31 | x=((24*2)-(14+3)) | x 24 2 * 14 3 + - = | x:wheel 24:bicycle 2:wheel *:wheel 14:wheel 3:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 1152 | 3=(x/(24*(14+2))) | 3 x 24 14 2 + * / = | 3:wheel x:wheel 24:bicycle 14:tricycle 2:tricycle +:tricycle *:tricycle /:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 337 | (3+((24*14)-x))=2 | 3 24 14 * x - + 2 = | 3:wheel 24:bicycle 14:wheel *:wheel x:wheel -:wheel +:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 224 | 3=((24*14)*(2/x)) | 3 24 14 * 2 x / * = | 3:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel x:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 224 | 3=((24*14)*(2/x)) | 3 24 14 * 2 x / * = | 3:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel x:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 224 | 3=(24*((14*2)/x)) | 3 24 14 2 * x / * = | 3:wheel 24:bicycle 14:tricycle 2:wheel *:wheel x:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 33 | x=(((24-3)+14)-2) | x 24 3 - 14 + 2 - = | x:wheel 24:wheel 3:wheel -:wheel 14:wheel +:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:wheel 14:bicycle *:bicycle 2:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 147 | x=((24-3)*(14/2)) | x 24 3 - 14 2 / * = | x:tricycle 24:wheel 3:wheel -:wheel 14:tricycle 2:wheel /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 30 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:bicycle 3:tricycle *:tricycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 37 | x=(((24-3)+14)+2) | x 24 3 - 14 + 2 + = | x:wheel 24:wheel 3:wheel -:wheel 14:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 11 | x=(24-((14+2)-3)) | x 24 14 2 + 3 - - = | x:wheel 24:wheel 14:wheel 2:wheel +:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 15 | x=(24-((14-2)-3)) | x 24 14 2 - 3 - - = | x:wheel 24:wheel 14:wheel 2:wheel -:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 128 | x=((24/3)*(14+2)) | x 24 3 / 14 2 + * = | x:wheel 24:bicycle 3:tricycle /:bicycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 96 | x=((24/3)*(14-2)) | x 24 3 / 14 2 - * = | x:wheel 24:bicycle 3:tricycle /:bicycle 14:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 864 | x=((24*3)*(14-2)) | x 24 3 * 14 2 - * = | x:wheel 24:bicycle 3:tricycle *:bicycle 14:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 110 | x=(((24/3)*14)-2) | x 24 3 / 14 * 2 - = | x:wheel 24:tricycle 3:wheel /:tricycle 14:wheel *:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:bicycle 3:tricycle *:bicycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 45 | x=(24+((14/2)*3)) | x 24 14 2 / 3 * + = | x:wheel 24:wheel 14:bicycle 2:wheel /:bicycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:bicycle 3:tricycle /:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:tricycle 3:wheel /:tricycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 4 | x=((24-14)-(3*2)) | x 24 14 - 3 2 * - = | x:wheel 24:wheel 14:wheel -:wheel 3:tricycle 2:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 43 | x=((24+3)+(14+2)) | x 24 3 + 14 2 + + = | x:wheel 24:wheel 3:wheel +:wheel 14:wheel 2:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 11 | x=((24+(3-14))-2) | x 24 3 14 - + 2 - = | x:wheel 24:wheel 3:wheel 14:wheel -:wheel +:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:tricycle 14:bicycle *:bicycle 2:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 65 | x=((24*3)-(14/2)) | x 24 3 * 14 2 / - = | x:wheel 24:bicycle 3:wheel *:wheel 14:wheel 2:tricycle /:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:bicycle 14:bicycle 2:wheel *:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 504 | x=(24*((14*3)/2)) | x 24 14 3 * 2 / * = | x:wheel 24:tricycle 14:bicycle 3:wheel *:wheel 2:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 504 | x=(24*((14*3)/2)) | x 24 14 3 * 2 / * = | x:wheel 24:tricycle 14:bicycle 3:wheel *:wheel 2:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 6 | x=((24*3)/(14-2)) | x 24 3 * 14 2 - / = | x:bicycle 24:bicycle 3:wheel *:bicycle 14:wheel 2:wheel -:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 30 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:tricycle 14:tricycle 2:wheel *:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 72 | x=(24+(3*(14+2))) | x 24 3 14 2 + * + = | x:wheel 24:wheel 3:wheel 14:tricycle 2:tricycle +:tricycle *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 51 | x=((24-(14/2))*3) | x 24 14 2 / - 3 * = | x:wheel 24:tricycle 14:tricycle 2:bicycle /:tricycle -:tricycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 678 | x=(2*((24*14)+3)) | x 2 24 14 * 3 + * = | x:wheel 2:wheel 24:bicycle 14:tricycle *:tricycle 3:tricycle +:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 262 | x=((24*(14-3))-2) | x 24 14 3 - * 2 - = | x:tricycle 24:bicycle 14:tricycle 3:tricycle -:tricycle *:tricycle 2:tricycle -:tricycle =:tricycle
EXPR: 0 | POS | INT | 30 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:wheel 14:tricycle 2:wheel *:tricycle 3:bicycle /:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 504 | x=((24*14)*(3/2)) | x 24 14 * 3 2 / * = | x:wheel 24:tricycle 14:bicycle *:tricycle 3:wheel 2:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 504 | x=((24*14)*(3/2)) | x 24 14 * 3 2 / * = | x:wheel 24:tricycle 14:bicycle *:tricycle 3:wheel 2:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 3 | x=(((24-3)/14)*2) | x 24 3 - 14 / 2 * = | x:wheel 24:bicycle 3:bicycle -:bicycle 14:wheel /:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:wheel 14:bicycle *:bicycle 2:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 37 | x=(((24-3)+14)+2) | x 24 3 - 14 + 2 + = | x:wheel 24:wheel 3:wheel -:wheel 14:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 15 | x=(24-((14-2)-3)) | x 24 14 2 - 3 - - = | x:wheel 24:wheel 14:wheel 2:wheel -:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:bicycle 3:tricycle *:bicycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
