parameters: n=9 l=4 k=1 p=5 q=1 m=10
TOTAL 1000 solutions found
EXPR: 1 | POS | INT | 0 | 67 | 67 | x=(30+(49+(46-58))) | x 30 49 46 58 - + + = | x:dollar 30:dollar 49:dollar 46:dollar 58:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 183 | x=((30+(49+46))+58) | x 30 49 46 + + 58 + = | x:dollar 30:dollar 49:dollar 46:dollar +:dollar +:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 85 | x=((30-49)+(46+58)) | x 30 49 - 46 58 + + = | x:dollar 30:dollar 49:dollar -:dollar 46:dollar 58:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 91 | x=(((30+49)-46)+58) | x 30 49 + 46 - 58 + = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar -:dollar 58:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 67 | 67 | x=(((30+49)+46)-58) | x 30 49 + 46 + 58 - = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar +:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 85 | x=(((30-49)+46)+58) | x 30 49 - 46 + 58 + = | x:dollar 30:dollar 49:dollar -:dollar 46:dollar +:dollar 58:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 67 | 67 | x=((30+(49+46))-58) | x 30 49 46 + + 58 - = | x:dollar 30:dollar 49:dollar 46:dollar +:dollar +:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 183 | x=(30+((49+46)+58)) | x 30 49 46 + 58 + + = | x:dollar 30:dollar 49:dollar 46:dollar +:dollar 58:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 91 | x=(30+((49-46)+58)) | x 30 49 46 - 58 + + = | x:dollar 30:dollar 49:dollar 46:dollar -:dollar 58:dollar +:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 67 | 67 | x=(30+((49+46)-58)) | x 30 49 46 + 58 - + = | x:dollar 30:dollar 49:dollar 46:dollar +:dollar 58:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 183 | x=(((30+49)+46)+58) | x 30 49 + 46 + 58 + = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar +:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 85 | x=(30-((49-46)-58)) | x 30 49 46 - 58 - - = | x:dollar 30:dollar 49:dollar 46:dollar -:dollar 58:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 91 | x=((30+49)-(46-58)) | x 30 49 + 46 58 - - = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar 58:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 67 | 183 | x=((30+49)+(46+58)) | x 30 49 + 46 58 + + = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar 58:dollar +:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 67 | 67 | x=((30+49)+(46-58)) | x 30 49 + 46 58 - + = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar 58:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=(((49+46)-58)-x) | 30 49 46 + 58 - x - = | 30:dollar 49:dollar 46:dollar +:dollar 58:dollar -:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=(49+(46-(x-58))) | 30 49 46 x 58 - - + = | 30:dollar 49:dollar 46:dollar x:dollar 58:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=(((49+46)-x)-58) | 30 49 46 + x - 58 - = | 30:dollar 49:dollar 46:dollar +:dollar x:dollar -:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=(49+((46-58)-x)) | 30 49 46 58 - x - + = | 30:dollar 49:dollar 46:dollar 58:dollar -:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | 30=((x-49)-(46-58)) | 30 x 49 - 46 58 - - = | 30:dollar x:dollar 49:dollar -:dollar 46:dollar 58:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=((x+49)-(46+58)) | 30 x 49 + 46 58 + - = | 30:dollar x:dollar 49:dollar +:dollar 46:dollar 58:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 91 | 30=((x-49)+(46-58)) | 30 x 49 - 46 58 - + = | 30:dollar x:dollar 49:dollar -:dollar 46:dollar 58:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(49+((x-46)-58)) | 30 49 x 46 - 58 - + = | 30:dollar 49:dollar x:dollar 46:dollar -:dollar 58:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 183 | (((x-30)-49)-46)=58 | x 30 - 49 - 46 - 58 = | x:dollar 30:dollar -:dollar 49:dollar -:dollar 46:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=(49-(x-(46-58))) | 30 49 x 46 58 - - - = | 30:dollar 49:dollar x:dollar 46:dollar 58:dollar -:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=(49-((x+46)-58)) | 30 49 x 46 + 58 - - = | 30:dollar 49:dollar x:dollar 46:dollar +:dollar 58:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | (((30+49)-46)+x)=58 | 30 49 + 46 - x + 58 = | 30:dollar 49:dollar +:dollar 46:dollar -:dollar x:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=(49-(x+(46-58))) | 30 49 x 46 58 - + - = | 30:dollar 49:dollar x:dollar 46:dollar 58:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 91 | (((x-30)-49)+46)=58 | x 30 - 49 - 46 + 58 = | x:dollar 30:dollar -:dollar 49:dollar -:dollar 46:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | (((x-30)+49)-46)=58 | x 30 - 49 + 46 - 58 = | x:dollar 30:dollar -:dollar 49:dollar +:dollar 46:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | (((30-49)+x)-46)=58 | 30 49 - x + 46 - 58 = | 30:dollar 49:dollar -:dollar x:dollar +:dollar 46:dollar -:dollar 58:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | (((30+49)-x)+46)=58 | 30 49 + x - 46 + 58 = | 30:dollar 49:dollar +:dollar x:dollar -:dollar 46:dollar +:dollar 58:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | (((30+49)+46)-x)=58 | 30 49 + 46 + x - 58 = | 30:dollar 49:dollar +:dollar 46:dollar +:dollar x:dollar -:dollar 58:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | (30+((49-x)+46))=58 | 30 49 x - 46 + + 58 = | 30:dollar 49:dollar x:dollar -:dollar 46:dollar +:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | (30+((49+x)-46))=58 | 30 49 x + 46 - + 58 = | 30:dollar 49:dollar x:dollar +:dollar 46:dollar -:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(x+((49-46)-58)) | 30 x 49 46 - 58 - + = | 30:dollar x:dollar 49:dollar 46:dollar -:dollar 58:dollar -:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | 30=(x-((49+46)-58)) | 30 x 49 46 + 58 - - = | 30:dollar x:dollar 49:dollar 46:dollar +:dollar 58:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | (((x+30)-49)-46)=58 | x 30 + 49 - 46 - 58 = | x:dollar 30:dollar +:dollar 49:dollar -:dollar 46:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | (((x+30)+49)-46)=58 | x 30 + 49 + 46 - 58 = | x:dollar 30:dollar +:dollar 49:dollar +:dollar 46:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=((49-(x+46))+58) | 30 49 x 46 + - 58 + = | 30:dollar 49:dollar x:dollar 46:dollar +:dollar -:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 91 | 30=(x-((49-46)+58)) | 30 x 49 46 - 58 + - = | 30:dollar x:dollar 49:dollar 46:dollar -:dollar 58:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=((49+(x-46))-58) | 30 49 x 46 - + 58 - = | 30:dollar 49:dollar x:dollar 46:dollar -:dollar +:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=((49-(46+x))+58) | 30 49 46 x + - 58 + = | 30:dollar 49:dollar 46:dollar x:dollar +:dollar -:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=((49-(x-46))+58) | 30 49 x 46 - - 58 + = | 30:dollar 49:dollar x:dollar 46:dollar -:dollar -:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=((49+46)+(58-x)) | 30 49 46 + 58 x - + = | 30:dollar 49:dollar 46:dollar +:dollar 58:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=((49-(46-x))-58) | 30 49 46 x - - 58 - = | 30:dollar 49:dollar 46:dollar x:dollar -:dollar -:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=((49-46)+(58-x)) | 30 49 46 - 58 x - + = | 30:dollar 49:dollar 46:dollar -:dollar 58:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=(49+(46+(58-x))) | 30 49 46 58 x - + + = | 30:dollar 49:dollar 46:dollar 58:dollar x:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(49-(46+(58-x))) | 30 49 46 58 x - + - = | 30:dollar 49:dollar 46:dollar 58:dollar x:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=((49+(46-x))-58) | 30 49 46 x - + 58 - = | 30:dollar 49:dollar 46:dollar x:dollar -:dollar +:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(x+(49-(46+58))) | 30 x 49 46 58 + - + = | 30:dollar x:dollar 49:dollar 46:dollar 58:dollar +:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | (30-(49-(x-46)))=58 | 30 49 x 46 - - - 58 = | 30:dollar 49:dollar x:dollar 46:dollar -:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=((49-46)-(58-x)) | 30 49 46 - 58 x - - = | 30:dollar 49:dollar 46:dollar -:dollar 58:dollar x:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | (30-(49+(46-x)))=58 | 30 49 46 x - + - 58 = | 30:dollar 49:dollar 46:dollar x:dollar -:dollar +:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=((49-(x-46))-58) | 30 49 x 46 - - 58 - = | 30:dollar 49:dollar x:dollar 46:dollar -:dollar -:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 91 | 30=(x-(49-(46-58))) | 30 x 49 46 58 - - - = | 30:dollar x:dollar 49:dollar 46:dollar 58:dollar -:dollar -:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | (30+(49-(x-46)))=58 | 30 49 x 46 - - + 58 = | 30:dollar 49:dollar x:dollar 46:dollar -:dollar -:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | (30-(49-(x+46)))=58 | 30 49 x 46 + - - 58 = | 30:dollar 49:dollar x:dollar 46:dollar +:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=(49-(x-(46+58))) | 30 49 x 46 58 + - - = | 30:dollar 49:dollar x:dollar 46:dollar 58:dollar +:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(49+(x-(46+58))) | 30 49 x 46 58 + - + = | 30:dollar 49:dollar x:dollar 46:dollar 58:dollar +:dollar -:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | 30=(x-(49+(46-58))) | 30 x 49 46 58 - + - = | 30:dollar x:dollar 49:dollar 46:dollar 58:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 183 | 30=(x-(49+(46+58))) | 30 x 49 46 58 + + - = | 30:dollar x:dollar 49:dollar 46:dollar 58:dollar +:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=(49-(46-(58-x))) | 30 49 46 58 x - - - = | 30:dollar 49:dollar 46:dollar 58:dollar x:dollar -:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=(49+((46+58)-x)) | 30 49 46 58 + x - + = | 30:dollar 49:dollar 46:dollar 58:dollar +:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(49-((46+58)-x)) | 30 49 46 58 + x - - = | 30:dollar 49:dollar 46:dollar 58:dollar +:dollar x:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | (((30-49)+x)+46)=58 | 30 49 - x + 46 + 58 = | 30:dollar 49:dollar -:dollar x:dollar +:dollar 46:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | (x-((30-49)+46))=58 | x 30 49 - 46 + - 58 = | x:dollar 30:dollar 49:dollar -:dollar 46:dollar +:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | (x+((30-49)+46))=58 | x 30 49 - 46 + + 58 = | x:dollar 30:dollar 49:dollar -:dollar 46:dollar +:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=((49+46)-(x-58)) | 30 49 46 + x 58 - - = | 30:dollar 49:dollar 46:dollar +:dollar x:dollar 58:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(((49-46)-58)+x) | 30 49 46 - 58 - x + = | 30:dollar 49:dollar 46:dollar -:dollar 58:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=(((49-46)+58)-x) | 30 49 46 - 58 + x - = | 30:dollar 49:dollar 46:dollar -:dollar 58:dollar +:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=((49+46)-(x+58)) | 30 49 46 + x 58 + - = | 30:dollar 49:dollar 46:dollar +:dollar x:dollar 58:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(49-(46-(x-58))) | 30 49 46 x 58 - - - = | 30:dollar 49:dollar 46:dollar x:dollar 58:dollar -:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=(((49-x)-46)+58) | 30 49 x - 46 - 58 + = | 30:dollar 49:dollar x:dollar -:dollar 46:dollar -:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=(49+(46-(x+58))) | 30 49 46 x 58 + - + = | 30:dollar 49:dollar 46:dollar x:dollar 58:dollar +:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=(((49-x)+46)-58) | 30 49 x - 46 + 58 - = | 30:dollar 49:dollar x:dollar -:dollar 46:dollar +:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | 30=(49-(46+(x-58))) | 30 49 46 x 58 - + - = | 30:dollar 49:dollar 46:dollar x:dollar 58:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | (((30+49)+x)-46)=58 | 30 49 + x + 46 - 58 = | 30:dollar 49:dollar +:dollar x:dollar +:dollar 46:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 183 | ((x-(30+49))-46)=58 | x 30 49 + - 46 - 58 = | x:dollar 30:dollar 49:dollar +:dollar -:dollar 46:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 7 | 30=((49-x)+(46-58)) | 30 49 x - 46 58 - + = | 30:dollar 49:dollar x:dollar -:dollar 46:dollar 58:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | (((30-49)-46)+x)=58 | 30 49 - 46 - x + 58 = | 30:dollar 49:dollar -:dollar 46:dollar -:dollar x:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | (30-((49-46)-x))=58 | 30 49 46 - x - - 58 = | 30:dollar 49:dollar 46:dollar -:dollar x:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=(((49-x)+46)+58) | 30 49 x - 46 + 58 + = | 30:dollar 49:dollar x:dollar -:dollar 46:dollar +:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 91 | (x-((30+49)-46))=58 | x 30 49 + 46 - - 58 = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 91 | 30=(((x-49)+46)-58) | 30 x 49 - 46 + 58 - = | 30:dollar x:dollar 49:dollar -:dollar 46:dollar +:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 183 | 30=(((x-49)-46)-58) | 30 x 49 - 46 - 58 - = | 30:dollar x:dollar 49:dollar -:dollar 46:dollar -:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | (x+((30+49)-46))=58 | x 30 49 + 46 - + 58 = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar -:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=((49+x)-(46+58)) | 30 49 x + 46 58 + - = | 30:dollar 49:dollar x:dollar +:dollar 46:dollar 58:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 85 | 30=(((x+49)-46)-58) | 30 x 49 + 46 - 58 - = | 30:dollar x:dollar 49:dollar +:dollar 46:dollar -:dollar 58:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=((49+(46-x))+58) | 30 49 46 x - + 58 + = | 30:dollar 49:dollar 46:dollar x:dollar -:dollar +:dollar 58:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | ((30+49)-(46-x))=58 | 30 49 + 46 x - - 58 = | 30:dollar 49:dollar +:dollar 46:dollar x:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 183 | (x-((30+49)+46))=58 | x 30 49 + 46 + - 58 = | x:dollar 30:dollar 49:dollar +:dollar 46:dollar +:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | ((30+49)+(x-46))=58 | 30 49 + x 46 - + 58 = | 30:dollar 49:dollar +:dollar x:dollar 46:dollar -:dollar +:dollar 58:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | ((30+49)-(x-46))=58 | 30 49 + x 46 - - 58 = | 30:dollar 49:dollar +:dollar x:dollar 46:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | (30-(49-(46+x)))=58 | 30 49 46 x + - - 58 = | 30:dollar 49:dollar 46:dollar x:dollar +:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 67 | 67 | (30+(49+(46-x)))=58 | 30 49 46 x - + + 58 = | 30:dollar 49:dollar 46:dollar x:dollar -:dollar +:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | ((30-49)-(46-x))=58 | 30 49 - 46 x - - 58 = | 30:dollar 49:dollar -:dollar 46:dollar x:dollar -:dollar -:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 31 | ((30-(49-46))+x)=58 | 30 49 46 - - x + 58 = | 30:dollar 49:dollar 46:dollar -:dollar -:dollar x:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 91 | ((x-(30+49))+46)=58 | x 30 49 + - 46 + 58 = | x:dollar 30:dollar 49:dollar +:dollar -:dollar 46:dollar +:dollar 58:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 123 | 30=((49-x)+(46+58)) | 30 49 x - 46 58 + + = | 30:dollar 49:dollar x:dollar -:dollar 46:dollar 58:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 67 | 25 | ((30+(49-46))+x)=58 | 30 49 46 - + x + 58 = | 30:dollar 49:dollar 46:dollar -:dollar +:dollar x:dollar +:dollar 58:dollar =:dollar
