parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 286 | 208 | x=(13*((9+10)-3)) | x 13 9 10 + 3 - * = | x:dollar 13:dollar 9:hour 10:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 52 | x=(13*((10-9)+3)) | x 13 10 9 - 3 + * = | x:dollar 13:dollar 10:hour 9:hour -:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 780 | x=((13*10)*(9-3)) | x 13 10 * 9 3 - * = | x:dollar 13:dollar 10:hour *:dollar 9:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 147 | x=((13*9)+(10*3)) | x 13 9 * 10 3 * + = | x:dollar 13:dollar 9:hour *:dollar 10:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 52 | x=((13-9)*(10+3)) | x 13 9 - 10 3 + * = | x:dollar 13:dollar 9:dollar -:dollar 10:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 28 | x=((13-9)*(10-3)) | x 13 9 - 10 3 - * = | x:dollar 13:dollar 9:dollar -:dollar 10:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 390 | x=((13*9)*(10/3)) | x 13 9 * 10 3 / * = | x:dollar 13:dollar 9:hour *:dollar 10:hour 3:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:dollar 9:hour *:dollar 10:hour 3:hour +:hour *:hour =:hour
EXPR: 0 | POS | INT | 11 | 286 | 39 | x=((13/(10-9))*3) | x 13 10 9 - / 3 * = | x:dollar 13:dollar 10:hour 9:hour -:hour /:dollar 3:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 1560 | x=((13*10)*(9+3)) | x 13 10 * 9 3 + * = | x:dollar 13:dollar 10:hour *:dollar 9:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 286 | 231 | 13=((9*10)-(x/3)) | 13 9 10 * x 3 / - = | 13:dollar 9:hour 10:dollar *:dollar x:dollar 3:hour /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 286 | 26 | 13=(x/(9+(3-10))) | 13 x 9 3 10 - + / = | 13:dollar x:dollar 9:hour 3:hour 10:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 286 | 208 | 13=(x/(9-(3-10))) | 13 x 9 3 10 - - / = | 13:dollar x:dollar 9:hour 3:hour 10:hour -:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 286 | 43 | 13=(x-((9*10)/3)) | 13 x 9 10 * 3 / - = | 13:dollar x:dollar 9:dollar 10:hour *:dollar 3:hour /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 286 | 741 | x=((13*3)*(9+10)) | x 13 3 * 9 10 + * = | x:dollar 13:dollar 3:hour *:dollar 9:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 286 | 52 | x=(13*(3-(9-10))) | x 13 3 9 10 - - * = | x:dollar 13:dollar 3:hour 9:hour 10:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 16 | 286 | 741 | x=((13*3)*(9+10)) | x 13 3 * 9 10 + * = | x:dollar 13:dollar 3:hour *:dollar 9:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 9 | x=((13*9)/(10+3)) | x 13 9 * 10 3 + / = | x:dollar 13:hour 9:dollar *:dollar 10:hour 3:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 417 | x=(((13*10)+9)*3) | x 13 10 * 9 + 3 * = | x:dollar 13:dollar 10:hour *:hour 9:hour +:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 10 | x=(13+((9-10)*3)) | x 13 9 10 - 3 * + = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 390 | x=(13*((9*10)/3)) | x 13 9 10 * 3 / * = | x:dollar 13:hour 9:dollar 10:hour *:dollar 3:hour /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 16 | x=(13-((9-10)*3)) | x 13 9 10 - 3 * - = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 146 | x=((13*(9+3))-10) | x 13 9 3 + * 10 - = | x:dollar 13:dollar 9:hour 3:hour +:hour *:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 381 | x=(((13*9)+10)*3) | x 13 9 * 10 + 3 * = | x:hour 13:dollar 9:hour *:hour 10:hour +:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 20 | 286 | 321 | x=(((13*9)-10)*3) | x 13 9 * 10 - 3 * = | x:hour 13:dollar 9:hour *:hour 10:hour -:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 20 | 286 | 76 | x=(13+(9*(10-3))) | x 13 9 10 3 - * + = | x:dollar 13:dollar 9:hour 10:dollar 3:dollar -:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 390 | x=((13*10)*(9/3)) | x 13 10 * 9 3 / * = | x:dollar 13:dollar 10:hour *:dollar 9:hour 3:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 17 | x=(((13-9)+10)+3) | x 13 9 - 10 + 3 + = | x:hour 13:hour 9:hour -:hour 10:hour +:hour 3:hour +:hour =:hour
EXPR: 0 | POS | INT | 21 | 286 | 10 | x=(13+((9-10)*3)) | x 13 9 10 - 3 * + = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 390 | x=(13*((9*10)/3)) | x 13 9 10 * 3 / * = | x:dollar 13:hour 9:dollar 10:hour *:dollar 3:hour /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 16 | x=(13-((9-10)*3)) | x 13 9 10 - 3 * - = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 146 | x=((13*(9+3))-10) | x 13 9 3 + * 10 - = | x:dollar 13:dollar 9:hour 3:hour +:hour *:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 417 | x=(((13*10)+9)*3) | x 13 10 * 9 + 3 * = | x:dollar 13:dollar 10:hour *:hour 9:hour +:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 381 | x=(((13*9)+10)*3) | x 13 9 * 10 + 3 * = | x:hour 13:dollar 9:hour *:hour 10:hour +:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 21 | 286 | 9 | x=((13*9)/(10+3)) | x 13 9 * 10 3 + / = | x:dollar 13:hour 9:dollar *:dollar 10:hour 3:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 321 | x=(((13*9)-10)*3) | x 13 9 * 10 - 3 * = | x:hour 13:dollar 9:hour *:hour 10:hour -:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 21 | 286 | 390 | x=((13*10)*(9/3)) | x 13 10 * 9 3 / * = | x:dollar 13:dollar 10:hour *:dollar 9:hour 3:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 17 | x=(((13-9)+10)+3) | x 13 9 - 10 + 3 + = | x:hour 13:hour 9:hour -:hour 10:hour +:hour 3:hour +:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 481 | 13=(x/(10+(9*3))) | 13 x 10 9 3 * + / = | 13:dollar x:dollar 10:hour 9:hour 3:dollar *:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 286 | 1 | 13=((10+(9/3))*x) | 13 10 9 3 / + x * = | 13:dollar 10:hour 9:hour 3:dollar /:hour +:hour x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 286 | 140 | 13=((9*3)-(x/10)) | 13 9 3 * x 10 / - = | 13:dollar 9:hour 3:dollar *:dollar x:dollar 10:hour /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 286 | 3 | 13=(((9+10)-3)-x) | 13 9 10 + 3 - x - = | 13:hour 9:hour 10:hour +:hour 3:hour -:hour x:hour -:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 17 | 13=(((9-10)-3)+x) | 13 9 10 - 3 - x + = | 13:hour 9:hour 10:hour -:hour 3:hour -:hour x:hour +:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 10 | 13=((9+3)+(10/x)) | 13 9 3 + 10 x / + = | 13:hour 9:hour 3:hour +:hour 10:hour x:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 39 | 13=(((10-9)/3)*x) | 13 10 9 - 3 / x * = | 13:dollar 10:hour 9:hour -:hour 3:dollar /:hour x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 286 | 9 | ((13+9)-(10+x))=3 | 13 9 + 10 x + - 3 = | 13:hour 9:hour +:hour 10:hour x:hour +:hour -:hour 3:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 9 | ((13-9)-(10-x))=3 | 13 9 - 10 x - - 3 = | 13:hour 9:hour -:hour 10:hour x:hour -:hour -:hour 3:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 118 | 9=((13*10)-(x+3)) | 9 13 10 * x 3 + - = | 9:hour 13:dollar 10:hour *:hour x:hour 3:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 74 | 13=((9*10)-(x+3)) | 13 9 10 * x 3 + - = | 13:dollar 9:dollar 10:hour *:dollar x:dollar 3:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 286 | 9 | x=((13/(10+3))*9) | x 13 10 3 + / 9 * = | x:dollar 13:dollar 10:hour 3:hour +:hour /:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 286 | 39 | x=((13*3)*(10-9)) | x 13 3 * 10 9 - * = | x:dollar 13:dollar 3:hour *:dollar 10:hour 9:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 286 | 26 | x=(13*(3-(10-9))) | x 13 3 10 9 - - * = | x:dollar 13:dollar 3:hour 10:hour 9:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 286 | 26 | x=(13*(3-(10-9))) | x 13 3 10 9 - - * = | x:dollar 13:dollar 3:hour 10:hour 9:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 286 | 39 | x=((13*3)*(10-9)) | x 13 3 * 10 9 - * = | x:dollar 13:dollar 3:hour *:dollar 10:hour 9:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 29 | 10=(((13*9)/3)-x) | 10 13 9 * 3 / x - = | 10:dollar 13:dollar 9:hour *:dollar 3:hour /:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 52 | 13=(x/(10+(3-9))) | 13 x 10 3 9 - + / = | 13:dollar x:dollar 10:hour 3:hour 9:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 110 | 10=(((13*9)+3)-x) | 10 13 9 * 3 + x - = | 10:hour 13:dollar 9:hour *:hour 3:hour +:hour x:hour -:hour =:hour
EXPR: 0 | POS | INT | 27 | 286 | 16 | 13=((3*(9-10))+x) | 13 3 9 10 - * x + = | 13:dollar 3:dollar 9:hour 10:hour -:hour *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 208 | 13=(x/(10-(3-9))) | 13 x 10 3 9 - - / = | 13:dollar x:dollar 10:hour 3:hour 9:hour -:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 9 | 13=((10+3)*(x/9)) | 13 10 3 + x 9 / * = | 13:dollar 10:hour 3:hour +:hour x:dollar 9:hour /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 26 | 13=(x/(3-(10-9))) | 13 x 3 10 9 - - / = | 13:dollar x:dollar 3:hour 10:hour 9:hour -:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 110 | 10=(((13*9)-x)+3) | 10 13 9 * x - 3 + = | 10:hour 13:dollar 9:hour *:hour x:hour -:hour 3:hour +:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 261 | x=(9*((13*3)-10)) | x 9 13 3 * 10 - * = | x:dollar 9:dollar 13:dollar 3:hour *:hour 10:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 441 | x=(9*((13*3)+10)) | x 9 13 3 * 10 + * = | x:dollar 9:dollar 13:dollar 3:hour *:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 180 | x=(9*((13+10)-3)) | x 9 13 10 + 3 - * = | x:dollar 9:dollar 13:hour 10:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 |  | x=(9*((13-10)-3)) | x 9 13 10 - 3 - * = | x:dollar 9:dollar 13:hour 10:hour -:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=((13*9)/(10+3)) | x 13 9 * 10 3 + / = | x:hour 13:dollar 9:hour *:hour 10:dollar 3:dollar +:dollar /:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 104 | x=((13*9)-(10+3)) | x 13 9 * 10 3 + - = | x:hour 13:hour 9:dollar *:hour 10:hour 3:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 15 | x=(((13+9)+3)-10) | x 13 9 + 3 + 10 - = | x:hour 13:hour 9:hour +:hour 3:hour +:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=(((13+9)-3)-10) | x 13 9 + 3 - 10 - = | x:hour 13:hour 9:hour +:hour 3:hour -:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:dollar 9:hour *:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:hour 9:dollar *:dollar 10:hour 3:hour +:hour *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=((9*(13-10))/3) | x 9 13 10 - * 3 / = | x:dollar 9:dollar 13:hour 10:hour -:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 87 | x=((13*9)-(10*3)) | x 13 9 * 10 3 * - = | x:dollar 13:hour 9:dollar *:dollar 10:dollar 3:hour *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 147 | x=((13*9)+(10*3)) | x 13 9 * 10 3 * + = | x:dollar 13:hour 9:dollar *:dollar 10:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 69 | x=((9*(13+10))/3) | x 9 13 10 + * 3 / = | x:dollar 9:dollar 13:hour 10:hour +:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=((9/(13-10))*3) | x 9 13 10 - / 3 * = | x:dollar 9:dollar 13:hour 10:hour -:hour /:dollar 3:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 70 | x=(((13-9)+3)*10) | x 13 9 - 3 + 10 * = | x:dollar 13:hour 9:hour -:hour 3:hour +:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 130 | x=(((13*9)+3)+10) | x 13 9 * 3 + 10 + = | x:dollar 13:dollar 9:hour *:dollar 3:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 104 | x=(((13*9)-3)-10) | x 13 9 * 3 - 10 - = | x:dollar 13:dollar 9:hour *:dollar 3:dollar -:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 130 | x=((13*9)+(10+3)) | x 13 9 * 10 3 + + = | x:hour 13:hour 9:dollar *:hour 10:hour 3:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 190 | x=(((13+9)-3)*10) | x 13 9 + 3 - 10 * = | x:dollar 13:hour 9:hour +:hour 3:hour -:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 417 | x=(((13*10)+9)*3) | x 13 10 * 9 + 3 * = | x:hour 13:dollar 10:hour *:hour 9:hour +:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 390 | x=((13*9)*(10/3)) | x 13 9 * 10 3 / * = | x:dollar 13:hour 9:dollar *:dollar 10:hour 3:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 12 | x=(((13*9)+3)/10) | x 13 9 * 3 + 10 / = | x:hour 13:dollar 9:hour *:hour 3:hour +:hour 10:dollar /:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 110 | x=(((13*9)+3)-10) | x 13 9 * 3 + 10 - = | x:dollar 13:dollar 9:hour *:dollar 3:dollar +:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 10 | x=(((13-9)-3)*10) | x 13 9 - 3 - 10 * = | x:dollar 13:hour 9:hour -:hour 3:hour -:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 1200 | x=(((13*9)+3)*10) | x 13 9 * 3 + 10 * = | x:hour 13:dollar 9:hour *:hour 3:hour +:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 1140 | x=(((13*9)-3)*10) | x 13 9 * 3 - 10 * = | x:hour 13:dollar 9:hour *:hour 3:hour -:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 15 | x=(((13-10)+9)+3) | x 13 10 - 9 + 3 + = | x:hour 13:hour 10:hour -:hour 9:hour +:hour 3:hour +:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=((9/13)*(10+3)) | x 9 13 / 10 3 + * = | x:dollar 9:dollar 13:hour /:dollar 10:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 29 | x=(13+(9-(3-10))) | x 13 9 3 10 - - + = | x:hour 13:hour 9:hour 3:hour 10:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 441 | x=(9*((13*3)+10)) | x 9 13 3 * 10 + * = | x:dollar 9:dollar 13:dollar 3:hour *:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 |  | x=(9*((13-10)-3)) | x 9 13 10 - 3 - * = | x:dollar 9:dollar 13:hour 10:hour -:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 15 | x=(((13+9)+3)-10) | x 13 9 + 3 + 10 - = | x:hour 13:hour 9:hour +:hour 3:hour +:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 9 | x=(((13+9)-3)-10) | x 13 9 + 3 - 10 - = | x:hour 13:hour 9:hour +:hour 3:hour -:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:dollar 9:hour *:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:hour 9:dollar *:dollar 10:hour 3:hour +:hour *:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 9 | x=((9*(13-10))/3) | x 9 13 10 - * 3 / = | x:dollar 9:dollar 13:hour 10:hour -:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 69 | x=((9*(13+10))/3) | x 9 13 10 + * 3 / = | x:dollar 9:dollar 13:hour 10:hour +:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 130 | x=(((13*9)+3)+10) | x 13 9 * 3 + 10 + = | x:dollar 13:dollar 9:hour *:dollar 3:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 130 | x=((13*9)+(10+3)) | x 13 9 * 10 3 + + = | x:hour 13:hour 9:dollar *:hour 10:hour 3:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 70 | x=(((13-9)+3)*10) | x 13 9 - 3 + 10 * = | x:dollar 13:hour 9:hour -:hour 3:hour +:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 104 | x=((13*9)-(10+3)) | x 13 9 * 10 3 + - = | x:hour 13:hour 9:dollar *:hour 10:hour 3:hour +:hour -:hour =:hour
