parameters: n=9 l=4 k=1 p=5 q=3 m=10
TOTAL 749 solutions found
EXPR: 0 | POS | INT | 0 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:tricycle *:bicycle 3:wheel /:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 1680 | x=((24*14)*(3+2)) | x 24 14 * 3 2 + * = | x:wheel 24:bicycle 14:tricycle *:bicycle 3:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 336 | x=((24*14)*(3-2)) | x 24 14 * 3 2 - * = | x:wheel 24:bicycle 14:tricycle *:bicycle 3:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 224 | x=(((24*14)/3)*2) | x 24 14 * 3 / 2 * = | x:wheel 24:bicycle 14:tricycle *:tricycle 3:wheel /:tricycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 960 | x=(24*((14*3)-2)) | x 24 14 3 * 2 - * = | x:wheel 24:bicycle 14:tricycle 3:wheel *:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 1 | 90 | 1056 | x=(24*((14*3)+2)) | x 24 14 3 * 2 + * = | x:wheel 24:bicycle 14:tricycle 3:wheel *:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 10 | x=(24-(14*(3-2))) | x 24 14 3 2 - * - = | x:wheel 24:wheel 14:tricycle 3:wheel 2:wheel -:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 132 | x=((24+(14*3))*2) | x 24 14 3 * + 2 * = | x:wheel 24:bicycle 14:bicycle 3:wheel *:bicycle +:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel /:tricycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 10 | 90 | 32 | x=(((24-14)*3)+2) | x 24 14 - 3 * 2 + = | x:wheel 24:tricycle 14:tricycle -:tricycle 3:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 10 | x=(24-(14*(3-2))) | x 24 14 3 2 - * - = | x:wheel 24:wheel 14:tricycle 3:wheel 2:wheel -:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 11 | 90 | 32 | x=(((24-14)*3)+2) | x 24 14 - 3 * 2 + = | x:wheel 24:tricycle 14:tricycle -:tricycle 3:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 1 | POS | INT | 15 | 90 | 90 | x=((24*2)+(14*3)) | x 24 2 * 14 3 * + = | x:wheel 24:bicycle 2:wheel *:wheel 14:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 1 | POS | INT | 16 | 90 | 90 | x=((24*2)+(14*3)) | x 24 2 * 14 3 * + = | x:wheel 24:bicycle 2:wheel *:wheel 14:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 6 | x=((24/(14-2))*3) | x 24 14 2 - / 3 * = | x:wheel 24:bicycle 14:wheel 2:wheel -:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 33 | x=((24+(14-3))-2) | x 24 14 3 - + 2 - = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 37 | x=((24+(14-3))+2) | x 24 14 3 - + 2 + = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 10 | x=(24-(14*(3-2))) | x 24 14 3 2 - * - = | x:wheel 24:wheel 14:bicycle 3:wheel 2:wheel -:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 110 | x=(((24/3)*14)-2) | x 24 3 / 14 * 2 - = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 23 | x=(((24-14)*2)+3) | x 24 14 - 2 * 3 + = | x:wheel 24:tricycle 14:tricycle -:tricycle 2:wheel *:wheel 3:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 45 | x=(24+((14/2)*3)) | x 24 14 2 / 3 * + = | x:wheel 24:wheel 14:tricycle 2:wheel /:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 331 | x=(((24*14)-2)-3) | x 24 14 * 2 - 3 - = | x:wheel 24:wheel 14:tricycle *:wheel 2:wheel -:wheel 3:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:bicycle 14:tricycle 2:wheel *:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 20 | 90 | 56 | x=((24*3)-(14+2)) | x 24 3 * 14 2 + - = | x:wheel 24:bicycle 3:wheel *:wheel 14:wheel 2:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 33 | x=((24+(14-3))-2) | x 24 14 3 - + 2 - = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 37 | x=((24+(14-3))+2) | x 24 14 3 - + 2 + = | x:wheel 24:wheel 14:wheel 3:wheel -:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:bicycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=((24*14)*(2/3)) | x 24 14 * 2 3 / * = | x:wheel 24:bicycle 14:tricycle *:tricycle 2:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 110 | x=(((24/3)*14)-2) | x 24 3 / 14 * 2 - = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 45 | x=(24+((14/2)*3)) | x 24 14 2 / 3 * + = | x:wheel 24:wheel 14:tricycle 2:wheel /:tricycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:bicycle 3:wheel /:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 21 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:bicycle 14:tricycle 2:wheel *:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 2 | 24=(((14+x)*3)/2) | 24 14 x + 3 * 2 / = | 24:bicycle 14:wheel x:wheel +:wheel 3:bicycle *:bicycle 2:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 22 | 90 | 55 | 24=(x-((14*2)+3)) | 24 x 14 2 * 3 + - = | 24:wheel x:wheel 14:tricycle 2:wheel *:wheel 3:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 49 | 24=(x-((14*2)-3)) | 24 x 14 2 * 3 - - = | 24:wheel x:wheel 14:tricycle 2:wheel *:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 22 | 90 | 360 | 24=(x/((14+3)-2)) | 24 x 14 3 + 2 - / = | 24:bicycle x:bicycle 14:wheel 3:wheel +:wheel 2:wheel -:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 22 | 90 | 216 | 24=(x/((14-3)-2)) | 24 x 14 3 - 2 - / = | 24:bicycle x:bicycle 14:wheel 3:wheel -:wheel 2:wheel -:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 22 | 90 | 504 | 2=(((24*14)/x)*3) | 2 24 14 * x / 3 * = | 2:wheel 24:bicycle 14:tricycle *:tricycle x:wheel /:tricycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 1152 | 3=(x/(24*(14+2))) | 3 x 24 14 2 + * / = | 3:wheel x:wheel 24:bicycle 14:tricycle 2:tricycle +:tricycle *:tricycle /:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 33 | x=(((24-3)+14)-2) | x 24 3 - 14 + 2 - = | x:wheel 24:wheel 3:wheel -:wheel 14:wheel +:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:wheel 14:bicycle *:bicycle 2:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 147 | x=((24-3)*(14/2)) | x 24 3 - 14 2 / * = | x:tricycle 24:wheel 3:wheel -:wheel 14:tricycle 2:wheel /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 30 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:bicycle 3:tricycle *:tricycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 37 | x=(((24-3)+14)+2) | x 24 3 - 14 + 2 + = | x:wheel 24:wheel 3:wheel -:wheel 14:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 11 | x=(24-((14+2)-3)) | x 24 14 2 + 3 - - = | x:wheel 24:wheel 14:wheel 2:wheel +:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 15 | x=(24-((14-2)-3)) | x 24 14 2 - 3 - - = | x:wheel 24:wheel 14:wheel 2:wheel -:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 128 | x=((24/3)*(14+2)) | x 24 3 / 14 2 + * = | x:wheel 24:bicycle 3:tricycle /:bicycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 96 | x=((24/3)*(14-2)) | x 24 3 / 14 2 - * = | x:wheel 24:bicycle 3:tricycle /:bicycle 14:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 864 | x=((24*3)*(14-2)) | x 24 3 * 14 2 - * = | x:wheel 24:bicycle 3:tricycle *:bicycle 14:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 110 | x=(((24/3)*14)-2) | x 24 3 / 14 * 2 - = | x:wheel 24:tricycle 3:wheel /:tricycle 14:wheel *:wheel 2:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:bicycle 3:tricycle *:bicycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 45 | x=(24+((14/2)*3)) | x 24 14 2 / 3 * + = | x:wheel 24:wheel 14:bicycle 2:wheel /:bicycle 3:wheel *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:bicycle 3:tricycle /:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:wheel 24:tricycle 3:wheel /:tricycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 4 | x=((24-14)-(3*2)) | x 24 14 - 3 2 * - = | x:wheel 24:wheel 14:wheel -:wheel 3:tricycle 2:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 43 | x=((24+3)+(14+2)) | x 24 3 + 14 2 + + = | x:wheel 24:wheel 3:wheel +:wheel 14:wheel 2:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 331 | x=(((24*14)-2)-3) | x 24 14 * 2 - 3 - = | x:wheel 24:wheel 14:bicycle *:wheel 2:wheel -:wheel 3:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 36 | x=((24/3)+(14*2)) | x 24 3 / 14 2 * + = | x:bicycle 24:bicycle 3:wheel /:bicycle 14:tricycle 2:bicycle *:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 31 | 90 | 504 | x=(((24*14)/2)*3) | x 24 14 * 2 / 3 * = | x:wheel 24:wheel 14:bicycle *:bicycle 2:wheel /:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 37 | x=(((24-3)+14)+2) | x 24 3 - 14 + 2 + = | x:wheel 24:wheel 3:wheel -:wheel 14:wheel +:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 15 | x=(24-((14-2)-3)) | x 24 14 2 - 3 - - = | x:wheel 24:wheel 14:wheel 2:wheel -:wheel 3:wheel -:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:bicycle 3:tricycle *:bicycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 4 | x=((24-14)-(3*2)) | x 24 14 - 3 2 * - = | x:wheel 24:wheel 14:wheel -:wheel 3:tricycle 2:wheel *:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 43 | x=((24+3)+(14+2)) | x 24 3 + 14 2 + + = | x:wheel 24:wheel 3:wheel +:wheel 14:wheel 2:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 331 | x=(((24*14)-2)-3) | x 24 14 * 2 - 3 - = | x:wheel 24:wheel 14:bicycle *:wheel 2:wheel -:wheel 3:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 864 | x=((24*3)*(14-2)) | x 24 3 * 14 2 - * = | x:wheel 24:bicycle 3:tricycle *:bicycle 14:wheel 2:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 55 | 24=(x-((14*2)+3)) | 24 x 14 2 * 3 + - = | 24:wheel x:wheel 14:bicycle 2:wheel *:wheel 3:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 504 | 2=(24*((14*3)/x)) | 2 24 14 3 * x / * = | 2:wheel 24:bicycle 14:tricycle 3:wheel *:wheel x:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 504 | 2=(24*((14*3)/x)) | 2 24 14 3 * x / * = | 2:wheel 24:bicycle 14:tricycle 3:wheel *:wheel x:bicycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 24 | 24=(((14+2)*3)-x) | 24 14 2 + 3 * x - = | 24:wheel 14:tricycle 2:tricycle +:tricycle 3:wheel *:wheel x:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 12 | 24=(((14-2)*3)-x) | 24 14 2 - 3 * x - = | 24:wheel 14:tricycle 2:tricycle -:tricycle 3:wheel *:wheel x:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 11 | (24+((3-14)-x))=2 | 24 3 14 - x - + 2 = | 24:wheel 3:wheel 14:wheel -:wheel x:wheel -:wheel +:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 68 | (x-24)=((14*3)+2) | x 24 - 14 3 * 2 + = | x:wheel 24:wheel -:wheel 14:bicycle 3:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 36 | 14=((x-(24/3))/2) | 14 x 24 3 / - 2 / = | 14:bicycle x:bicycle 24:bicycle 3:wheel /:bicycle -:bicycle 2:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 32 | 90 | 960 | 24=(x/((14*3)-2)) | 24 x 14 3 * 2 - / = | 24:bicycle x:bicycle 14:wheel 3:tricycle *:wheel 2:wheel -:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 32 | 90 | 756 | 14=(x/((24+3)*2)) | 14 x 24 3 + 2 * / = | 14:wheel x:wheel 24:bicycle 3:bicycle +:bicycle 2:wheel *:bicycle /:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 224 | x=((24*2)*(14/3)) | x 24 2 * 14 3 / * = | x:tricycle 24:bicycle 2:wheel *:bicycle 14:tricycle 3:bicycle /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 35 | 90 | 56 | x=((24/2)*(14/3)) | x 24 2 / 14 3 / * = | x:tricycle 24:bicycle 2:wheel /:bicycle 14:tricycle 3:bicycle /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 35 | 90 | 504 | x=(3*((24*14)/2)) | x 3 24 14 * 2 / * = | x:tricycle 3:wheel 24:wheel 14:tricycle *:tricycle 2:wheel /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 35 | 90 | 39 | x=(((24-2)+14)+3) | x 24 2 - 14 + 3 + = | x:wheel 24:wheel 2:wheel -:wheel 14:wheel +:wheel 3:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 43 | x=((24+2)+(14+3)) | x 24 2 + 14 3 + + = | x:wheel 24:wheel 2:wheel +:wheel 14:wheel 3:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 816 | x=((24*2)*(14+3)) | x 24 2 * 14 3 + * = | x:wheel 24:bicycle 2:tricycle *:tricycle 14:wheel 3:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 528 | x=((24*2)*(14-3)) | x 24 2 * 14 3 - * = | x:wheel 24:bicycle 2:tricycle *:tricycle 14:wheel 3:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 54 | x=((24/2)+(14*3)) | x 24 2 / 14 3 * + = | x:bicycle 24:bicycle 2:wheel /:bicycle 14:tricycle 3:bicycle *:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 36 | 90 | 56 | x=((24/2)*(14/3)) | x 24 2 / 14 3 / * = | x:tricycle 24:bicycle 2:wheel /:bicycle 14:tricycle 3:bicycle /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 36 | 90 | 504 | x=(3*((24*14)/2)) | x 3 24 14 * 2 / * = | x:tricycle 3:wheel 24:wheel 14:tricycle *:tricycle 2:wheel /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 36 | 90 | 816 | x=((24*2)*(14+3)) | x 24 2 * 14 3 + * = | x:wheel 24:bicycle 2:tricycle *:tricycle 14:wheel 3:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 36 | 90 | 43 | x=((24+2)+(14+3)) | x 24 2 + 14 3 + + = | x:wheel 24:wheel 2:wheel +:wheel 14:wheel 3:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 36 | 90 | 54 | x=((24/2)+(14*3)) | x 24 2 / 14 3 * + = | x:bicycle 24:bicycle 2:wheel /:bicycle 14:tricycle 3:bicycle *:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 37 | 90 | 224 | 3=(24*((14*2)/x)) | 3 24 14 2 * x / * = | 3:wheel 24:wheel 14:tricycle 2:bicycle *:tricycle x:wheel /:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 37 | 90 | 504 | 24=(2/((14/x)*3)) | 24 2 14 x / 3 * / = | 24:bicycle 2:bicycle 14:bicycle x:wheel /:bicycle 3:wheel *:wheel /:bicycle =:bicycle
EXPR: 0 | POS | INT | 37 | 90 | 336 | 3=(((24/x)*14)+2) | 3 24 x / 14 * 2 + = | 3:wheel 24:bicycle x:tricycle /:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 744 | x=(24*((14*2)+3)) | x 24 14 2 * 3 + * = | x:tricycle 24:tricycle 14:bicycle 2:wheel *:wheel 3:wheel +:wheel *:tricycle =:tricycle
EXPR: 0 | POS | INT | 40 | 90 | 600 | x=(24*((14*2)-3)) | x 24 14 2 * 3 - * = | x:tricycle 24:tricycle 14:bicycle 2:wheel *:wheel 3:wheel -:wheel *:tricycle =:tricycle
EXPR: 0 | POS | INT | 40 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:tricycle 3:bicycle *:tricycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 128 | x=((24/3)*(14+2)) | x 24 3 / 14 2 + * = | x:wheel 24:tricycle 3:bicycle /:tricycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 714 | x=(14*((24*2)+3)) | x 14 24 2 * 3 + * = | x:wheel 14:bicycle 24:tricycle 2:wheel *:wheel 3:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 56 | x=((24*3)-(14+2)) | x 24 3 * 14 2 + - = | x:wheel 24:wheel 3:bicycle *:wheel 14:wheel 2:wheel +:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 224 | x=(24*((14*2)/3)) | x 24 14 2 * 3 / * = | x:wheel 24:tricycle 14:bicycle 2:wheel *:wheel 3:tricycle /:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 1152 | x=((24*3)*(14+2)) | x 24 3 * 14 2 + * = | x:wheel 24:tricycle 3:bicycle *:bicycle 14:wheel 2:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 296 | x=(((24-3)*14)+2) | x 24 3 - 14 * 2 + = | x:tricycle 24:bicycle 3:bicycle -:bicycle 14:tricycle *:tricycle 2:tricycle +:tricycle =:tricycle
EXPR: 0 | POS | INT | 40 | 90 | 189 | x=((24+3)*(14/2)) | x 24 3 + 14 2 / * = | x:tricycle 24:wheel 3:wheel +:wheel 14:tricycle 2:bicycle /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 41 | 90 | 744 | x=(24*((14*2)+3)) | x 24 14 2 * 3 + * = | x:tricycle 24:tricycle 14:bicycle 2:wheel *:wheel 3:wheel +:wheel *:tricycle =:tricycle
EXPR: 0 | POS | INT | 41 | 90 | 296 | x=(((24-3)*14)+2) | x 24 3 - 14 * 2 + = | x:tricycle 24:bicycle 3:bicycle -:bicycle 14:tricycle *:tricycle 2:tricycle +:tricycle =:tricycle
EXPR: 0 | POS | INT | 41 | 90 | 189 | x=((24+3)*(14/2)) | x 24 3 + 14 2 / * = | x:tricycle 24:wheel 3:wheel +:wheel 14:tricycle 2:bicycle /:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 42 | 90 | 1680 | (24*14)=(x/(3+2)) | 24 14 * x 3 2 + / = | 24:bicycle 14:wheel *:wheel x:wheel 3:bicycle 2:bicycle +:bicycle /:wheel =:wheel
EXPR: 0 | POS | INT | 42 | 90 | 204 | 2=((24/x)*(14+3)) | 2 24 x / 14 3 + * = | 2:wheel 24:bicycle x:tricycle /:bicycle 14:wheel 3:wheel +:wheel *:wheel =:wheel
