parameters: n=9 l=4 k=1 p=5 q=1 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 160 | 2 | x=(((4-8)-4)+10) | x 4 8 - 4 - 10 + = | x:ball 4:ball 8:ball -:ball 4:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 2 | x=((4-(8+4))+10) | x 4 8 4 + - 10 + = | x:ball 4:ball 8:ball 4:ball +:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 18 | x=((4+(8-4))+10) | x 4 8 4 - + 10 + = | x:ball 4:ball 8:ball 4:ball -:ball +:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 26 | x=((4+(8+4))+10) | x 4 8 4 + + 10 + = | x:ball 4:ball 8:ball 4:ball +:ball +:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 10 | x=((4-8)+(4+10)) | x 4 8 - 4 10 + + = | x:ball 4:ball 8:ball -:ball 4:ball 10:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 18 | x=(((4+8)-4)+10) | x 4 8 + 4 - 10 + = | x:ball 4:ball 8:ball +:ball 4:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 6 | x=(((4+8)+4)-10) | x 4 8 + 4 + 10 - = | x:ball 4:ball 8:ball +:ball 4:ball +:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 2 | x=(((4-8)-4)+10) | x 4 8 - 4 - 10 + = | x:ball 4:ball 8:ball -:ball 4:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 2 | x=((4-8)-(4-10)) | x 4 8 - 4 10 - - = | x:ball 4:ball 8:ball -:ball 4:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 10 | x=(((4-8)+4)+10) | x 4 8 - 4 + 10 + = | x:ball 4:ball 8:ball -:ball 4:ball +:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 6 | x=((4+(8+4))-10) | x 4 8 4 + + 10 - = | x:ball 4:ball 8:ball 4:ball +:ball +:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 26 | x=(4+((8+4)+10)) | x 4 8 4 + 10 + + = | x:ball 4:ball 8:ball 4:ball +:ball 10:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 18 | x=(4+((8-4)+10)) | x 4 8 4 - 10 + + = | x:ball 4:ball 8:ball 4:ball -:ball 10:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 6 | x=(4+((8+4)-10)) | x 4 8 4 + 10 - + = | x:ball 4:ball 8:ball 4:ball +:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 26 | x=(((4+8)+4)+10) | x 4 8 + 4 + 10 + = | x:ball 4:ball 8:ball +:ball 4:ball +:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 10 | x=(4-((8-4)-10)) | x 4 8 4 - 10 - - = | x:ball 4:ball 8:ball 4:ball -:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 18 | x=((4+8)-(4-10)) | x 4 8 + 4 10 - - = | x:ball 4:ball 8:ball +:ball 4:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 26 | x=((4+8)+(4+10)) | x 4 8 + 4 10 + + = | x:ball 4:ball 8:ball +:ball 4:ball 10:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 6 | x=((4+8)+(4-10)) | x 4 8 + 4 10 - + = | x:ball 4:ball 8:ball +:ball 4:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 1 | 160 | 2 | x=(4-((8+4)-10)) | x 4 8 4 + 10 - - = | x:ball 4:ball 8:ball 4:ball +:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(8+(4-(x-10))) | 4 8 4 x 10 - - + = | 4:ball 8:ball 4:ball x:ball 10:ball -:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | 4=((x-8)-(4-10)) | 4 x 8 - 4 10 - - = | 4:ball x:ball 8:ball -:ball 4:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((x+8)-(4+10)) | 4 x 8 + 4 10 + - = | 4:ball x:ball 8:ball +:ball 4:ball 10:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=((x-8)+(4-10)) | 4 x 8 - 4 10 - + = | 4:ball x:ball 8:ball -:ball 4:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8+((x-4)-10)) | 4 8 x 4 - 10 - + = | 4:ball 8:ball x:ball 4:ball -:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=(8+((x+4)-10)) | 4 8 x 4 + 10 - + = | 4:ball 8:ball x:ball 4:ball +:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 26 | (((x-4)-8)-4)=10 | x 4 - 8 - 4 - 10 = | x:ball 4:ball -:ball 8:ball -:ball 4:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8-((x+4)-10)) | 4 8 x 4 + 10 - - = | 4:ball 8:ball x:ball 4:ball +:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | (((4+8)-4)+x)=10 | 4 8 + 4 - x + 10 = | 4:ball 8:ball +:ball 4:ball -:ball x:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=(8+(x+(4-10))) | 4 8 x 4 10 - + + = | 4:ball 8:ball x:ball 4:ball 10:ball -:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8-(x+(4-10))) | 4 8 x 4 10 - + - = | 4:ball 8:ball x:ball 4:ball 10:ball -:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | (((x-4)-8)+4)=10 | x 4 - 8 - 4 + 10 = | x:ball 4:ball -:ball 8:ball -:ball 4:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | (((x-4)+8)-4)=10 | x 4 - 8 + 4 - 10 = | x:ball 4:ball -:ball 8:ball +:ball 4:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | (((x-4)+8)+4)=10 | x 4 - 8 + 4 + 10 = | x:ball 4:ball -:ball 8:ball +:ball 4:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | (((4-8)+x)-4)=10 | 4 8 - x + 4 - 10 = | 4:ball 8:ball -:ball x:ball +:ball 4:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | (((4+8)-x)+4)=10 | 4 8 + x - 4 + 10 = | 4:ball 8:ball +:ball x:ball -:ball 4:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | (((4+8)+4)-x)=10 | 4 8 + 4 + x - 10 = | 4:ball 8:ball +:ball 4:ball +:ball x:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | (4+((8-x)+4))=10 | 4 8 x - 4 + + 10 = | 4:ball 8:ball x:ball -:ball 4:ball +:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | (4+((8+x)-4))=10 | 4 8 x + 4 - + 10 = | 4:ball 8:ball x:ball +:ball 4:ball -:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(x+((8-4)-10)) | 4 x 8 4 - 10 - + = | 4:ball x:ball 8:ball 4:ball -:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=(x+((8+4)-10)) | 4 x 8 4 + 10 - + = | 4:ball x:ball 8:ball 4:ball +:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | 4=(x-((8+4)-10)) | 4 x 8 4 + 10 - - = | 4:ball x:ball 8:ball 4:ball +:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | (((x+4)-8)-4)=10 | x 4 + 8 - 4 - 10 = | x:ball 4:ball +:ball 8:ball -:ball 4:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | (((x+4)+8)-4)=10 | x 4 + 8 + 4 - 10 = | x:ball 4:ball +:ball 8:ball +:ball 4:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((8-(x+4))+10) | 4 8 x 4 + - 10 + = | 4:ball 8:ball x:ball 4:ball +:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(x-((8-4)+10)) | 4 x 8 4 - 10 + - = | 4:ball x:ball 8:ball 4:ball -:ball 10:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((8+(x-4))-10) | 4 8 x 4 - + 10 - = | 4:ball 8:ball x:ball 4:ball -:ball +:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((8-(4+x))+10) | 4 8 4 x + - 10 + = | 4:ball 8:ball 4:ball x:ball +:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=((8+4)-(10-x)) | 4 8 4 + 10 x - - = | 4:ball 8:ball 4:ball +:ball 10:ball x:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=(((8+4)+x)-10) | 4 8 4 + x + 10 - = | 4:ball 8:ball 4:ball +:ball x:ball +:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=((8-(x-4))+10) | 4 8 x 4 - - 10 + = | 4:ball 8:ball x:ball 4:ball -:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=((8+4)+(10-x)) | 4 8 4 + 10 x - + = | 4:ball 8:ball 4:ball +:ball 10:ball x:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((8-(4-x))-10) | 4 8 4 x - - 10 - = | 4:ball 8:ball 4:ball x:ball -:ball -:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((8-4)+(10-x)) | 4 8 4 - 10 x - + = | 4:ball 8:ball 4:ball -:ball 10:ball x:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=(8+(4-(10-x))) | 4 8 4 10 x - - + = | 4:ball 8:ball 4:ball 10:ball x:ball -:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(8+(4+(10-x))) | 4 8 4 10 x - + + = | 4:ball 8:ball 4:ball 10:ball x:ball -:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8-(4+(10-x))) | 4 8 4 10 x - + - = | 4:ball 8:ball 4:ball 10:ball x:ball -:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(x+(8-(4+10))) | 4 x 8 4 10 + - + = | 4:ball x:ball 8:ball 4:ball 10:ball +:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=((8+(4+x))-10) | 4 8 4 x + + 10 - = | 4:ball 8:ball 4:ball x:ball +:ball +:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | (4-(8-(x-4)))=10 | 4 8 x 4 - - - 10 = | 4:ball 8:ball x:ball 4:ball -:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((8-4)-(10-x)) | 4 8 4 - 10 x - - = | 4:ball 8:ball 4:ball -:ball 10:ball x:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | (4-(8+(4-x)))=10 | 4 8 4 x - + - 10 = | 4:ball 8:ball 4:ball x:ball -:ball +:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=(x+(8+(4-10))) | 4 x 8 4 10 - + + = | 4:ball x:ball 8:ball 4:ball 10:ball -:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(x-(8-(4-10))) | 4 x 8 4 10 - - - = | 4:ball x:ball 8:ball 4:ball 10:ball -:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | (4+(8-(x-4)))=10 | 4 8 x 4 - - + 10 = | 4:ball 8:ball x:ball 4:ball -:ball -:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | (4-(8-(x+4)))=10 | 4 8 x 4 + - - 10 = | 4:ball 8:ball x:ball 4:ball +:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(8-(x-(4+10))) | 4 8 x 4 10 + - - = | 4:ball 8:ball x:ball 4:ball 10:ball +:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8+(x-(4+10))) | 4 8 x 4 10 + - + = | 4:ball 8:ball x:ball 4:ball 10:ball +:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | 4=(x-(8+(4-10))) | 4 x 8 4 10 - + - = | 4:ball x:ball 8:ball 4:ball 10:ball -:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 26 | 4=(x-(8+(4+10))) | 4 x 8 4 10 + + - = | 4:ball x:ball 8:ball 4:ball 10:ball +:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8-(4-(10-x))) | 4 8 4 10 x - - - = | 4:ball 8:ball 4:ball 10:ball x:ball -:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(8+((4+10)-x)) | 4 8 4 10 + x - + = | 4:ball 8:ball 4:ball 10:ball +:ball x:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8-((4+10)-x)) | 4 8 4 10 + x - - = | 4:ball 8:ball 4:ball 10:ball +:ball x:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | (x-((4-8)-4))=10 | x 4 8 - 4 - - 10 = | x:ball 4:ball 8:ball -:ball 4:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | (((4-8)+x)+4)=10 | 4 8 - x + 4 + 10 = | 4:ball 8:ball -:ball x:ball +:ball 4:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | (x-((4-8)+4))=10 | x 4 8 - 4 + - 10 = | x:ball 4:ball 8:ball -:ball 4:ball +:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | (x+((4-8)+4))=10 | x 4 8 - 4 + + 10 = | x:ball 4:ball 8:ball -:ball 4:ball +:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=((8+4)-(x-10)) | 4 8 4 + x 10 - - = | 4:ball 8:ball 4:ball +:ball x:ball 10:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(((8-4)-10)+x) | 4 8 4 - 10 - x + = | 4:ball 8:ball 4:ball -:ball 10:ball -:ball x:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(((8-4)+10)-x) | 4 8 4 - 10 + x - = | 4:ball 8:ball 4:ball -:ball 10:ball +:ball x:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8-(4-(x-10))) | 4 8 4 x 10 - - - = | 4:ball 8:ball 4:ball x:ball 10:ball -:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=((8+4)+(x-10)) | 4 8 4 + x 10 - + = | 4:ball 8:ball 4:ball +:ball x:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(((8-x)-4)+10) | 4 8 x - 4 - 10 + = | 4:ball 8:ball x:ball -:ball 4:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(8-(4+(x-10))) | 4 8 4 x 10 - + - = | 4:ball 8:ball 4:ball x:ball 10:ball -:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | (((4+8)+x)-4)=10 | 4 8 + x + 4 - 10 = | 4:ball 8:ball +:ball x:ball +:ball 4:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 26 | ((x-(4+8))-4)=10 | x 4 8 + - 4 - 10 = | x:ball 4:ball 8:ball +:ball -:ball 4:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | (((4-8)-4)+x)=10 | 4 8 - 4 - x + 10 = | 4:ball 8:ball -:ball 4:ball -:ball x:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | (4-((8-4)-x))=10 | 4 8 4 - x - - 10 = | 4:ball 8:ball 4:ball -:ball x:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=((x+8)+(4-10)) | 4 x 8 + 4 10 - + = | 4:ball x:ball 8:ball +:ball 4:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(((8-x)+4)+10) | 4 8 x - 4 + 10 + = | 4:ball 8:ball x:ball -:ball 4:ball +:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | (x-((4+8)-4))=10 | x 4 8 + 4 - - 10 = | x:ball 4:ball 8:ball +:ball 4:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=(((x-8)+4)-10) | 4 x 8 - 4 + 10 - = | 4:ball x:ball 8:ball -:ball 4:ball +:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 26 | 4=(((x-8)-4)-10) | 4 x 8 - 4 - 10 - = | 4:ball x:ball 8:ball -:ball 4:ball -:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | (x+((4+8)-4))=10 | x 4 8 + 4 - + 10 = | x:ball 4:ball 8:ball +:ball 4:ball -:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=((8+x)-(4+10)) | 4 8 x + 4 10 + - = | 4:ball 8:ball x:ball +:ball 4:ball 10:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=((8+x)+(4-10)) | 4 8 x + 4 10 - + = | 4:ball 8:ball x:ball +:ball 4:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | 4=(((x+8)-4)-10) | 4 x 8 + 4 - 10 - = | 4:ball x:ball 8:ball +:ball 4:ball -:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | 4=(((x+8)+4)-10) | 4 x 8 + 4 + 10 - = | 4:ball x:ball 8:ball +:ball 4:ball +:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | 4=((8+(4-x))+10) | 4 8 4 x - + 10 + = | 4:ball 8:ball 4:ball x:ball -:ball +:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | ((4+8)-(4-x))=10 | 4 8 + 4 x - - 10 = | 4:ball 8:ball +:ball 4:ball x:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 26 | (x-((4+8)+4))=10 | x 4 8 + 4 + - 10 = | x:ball 4:ball 8:ball +:ball 4:ball +:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 2 | ((4+8)+(x-4))=10 | 4 8 + x 4 - + 10 = | 4:ball 8:ball +:ball x:ball 4:ball -:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | ((4+8)-(x-4))=10 | 4 8 + x 4 - - 10 = | 4:ball 8:ball +:ball x:ball 4:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | (4-(8-(4+x)))=10 | 4 8 4 x + - - 10 = | 4:ball 8:ball 4:ball x:ball +:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 6 | (4+(8+(4-x)))=10 | 4 8 4 x - + + 10 = | 4:ball 8:ball 4:ball x:ball -:ball +:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | ((4-8)-(4-x))=10 | 4 8 - 4 x - - 10 = | 4:ball 8:ball -:ball 4:ball x:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 10 | ((4-(8-4))+x)=10 | 4 8 4 - - x + 10 = | 4:ball 8:ball 4:ball -:ball -:ball x:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 2 | 160 | 18 | ((x-(4+8))+4)=10 | x 4 8 + - 4 + 10 = | x:ball 4:ball 8:ball +:ball -:ball 4:ball +:ball 10:ball =:ball
