parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 10 | 41 | 139 | x=(17+(48+(25+49))) | x 17 48 25 49 + + + = | x:dollar 17:dollar 48:dollar 25:dollar 49:dollar +:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 41 | 55 | ((25+(17+x))-48)=49 | 25 17 x + + 48 - 49 = | 25:dollar 17:dollar x:dollar +:dollar +:dollar 48:dollar -:dollar 49:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 41 | 41225 | x=((17*25)*(48+49)) | x 17 25 * 48 49 + * = | x:dollar 17:dollar 25:money *:money 48:dollar 49:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 41 | 2394 | x=(17+((48*49)+25)) | x 17 48 49 * 25 + + = | x:dollar 17:dollar 48:money 49:dollar *:dollar 25:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 41 | 41225 | x=((17*25)*(48+49)) | x 17 25 * 48 49 + * = | x:dollar 17:dollar 25:money *:money 48:dollar 49:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 2000 | 48=(17+((x/25)-49)) | 48 17 x 25 / 49 - + = | 48:dollar 17:dollar x:dollar 25:money /:dollar 49:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 43 | 48=(17+(49-(x-25))) | 48 17 49 x 25 - - + = | 48:dollar 17:dollar 49:dollar x:dollar 25:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 456 | 48=(x+(17*(25-49))) | 48 x 17 25 49 - * + = | 48:dollar x:dollar 17:money 25:dollar 49:dollar -:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 1194 | 48=((17-x)+(25*49)) | 48 17 x - 25 49 * + = | 48:dollar 17:dollar x:dollar -:dollar 25:money 49:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 1256 | 48=(17+(x-(25*49))) | 48 17 x 25 49 * - + = | 48:dollar 17:dollar x:dollar 25:money 49:dollar *:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 294 | 17=(48-((x/49)+25)) | 17 48 x 49 / 25 + - = | 17:dollar 48:dollar x:dollar 49:money /:dollar 25:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 3569 | 17=(x-(48*(25+49))) | 17 x 48 25 49 + * - = | 17:dollar x:dollar 48:dollar 25:money 49:money +:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 21641 | 17=(x/(48+(25*49))) | 17 x 48 25 49 * + / = | 17:dollar x:dollar 48:money 25:dollar 49:money *:money +:money /:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 1256 | 48=((17+x)-(25*49)) | 48 17 x + 25 49 * - = | 48:dollar 17:dollar x:dollar +:dollar 25:dollar 49:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 41 | 2344 | 17=((x+25)-(48*49)) | 17 x 25 + 48 49 * - = | 17:dollar x:dollar 25:dollar +:dollar 48:dollar 49:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 41 | 19159 | x=((17*49)*(48-25)) | x 17 49 * 48 25 - * = | x:dollar 17:dollar 49:money *:money 48:dollar 25:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 41 | 20449 | 17=((x-49)/(48*25)) | 17 x 49 - 48 25 * / = | 17:dollar x:dollar 49:dollar -:dollar 48:dollar 25:money *:money /:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 41 | 20351 | 17=((x+49)/(48*25)) | 17 x 49 + 48 25 * / = | 17:dollar x:dollar 49:dollar +:dollar 48:dollar 25:money *:money /:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 41 | 60809 | 17=(x/(49*(48+25))) | 17 x 49 48 25 + * / = | 17:money x:money 49:money 48:dollar 25:dollar +:dollar *:dollar /:money =:money
EXPR: 0 | POS | INT | 37 | 41 | 55 | ((25-(48-x))+17)=49 | 25 48 x - - 17 + 49 = | 25:dollar 48:dollar x:dollar -:dollar -:dollar 17:dollar +:dollar 49:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 41 | 742 | 25=((17*48)-(49+x)) | 25 17 48 * 49 x + - = | 25:dollar 17:money 48:dollar *:dollar 49:dollar x:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 41 | 19159 | 17=(x/(49*(48-25))) | 17 x 49 48 25 - * / = | 17:dollar x:dollar 49:money 48:dollar 25:dollar -:dollar *:money /:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 41 | 294 | (((49/x)*48)+17)=25 | 49 x / 48 * 17 + 25 = | 49:dollar x:money /:dollar 48:money *:dollar 17:dollar +:dollar 25:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 41 | 2010 | 48=(((17+25)*49)-x) | 48 17 25 + 49 * x - = | 48:dollar 17:money 25:money +:money 49:dollar *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 41 | 8 | 17=((x*(48-49))+25) | 17 x 48 49 - * 25 + = | 17:dollar x:dollar 48:money 49:money -:money *:dollar 25:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 41 | 105 | 49=(((17+x)-25)-48) | 49 17 x + 25 - 48 - = | 49:dollar 17:dollar x:dollar +:dollar 25:dollar -:dollar 48:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 41 | 9 | (49-17)=((x+48)-25) | 49 17 - x 48 + 25 - = | 49:dollar 17:dollar -:dollar x:dollar 48:dollar +:dollar 25:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 41 | 1290 | x=(17+((25*49)+48)) | x 17 25 49 * 48 + + = | x:dollar 17:dollar 25:money 49:dollar *:dollar 48:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 41 | 3594 | 17=(x-(49*(48+25))) | 17 x 49 48 25 + * - = | 17:money x:money 49:dollar 48:money 25:money +:money *:money -:money =:money
EXPR: 0 | POS | INT | 47 | 41 | 34 | ((x*(49-25))/17)=48 | x 49 25 - * 17 / 48 = | x:money 49:dollar 25:dollar -:dollar *:money 17:dollar /:money 48:money =:money
EXPR: 0 | POS | INT | 47 | 41 | 8 | (25-((49-48)*x))=17 | 25 49 48 - x * - 17 = | 25:dollar 49:dollar 48:dollar -:dollar x:money *:dollar -:dollar 17:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 41 | 7 | (((x+49)-25)+17)=48 | x 49 + 25 - 17 + 48 = | x:dollar 49:dollar +:dollar 25:dollar -:dollar 17:dollar +:dollar 48:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 41 | 1192 | (((48+25)*17)-x)=49 | 48 25 + 17 * x - 49 = | 48:dollar 25:dollar +:dollar 17:money *:money x:money -:money 49:money =:money
EXPR: 0 | POS | INT | 47 | 41 | 89 | ((25+(x-49))-17)=48 | 25 x 49 - + 17 - 48 = | 25:dollar x:dollar 49:dollar -:dollar +:dollar 17:dollar -:dollar 48:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 41 | 736 | ((x/(17-49))+48)=25 | x 17 49 - / 48 + 25 = | x:dollar 17:money 49:money -:money /:dollar 48:dollar +:dollar 25:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 41 | 34 | ((x*(49-25))/17)=48 | x 49 25 - * 17 / 48 = | x:money 49:dollar 25:dollar -:dollar *:dollar 17:money /:dollar 48:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 41 | 19584 | 49=((x/(17*48))+25) | 49 x 17 48 * / 25 + = | 49:money x:money 17:dollar 48:money *:dollar /:money 25:money +:money =:money
EXPR: 0 | POS | INT | 52 | 41 | 60384 | 49=((x/(17*48))-25) | 49 x 17 48 * / 25 - = | 49:money x:money 17:dollar 48:money *:dollar /:money 25:money -:money =:money
EXPR: 0 | POS | INT | 52 | 41 | 1602 | 48=(((17+49)*25)-x) | 48 17 49 + 25 * x - = | 48:dollar 17:money 49:money +:money 25:dollar *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 41 | 360 | 48=((17*(49-25))-x) | 48 17 49 25 - * x - = | 48:money 17:dollar 49:money 25:money -:money *:money x:money -:money =:money
EXPR: 0 | POS | INT | 52 | 41 | 522 | (((x-48)-49)/17)=25 | x 48 - 49 - 17 / 25 = | x:dollar 48:dollar -:dollar 49:dollar -:dollar 17:money /:dollar 25:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 7 | 48=(((49-25)+17)+x) | 48 49 25 - 17 + x + = | 48:dollar 49:dollar 25:dollar -:dollar 17:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 824 | 49=(x+(25*(17-48))) | 49 x 25 17 48 - * + = | 49:dollar x:dollar 25:money 17:dollar 48:dollar -:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 840 | ((25+(x-49))/17)=48 | 25 x 49 - + 17 / 48 = | 25:dollar x:dollar 49:dollar -:dollar +:dollar 17:money /:dollar 48:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 450 | 49=(((x/25)-17)+48) | 49 x 25 / 17 - 48 + = | 49:dollar x:dollar 25:money /:dollar 17:dollar -:dollar 48:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 425 | 48=(49-(25*(17/x))) | 48 49 25 17 x / * - = | 48:dollar 49:dollar 25:money 17:dollar x:money /:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 34 | 48=(((49-25)*x)/17) | 48 49 25 - x * 17 / = | 48:dollar 49:dollar 25:dollar -:dollar x:money *:dollar 17:money /:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 8 | ((25-x)*(49-48))=17 | 25 x - 49 48 - * 17 = | 25:money x:money -:money 49:dollar 48:dollar -:dollar *:dollar 17:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 890 | (((x-25)-49)/17)=48 | x 25 - 49 - 17 / 48 = | x:dollar 25:dollar -:dollar 49:dollar -:dollar 17:money /:dollar 48:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 840 | (((25-49)+x)/17)=48 | 25 49 - x + 17 / 48 = | 25:dollar 49:dollar -:dollar x:dollar +:dollar 17:money /:dollar 48:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 1224 | 25=((49-(x/17))+48) | 25 49 x 17 / - 48 + = | 25:dollar 49:dollar x:dollar 17:money /:dollar -:dollar 48:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 41 | 7 | (25-((49+x)-48))=17 | 25 49 x + 48 - - 17 = | 25:dollar 49:dollar x:dollar +:dollar 48:dollar -:dollar -:dollar 17:dollar =:dollar
EXPR: 0 | POS | INT | 65 | 41 | 2408 | x=((25*(48+49))-17) | x 25 48 49 + * 17 - = | x:dollar 25:money 48:dollar 49:dollar +:dollar *:dollar 17:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 65 | 41 | 59616 | x=(48*((25*49)+17)) | x 48 25 49 * 17 + * = | x:money 48:dollar 25:money 49:dollar *:money 17:money +:money *:money =:money
EXPR: 0 | POS | INT | 65 | 41 | 57984 | x=(48*((25*49)-17)) | x 48 25 49 * 17 - * = | x:money 48:dollar 25:money 49:dollar *:money 17:money -:money *:money =:money
EXPR: 0 | POS | INT | 66 | 41 | 2408 | x=((25*(48+49))-17) | x 25 48 49 + * 17 - = | x:dollar 25:money 48:dollar 49:dollar +:dollar *:dollar 17:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 66 | 41 | 59616 | x=(48*((25*49)+17)) | x 48 25 49 * 17 + * = | x:money 48:dollar 25:money 49:dollar *:money 17:money +:money *:money =:money
EXPR: 0 | POS | INT | 67 | 41 | 425 | (x/(25*(49-48)))=17 | x 25 49 48 - * / 17 = | x:money 25:money 49:dollar 48:dollar -:dollar *:dollar /:money 17:money =:money
EXPR: 0 | POS | INT | 67 | 41 | 1256 | ((48+(25*49))-x)=17 | 48 25 49 * + x - 17 = | 48:dollar 25:money 49:dollar *:dollar +:dollar x:dollar -:dollar 17:dollar =:dollar
EXPR: 0 | POS | INT | 67 | 41 | 2360 | (25+((48*49)-x))=17 | 25 48 49 * x - + 17 = | 25:dollar 48:money 49:dollar *:dollar x:dollar -:dollar +:dollar 17:dollar =:dollar
EXPR: 0 | POS | INT | 67 | 41 | 37975 | (48-(x/(25*49)))=17 | 48 x 25 49 * / - 17 = | 48:dollar x:dollar 25:dollar 49:money *:money /:dollar -:dollar 17:dollar =:dollar
EXPR: 0 | POS | INT | 67 | 41 | 9 | 17=((25+(49-48))-x) | 17 25 49 48 - + x - = | 17:money 25:money 49:money 48:money -:money +:money x:money -:money =:money
NET 75 non-negative, integer-valued solutions found out of 1000 total solutions
