parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 2 | 29 | - | 11=(19+((7/x)-8)) | 11 19 7 x / 8 - + = | 11:dollar 19:dollar 7:dollar x:money /:dollar 8:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 29 | 8 | 19=(11-((7-8)*x)) | 19 11 7 8 - x * - = | 19:dollar 11:dollar 7:dollar 8:dollar -:dollar x:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 29 | 38 | ((x/19)*(11-7))=8 | x 19 / 11 7 - * 8 = | x:money 19:dollar /:money 11:dollar 7:dollar -:dollar *:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 29 | - | (19-(11-(7/x)))=8 | 19 11 7 x / - - 8 = | 19:dollar 11:dollar 7:dollar x:money /:dollar -:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 29 | 0 | 11=((19-8)+(7*x)) | 11 19 8 - 7 x * + = | 11:dollar 19:dollar 8:dollar -:dollar 7:dollar x:money *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 29 | - | 11=((19-8)+(7/x)) | 11 19 8 - 7 x / + = | 11:dollar 19:dollar 8:dollar -:dollar 7:dollar x:money /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 29 | 7 | 11=((19-8)*(x/7)) | 11 19 8 - x 7 / * = | 11:dollar 19:dollar 8:dollar -:dollar x:money 7:dollar /:money *:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 29 |  | ((x*7)-(11-19))=8 | x 7 * 11 19 - - 8 = | x:money 7:dollar *:dollar 11:dollar 19:dollar -:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 29 | 15 | 11=(x+(7-(19-8))) | 11 x 7 19 8 - - + = | 11:dollar x:dollar 7:dollar 19:dollar 8:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 29 | 15 | 11=(((7-19)+8)+x) | 11 7 19 - 8 + x + = | 11:dollar 7:dollar 19:dollar -:dollar 8:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 29 | 130 | 11=(((19*7)+8)-x) | 11 19 7 * 8 + x - = | 11:dollar 19:money 7:dollar *:dollar 8:dollar +:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 29 | 7 | 19=(((11*7)/x)+8) | 19 11 7 * x / 8 + = | 19:dollar 11:money 7:dollar *:dollar x:money /:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 29 | 62 | 11=(((19+7)+x)/8) | 11 19 7 + x + 8 / = | 11:dollar 19:dollar 7:dollar +:dollar x:dollar +:dollar 8:money /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 29 | 9 | ((7+(11+x))-19)=8 | 7 11 x + + 19 - 8 = | 7:dollar 11:dollar x:dollar +:dollar +:dollar 19:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 29 | 847 | x=((11*7)*(19-8)) | x 11 7 * 19 8 - * = | x:dollar 11:dollar 7:money *:money 19:dollar 8:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 29 | 2079 | x=((11*7)*(19+8)) | x 11 7 * 19 8 + * = | x:dollar 11:dollar 7:money *:money 19:dollar 8:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 29 | 2079 | x=((11*7)*(19+8)) | x 11 7 * 19 8 + * = | x:dollar 11:dollar 7:money *:money 19:dollar 8:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 112 | 19=(11+((x/7)-8)) | 19 11 x 7 / 8 - + = | 19:dollar 11:dollar x:dollar 7:money /:dollar 8:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 7 | 19=(11+(8-(x-7))) | 19 11 8 x 7 - - + = | 19:dollar 11:dollar 8:dollar x:dollar 7:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 30 | 19=(x+(11*(7-8))) | 19 x 11 7 8 - * + = | 19:dollar x:dollar 11:money 7:dollar 8:dollar -:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 48 | 19=((11-x)+(7*8)) | 19 11 x - 7 8 * + = | 19:dollar 11:dollar x:dollar -:dollar 7:money 8:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 64 | 19=(11+(x-(7*8))) | 19 11 x 7 8 * - + = | 19:dollar 11:dollar x:dollar 7:money 8:dollar *:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 8 | 11=(19-((x/8)+7)) | 11 19 x 8 / 7 + - = | 11:dollar 19:dollar x:dollar 8:money /:dollar 7:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 296 | 11=(x-(19*(7+8))) | 11 x 19 7 8 + * - = | 11:dollar x:dollar 19:dollar 7:money 8:money +:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 825 | 11=(x/(19+(7*8))) | 11 x 19 7 8 * + / = | 11:dollar x:dollar 19:money 7:dollar 8:money *:money +:money /:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 64 | 19=((11+x)-(7*8)) | 19 11 x + 7 8 * - = | 19:dollar 11:dollar x:dollar +:dollar 7:dollar 8:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 4 | (19+(x*(8-11)))=7 | 19 x 8 11 - * + 7 = | 19:dollar x:money 8:dollar 11:dollar -:dollar *:dollar +:dollar 7:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | - | 7=(x*(11+(8-19))) | 7 x 11 8 19 - + * = | 7:dollar x:money 11:dollar 8:dollar 19:dollar -:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 221 | 11=((x-(19*7))/8) | 11 x 19 7 * - 8 / = | 11:dollar x:dollar 19:money 7:dollar *:dollar -:dollar 8:money /:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 29 | 64 | 19=((11+x)-(7*8)) | 19 11 x + 7 8 * - = | 19:dollar 11:dollar x:dollar +:dollar 7:money 8:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 29 | 7 | x=((7/11)*(19-8)) | x 7 11 / 19 8 - * = | x:dollar 7:money 11:dollar /:money 19:dollar 8:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 29 | 1056 | x=((11*8)*(19-7)) | x 11 8 * 19 7 - * = | x:dollar 11:dollar 8:money *:money 19:dollar 7:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 29 | 1471.00000000001 | 11=((x-8)/(19*7)) | 11 x 8 - 19 7 * / = | 11:dollar x:dollar 8:dollar -:dollar 19:dollar 7:money *:money /:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 29 | 1454.99999999999 | 11=((x+8)/(19*7)) | 11 x 8 + 19 7 * / = | 11:dollar x:dollar 8:dollar +:dollar 19:dollar 7:money *:money /:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 29 | 2288 | 11=(x/(8*(19+7))) | 11 x 8 19 7 + * / = | 11:money x:money 8:money 19:dollar 7:dollar +:dollar *:dollar /:money =:money
EXPR: 0 | POS | INT | 37 | 29 | 9 | ((7-(19-x))+11)=8 | 7 19 x - - 11 + 8 = | 7:dollar 19:dollar x:dollar -:dollar -:dollar 11:dollar +:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 29 | 30 | 7=(8-((11+19)/x)) | 7 8 11 19 + x / - = | 7:dollar 8:dollar 11:dollar 19:dollar +:dollar x:money /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 29 | 194 | 7=((11*19)-(8+x)) | 7 11 19 * 8 x + - = | 7:dollar 11:money 19:dollar *:dollar 8:dollar x:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 29 | 8 | ((x*(8-7))+11)=19 | x 8 7 - * 11 + 19 = | x:money 8:dollar 7:dollar -:dollar *:dollar 11:dollar +:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 29 | 30 | ((x*(8-7))-11)=19 | x 8 7 - * 11 - 19 = | x:money 8:dollar 7:dollar -:dollar *:dollar 11:dollar -:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 29 | 8 | 19=((11*(8-7))+x) | 19 11 8 7 - * x + = | 19:dollar 11:money 8:dollar 7:dollar -:dollar *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 29 | 125 | 19=(((11+7)*8)-x) | 19 11 7 + 8 * x - = | 19:dollar 11:money 7:money +:money 8:dollar *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 29 | 23 | 8=(((11+x)-7)-19) | 8 11 x + 7 - 19 - = | 8:dollar 11:dollar x:dollar +:dollar 7:dollar -:dollar 19:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 |  | (19-((x*7)+8))=11 | 19 x 7 * 8 + - 11 = | 19:dollar x:money 7:dollar *:dollar 8:dollar +:dollar -:dollar 11:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 15 | ((7+(8+x))-11)=19 | 7 8 x + + 11 - 19 = | 7:dollar 8:dollar x:dollar +:dollar +:dollar 11:dollar -:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 8 | 19=(7+((8/x)+11)) | 19 7 8 x / 11 + + = | 19:dollar 7:dollar 8:dollar x:money /:dollar 11:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 7 | 7=((19-8)*(x/11)) | 7 19 8 - x 11 / * = | 7:dollar 19:dollar 8:dollar -:dollar x:money 11:dollar /:money *:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 219 | 11=(x-(8*(19+7))) | 11 x 8 19 7 + * - = | 11:money x:money 8:dollar 19:money 7:money +:money *:money -:money =:money
EXPR: 0 | POS | INT | 47 | 29 | - | 19=(8-((7/x)-11)) | 19 8 7 x / 11 - - = | 19:dollar 8:dollar 7:dollar x:money /:dollar 11:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 7 | ((8*(7/x))+11)=19 | 8 7 x / * 11 + 19 = | 8:money 7:dollar x:money /:dollar *:dollar 11:dollar +:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 209 | ((x*(8-7))/11)=19 | x 8 7 - * 11 / 19 = | x:money 8:dollar 7:dollar -:dollar *:money 11:dollar /:money 19:money =:money
EXPR: 0 | POS | INT | 47 | 29 | 7 | (((7*8)/x)+11)=19 | 7 8 * x / 11 + 19 = | 7:money 8:dollar *:dollar x:money /:dollar 11:dollar +:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 7 | (((x+8)-7)+11)=19 | x 8 + 7 - 11 + 19 = | x:dollar 8:dollar +:dollar 7:dollar -:dollar 11:dollar +:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 278 | (((19+7)*11)-x)=8 | 19 7 + 11 * x - 8 = | 19:dollar 7:dollar +:dollar 11:money *:money x:money -:money 8:money =:money
EXPR: 0 | POS | INT | 47 | 29 | 209 | ((x*(8-7))/11)=19 | x 8 7 - * 11 / 19 = | x:money 8:dollar 7:dollar -:dollar *:dollar 11:money /:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 31 | ((7+(x-8))-11)=19 | 7 x 8 - + 11 - 19 = | 7:dollar x:dollar 8:dollar -:dollar +:dollar 11:dollar -:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 494 | ((x/(11+8))-19)=7 | x 11 8 + / 19 - 7 = | x:dollar 11:money 8:money +:money /:dollar 19:dollar -:dollar 7:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 62 | ((19+(7+x))/11)=8 | 19 7 x + + 11 / 8 = | 19:dollar 7:dollar x:dollar +:dollar +:dollar 11:money /:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 29 | 76 | ((19-(7-x))/11)=8 | 19 7 x - - 11 / 8 = | 19:dollar 7:dollar x:dollar -:dollar -:dollar 11:money /:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 29 | 209 | 8=((x/(11*19))+7) | 8 x 11 19 * / 7 + = | 8:money x:money 11:dollar 19:money *:dollar /:money 7:money +:money =:money
EXPR: 0 | POS | INT | 52 | 29 | 3135 | 8=((x/(11*19))-7) | 8 x 11 19 * / 7 - = | 8:money x:money 11:dollar 19:money *:dollar /:money 7:money -:money =:money
EXPR: 0 | POS | INT | 52 | 29 | 114 | 19=(((11+8)*7)-x) | 19 11 8 + 7 * x - = | 19:dollar 11:money 8:money +:money 7:dollar *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 29 | 8 | 19=((11*(8-7))+x) | 19 11 8 7 - * x + = | 19:money 11:dollar 8:money 7:money -:money *:money x:money +:money =:money
EXPR: 0 | POS | INT | 52 | 29 | 104 | (((x-19)-8)/11)=7 | x 19 - 8 - 11 / 7 = | x:dollar 19:dollar -:dollar 8:dollar -:dollar 11:money /:dollar 7:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 29 | 8 | (((8-19)/11)+x)=7 | 8 19 - 11 / x + 7 = | 8:dollar 19:dollar -:dollar 11:money /:dollar x:dollar +:dollar 7:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 29 | 5 | ((19*x)-(11*8))=7 | 19 x * 11 8 * - 7 = | 19:money x:dollar *:dollar 11:money 8:dollar *:dollar -:dollar 7:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 7 | 19=(((8-7)+11)+x) | 19 8 7 - 11 + x + = | 19:dollar 8:dollar 7:dollar -:dollar 11:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 64 | 8=(x+(7*(11-19))) | 8 x 7 11 19 - * + = | 8:dollar x:dollar 7:money 11:dollar 19:dollar -:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 210 | ((7+(x-8))/11)=19 | 7 x 8 - + 11 / 19 = | 7:dollar x:dollar 8:dollar -:dollar +:dollar 11:money /:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 0 | 8=(((x/7)-11)+19) | 8 x 7 / 11 - 19 + = | 8:dollar x:dollar 7:money /:dollar 11:dollar -:dollar 19:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 7 | 19=(8+(7*(11/x))) | 19 8 7 11 x / * + = | 19:dollar 8:dollar 7:money 11:dollar x:money /:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 209 | 19=(((8-7)*x)/11) | 19 8 7 - x * 11 / = | 19:dollar 8:dollar 7:dollar -:dollar x:money *:dollar 11:money /:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 8 | ((7-x)*(8-19))=11 | 7 x - 8 19 - * 11 = | 7:money x:money -:money 8:dollar 19:dollar -:dollar *:dollar 11:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 7 | 8=((7*(19-11))/x) | 8 7 19 11 - * x / = | 8:dollar 7:money 19:dollar 11:dollar -:dollar *:dollar x:money /:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 224 | (((x-7)-8)/11)=19 | x 7 - 8 - 11 / 19 = | x:dollar 7:dollar -:dollar 8:dollar -:dollar 11:money /:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 210 | (((7-8)+x)/11)=19 | 7 8 - x + 11 / 19 = | 7:dollar 8:dollar -:dollar x:dollar +:dollar 11:money /:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 51 | (x+(8*(7-11)))=19 | x 8 7 11 - * + 19 = | x:money 8:money 7:dollar 11:dollar -:dollar *:money +:money 19:money =:money
EXPR: 0 | POS | INT | 57 | 29 | 21 | (x+(8/(7-11)))=19 | x 8 7 11 - / + 19 = | x:money 8:money 7:dollar 11:dollar -:dollar /:money +:money 19:money =:money
EXPR: 0 | POS | INT | 57 | 29 | 30 | ((7-8)*(11-x))=19 | 7 8 - 11 x - * 19 = | 7:dollar 8:dollar -:dollar 11:money x:money -:money *:money 19:money =:money
EXPR: 0 | POS | INT | 57 | 29 | 2 | (((7+8)*x)-11)=19 | 7 8 + x * 11 - 19 = | 7:dollar 8:dollar +:dollar x:money *:money 11:money -:money 19:money =:money
EXPR: 0 | POS | INT | 57 | 29 | 153 | ((x+(7*8))/11)=19 | x 7 8 * + 11 / 19 = | x:money 7:dollar 8:money *:money +:money 11:dollar /:money 19:money =:money
EXPR: 0 | POS | INT | 57 | 29 | 23 | (19+((7-x)+8))=11 | 19 7 x - 8 + + 11 = | 19:dollar 7:dollar x:dollar -:dollar 8:dollar +:dollar +:dollar 11:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 148 | ((x+(11-7))/8)=19 | x 11 7 - + 8 / 19 = | x:money 11:money 7:money -:money +:money 8:dollar /:money 19:money =:money
EXPR: 0 | POS | INT | 57 | 29 | 48 | (((7*8)+11)-x)=19 | 7 8 * 11 + x - 19 = | 7:money 8:dollar *:dollar 11:dollar +:dollar x:dollar -:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 194 | ((7+(8+x))/11)=19 | 7 8 x + + 11 / 19 = | 7:dollar 8:dollar x:dollar +:dollar +:dollar 11:money /:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 210 | ((7-(8-x))/11)=19 | 7 8 x - - 11 / 19 = | 7:dollar 8:dollar x:dollar -:dollar -:dollar 11:money /:dollar 19:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 29 | 38 | (7+((19*8)/x))=11 | 7 19 8 * x / + 11 = | 7:dollar 19:money 8:dollar *:dollar x:money /:dollar +:dollar 11:dollar =:dollar
EXPR: 0 | POS | INT | 65 | 29 | 178 | x=((7*(19+8))-11) | x 7 19 8 + * 11 - = | x:dollar 7:money 19:dollar 8:dollar +:dollar *:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 65 | 29 | 1273 | x=(19*((7*8)+11)) | x 19 7 8 * 11 + * = | x:money 19:dollar 7:money 8:dollar *:money 11:money +:money *:money =:money
EXPR: 0 | POS | INT | 65 | 29 | 855 | x=(19*((7*8)-11)) | x 19 7 8 * 11 - * = | x:money 19:dollar 7:money 8:dollar *:money 11:money -:money *:money =:money
EXPR: 0 | POS | INT | 66 | 29 | 178 | x=((7*(19+8))-11) | x 7 19 8 + * 11 - = | x:dollar 7:money 19:dollar 8:dollar +:dollar *:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 66 | 29 | 1273 | x=(19*((7*8)+11)) | x 19 7 8 * 11 + * = | x:money 19:dollar 7:money 8:dollar *:money 11:money +:money *:money =:money
EXPR: 0 | POS | INT | 67 | 29 | 64 | ((19+(7*8))-x)=11 | 19 7 8 * + x - 11 = | 19:dollar 7:money 8:dollar *:dollar +:dollar x:dollar -:dollar 11:dollar =:dollar
NET 114 non-negative, integer-valued solutions found out of 1000 total solutions
