1 1:1 2:0.8447814454220686 3:0.08333333333333333 4:0 5:1 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00010006003602161297 25:1 26:0 27:0 28:0 29:1 30:0 31:0 32:0 33:0 34:1 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:0.6553488955579494 54:0.5616212450978857 55:0.7313576519704922 56:0.62703865963179 57:0.6205333942611899 58:0.6393277850627613 59:0.6035440750704084 60:0.5262694268381999 61:0.6455989729987797 62:0.5292660294000701 63:1 64:0.6270476656467127 65:0.5 66:0.6024026113833607 67:0.62703865963179 68:0.5682579248022847 69:0.6308303126598502 70:0.5292660294000701 71:0.6407201071694983 72:0.7208138381606585 73:0.7597396727417649 74:0.6856832288726329 75:0.7119776930283281 76:1 
1 1:1 2:0.8447814454220686 3:0.09090909090909091 4:0 5:1 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00010006003602161297 25:1 26:0 27:0 28:0 29:1 30:0 31:0 32:0 33:0 34:1 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:0.6553488955579494 54:0.5616212450978857 55:0.7313576519704922 56:0.62703865963179 57:0.6205333942611899 58:0.6393277850627613 59:0.6035440750704084 60:0.5262694268381999 61:0.6455989729987797 62:0.5292660294000701 63:1 64:0.6270476656467127 65:0.5 66:0.6024026113833607 67:0.62703865963179 68:0.5682579248022847 69:0.6308303126598502 70:0.5292660294000701 71:0.6407201071694983 72:0.7208138381606585 73:0.7597396727417649 74:0.6856832288726329 75:0.7119776930283281 76:1 
1 1:1 2:0.8447814454220686 3:0.03225806451612903 4:0 5:1 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00010006003602161297 25:1 26:0 27:0 28:0 29:1 30:0 31:0 32:0 33:0 34:1 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:0.6553488955579494 54:0.5616212450978857 55:0.7313576519704922 56:0.62703865963179 57:0.6205333942611899 58:0.6393277850627613 59:0.6035440750704084 60:0.5262694268381999 61:0.6455989729987797 62:0.5292660294000701 63:1 64:0.6270476656467127 65:0.5 66:0.6024026113833607 67:0.62703865963179 68:0.5682579248022847 69:0.6308303126598502 70:0.5292660294000701 71:0.6407201071694983 72:0.7208138381606585 73:0.7597396727417649 74:0.6856832288726329 75:0.7119776930283281 76:1 
1 1:1 2:0.8447814454220686 3:0.045454545454545456 4:0 5:1 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00010006003602161297 25:1 26:0 27:0 28:0 29:1 30:0 31:0 32:0 33:0 34:1 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:0.6553488955579494 54:0.5616212450978857 55:0.7313576519704922 56:0.62703865963179 57:0.6205333942611899 58:0.6393277850627613 59:0.6035440750704084 60:0.5262694268381999 61:0.6455989729987797 62:0.5292660294000701 63:1 64:0.6270476656467127 65:0.5 66:0.6024026113833607 67:0.62703865963179 68:0.5682579248022847 69:0.6308303126598502 70:0.5292660294000701 71:0.6407201071694983 72:0.7208138381606585 73:0.7597396727417649 74:0.6856832288726329 75:0.7119776930283281 76:1 
-1 1:1 2:0.6119680145125749 3:0.5 4:0 5:0 6:1 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.00011109876680368848 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:1 39:0 40:0 41:0 42:1 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.14806628988686296 53:0.6174869490372198 54:0.6951349776953565 55:0.7470705179172012 56:0.5811526154815995 57:0.6136078854347161 58:0.6611398636730746 59:0.644652558746943 60:0.5406992252857851 61:0.620116125305239 62:0.5 63:0.5999285062784668 64:0.6517193919779468 65:0.5515819430924429 66:0.6303206934435419 67:0.536092223035277 68:0.5902545845741275 69:0.7071671807828336 70:0 71:0.5 72:0.7214490723609647 73:0.6717372847546396 74:0.5931984231108052 75:0.5945989475796132 76:0.7119741583811013 
1 1:1 2:0.8107464088528004 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:-1 23:0 24:0.000125 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:1 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.6264764452700349 53:0.619968781265828 54:0.7078822749498878 55:0.7107707375861372 56:0.6865575540251694 57:0.7296554416208273 58:1 59:0.6844447124196184 60:0.5421168850545613 61:0.5863930105467947 62:0.560743432570608 63:0.7485216505521555 64:0.6460350144755439 65:0.5863527767209992 66:1 67:0.6309756016971211 68:0.7297322196616394 69:0.6865575540251694 70:0.584135437778018 71:0.584135437778018 72:0.7360748050706261 73:1 74:0.6140020047584228 75:0.6130547462913206 76:0.7486695791019076 
1 1:1 2:0.34674800327586386 3:0.5 4:0 5:0 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.000125 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:1 39:0 40:0 41:0 42:1 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.6264764452700349 53:0.657070774851754 54:1 55:0.7380607346989156 56:0.7110550340917559 57:1 58:0.6400140791147305 59:0.7063995534994241 60:0.7091121634889681 61:0.6015909910388126 62:0.6366309303000642 63:0.7349546918626763 64:1 65:0.7177485733328628 66:1 67:0.694438318830211 68:0.7673576618240046 69:1 70:0.6717372847546396 71:0.6717372847546396 72:0.5382970473844628 73:0.5 74:0.5553775736531282 75:0.6957454165123476 76:0.7539220448953816 
1 1:1 2:0.34674800327586386 3:1 4:0 5:0 6:1 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.000125 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:1 39:0 40:0 41:0 42:1 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.6264764452700349 53:0.657070774851754 54:1 55:0.7380607346989156 56:0.7110550340917559 57:1 58:0.6400140791147305 59:0.7063995534994241 60:0.7091121634889681 61:0.6015909910388126 62:0.6366309303000642 63:0.7349546918626763 64:1 65:0.7177485733328628 66:1 67:0.694438318830211 68:0.7673576618240046 69:1 70:0.6717372847546396 71:0.6717372847546396 72:0.5382970473844628 73:0.5 74:0.5553775736531282 75:0.6957454165123476 76:0.7539220448953816 
-1 1:1 2:0.6119680145125749 3:1 4:0 5:0 6:1 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.00011109876680368848 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:1 39:0 40:0 41:0 42:1 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.14806628988686296 53:0.6174869490372198 54:0.6951349776953565 55:0.7470705179172012 56:0.5811526154815995 57:0.6136078854347161 58:0.6611398636730746 59:0.644652558746943 60:0.5406992252857851 61:0.620116125305239 62:0.5 63:0.5999285062784668 64:0.6517193919779468 65:0.5515819430924429 66:0.6303206934435419 67:0.536092223035277 68:0.5902545845741275 69:0.7071671807828336 70:0 71:0.5 72:0.7214490723609647 73:0.6717372847546396 74:0.5931984231108052 75:0.5945989475796132 76:0.7119741583811013 
1 1:1 2:0.37749568668575656 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00012498437695288088 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.2271364928224277 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:0.6664107346994605 61:1 62:0.6681182275683991 63:1 64:1 65:0.6750098283865735 66:1 67:0.7031976866612785 68:0.6986469999100658 69:0.6919697774235579 70:0.7103482211577957 71:0.7103482211577957 72:0.7052402154062373 73:1 74:0.6816136983674818 75:0.7337815774354726 76:1 
-1 1:1 2:0.49910517305074215 3:0.3333333333333333 4:1 5:0 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00011112345816201801 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:1 54:1 55:1 56:0.5023223663360854 57:1 58:1 59:0.5023223663360854 60:0.5023223663360854 61:1 62:1 63:1 64:1 65:1 66:1 67:0.5082847280143348 68:0.6620883212682176 69:0.6455180183176896 70:1 71:1 72:1 73:1 74:1 75:1 76:1 
1 1:1 2:0.4926056575374261 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:0 23:0 24:0.00012498437695288088 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.2271364928224277 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:0.6664107346994605 61:1 62:0.6681182275683991 63:1 64:1 65:0.6750098283865735 66:1 67:0.7031976866612785 68:0.6986469999100658 69:0.6919697774235579 70:0.7103482211577957 71:0.7103482211577957 72:0.7052402154062373 73:1 74:0.6816136983674818 75:0.7337815774354726 76:1 
-1 1:1 2:0.1558784005383438 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.000111185234600845 25:0 26:1 27:0 28:0 29:0 30:1 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0.17478162074448697 53:1 54:0.6104015239158005 55:0.5987294098434556 56:0.5901866248110297 57:0.6738168682713196 58:0.6878009846846004 59:0.5750719063327238 60:0.6104015239158005 61:0.6058649959931462 62:0.5875041051177083 63:0.751633399261613 64:0.6814739607467726 65:0.5936147976837124 66:0.6636688378834652 67:0.5550537442319672 68:0.6177548482788473 69:0.6547362269230542 70:0.5875041051177083 71:0.5968167610434455 72:1 73:0.7430329229123609 74:0.7349574060515182 75:0.7175211196958381 76:0.7683640579396184 
1 1:1 2:0.13428152527098572 3:0.3333333333333333 4:0 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:-1 24:0.0001110494169905608 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:1 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 
-1 1:1 2:0.16935031140042345 3:0.3333333333333333 4:0 5:1 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:-1 24:0.00011111111111111112 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:0.6755619152133558 54:0.5680437247172305 55:0.5551562154760189 56:0.6074905220890633 57:0.6248849669021841 58:0.5791378802903603 59:0.5422547349520618 60:0.5565771388540416 61:0.66350504484664 62:0.6377354006043701 63:0.7132215690551108 64:0.5338735826534391 65:0.5628694685681452 66:1 67:0.5897022599795625 68:0.7874287009916359 69:0.7103189017304753 70:0.6377354006043701 71:0.6083489230023216 72:1 73:0.7016933768673761 74:0.5570436684137551 75:0.5083248615553172 76:0.5893858034481672 
1 1:1 2:0.11331402730637614 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:-1 24:0.00011112345816201801 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:1 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 
1 1:1 2:0.845737511309658 3:0.3333333333333333 4:0 5:0 6:1 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:0 23:0 24:0.0001110494169905608 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:1 54:0.5049105812025713 55:1 56:1 57:0.6338824387239962 58:0.6514083091053455 59:1 60:1 61:1 62:0.5123428006355317 63:1 64:0.6407489251292355 65:0.5511143605124608 66:0.6179367739951962 67:1 68:0.5803858071090415 69:1 70:0.5123428006355317 71:0.6527090912441985 72:1 73:1 74:1 75:1 76:1 
1 1:1 2:0.7108148769754893 3:0.3333333333333333 4:0 5:0 6:1 7:0 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:0 21:-1 22:0 23:0 24:0.00011108642523883582 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:0.5103864223005199 54:0.6603989117385534 55:0.5080729429727653 56:0.5577734713497952 57:0 58:0.606333296544002 59:0.5296721231718472 60:0.5678490720113271 61:0.5050424974372756 62:0.644602077611181 63:0.5042028876382034 64:0.6520341313528533 65:0.5 66:0.5463616021300438 67:0.601287637232065 68:0.67628317488964 69:0.6886345699919708 70:0.6136078854347161 71:0.6076291922395751 72:1 73:1 74:0.6422011441050903 75:0.7326199308708504 76:0.6088272405090531 
1 1:1 2:0.462001900672749 3:0.3333333333333333 4:0 5:1 6:0 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.00010005002501250626 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:-1 53:0.673477566843542 54:0.5259198042175974 55:0.5188670182636345 56:0.6426187170700146 57:0.6951931432157806 58:0.763476425523682 59:0.6364693367112012 60:0.6364693367112012 61:1 62:0.758307625626456 63:1 64:0.5845314424772066 65:1 66:1 67:0.7465194633041466 68:0.7750264435663338 69:0.7103535170596841 70:0.7062256399538405 71:0.6588435426894343 72:1 73:0.7486572205755662 74:0.5596371286932226 75:1 76:1 
1 1:1 2:0.8819090860031973 3:0.3333333333333333 4:0 5:0 6:1 7:1 8:0 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00011103708638685321 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:1 53:0.6553488955579494 54:0.5616212450978857 55:0.7313576519704922 56:0.62703865963179 57:0.6205333942611899 58:0.6393277850627613 59:0.6035440750704084 60:0.5262694268381999 61:0.6455989729987797 62:0.5292660294000701 63:1 64:0.6270476656467127 65:0.5 66:0.6024026113833607 67:0.62703865963179 68:0.5682579248022847 69:0.6308303126598502 70:0.5292660294000701 71:0.6407201071694983 72:0.7208138381606585 73:0.7597396727417649 74:0.6856832288726329 75:0.7119776930283281 76:1 
