parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
EXPR: 1 | POS | INT | 0 | 22 | 22 | (47-25)=x | 47 25 - x = | 47:seashell 25:seashell -:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 22 | 1175 | (47*25)=x | 47 25 * x = | 47:NONE 25:seashell *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 22 | 1175 | x=(47*25) | x 47 25 * = | x:NONE 47:seashell 25:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 22 | 1175 | (47*25)=x | 47 25 * x = | 47:seashell 25:NONE *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 22 | 1175 | x=(47*25) | x 47 25 * = | x:seashell 47:seashell 25:NONE *:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 22 | 1175 | x=(47*25) | x 47 25 * = | x:NONE 47:NONE 25:seashell *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 22 | 1175 | (47*25)=x | 47 25 * x = | 47:NONE 25:seashell *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 22 | 1175 | x=(47*25) | x 47 25 * = | x:seashell 47:NONE 25:seashell *:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 22 | 1175 | x=(47*25) | x 47 25 * = | x:NONE 47:NONE 25:seashell *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 22 | 1175 | (47*25)=x | 47 25 * x = | 47:NONE 25:seashell *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 22 | 1175 | x=(47*25) | x 47 25 * = | x:NONE 47:seashell 25:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 22 | 1175 | (47*25)=x | 47 25 * x = | 47:seashell 25:NONE *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 22 | 1175 | (47*25)=x | 47 25 * x = | 47:seashell 25:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 22 | 1175 | x=(47*25) | x 47 25 * = | x:seashell 47:seashell 25:NONE *:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 22 | 1175 | 47=(x/25) | 47 x 25 / = | 47:seashell x:seashell 25:NONE /:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 22 | 1175 | (x/47)=25 | x 47 / 25 = | x:seashell 47:NONE /:seashell 25:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 22 | 1175 | 47=(x/25) | 47 x 25 / = | 47:NONE x:NONE 25:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 22 | 1175 | (x/47)=25 | x 47 / 25 = | x:NONE 47:seashell /:NONE 25:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 22 | 1175 | (x/25)=47 | x 25 / 47 = | x:NONE 25:seashell /:NONE 47:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 22 | 1175 | (x/25)=47 | x 25 / 47 = | x:seashell 25:NONE /:seashell 47:seashell =:seashell
EXPR: 0 | POS | INT | 14 | 22 | 1175 | 25=(x/47) | 25 x 47 / = | 25:NONE x:NONE 47:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 22 | 1175 | 25=(x/47) | 25 x 47 / = | 25:seashell x:seashell 47:NONE /:seashell =:seashell
EXPR: 1 | POS | INT | 20 | 22 | 22 | x=(47-25) | x 47 25 - = | x:NONE 47:NONE 25:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 22 | 72 | x=(47+25) | x 47 25 + = | x:NONE 47:NONE 25:NONE +:NONE =:NONE
EXPR: 1 | POS | INT | 20 | 22 | 22 | (47-25)=x | 47 25 - x = | 47:NONE 25:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 22 | 72 | (47+25)=x | 47 25 + x = | 47:NONE 25:NONE +:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 22 | 72 | x=(47+25) | x 47 25 + = | x:NONE 47:NONE 25:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 22 | 72 | (47+25)=x | 47 25 + x = | 47:NONE 25:NONE +:NONE x:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 22 | 22 | x=(47-25) | x 47 25 - = | x:NONE 47:NONE 25:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 22 | 22 | (47-25)=x | 47 25 - x = | 47:NONE 25:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 22 | 72 | (x-47)=25 | x 47 - 25 = | x:NONE 47:NONE -:NONE 25:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 22 | 22 | (47-x)=25 | 47 x - 25 = | 47:NONE x:NONE -:NONE 25:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 22 | 22 | 47=(x+25) | 47 x 25 + = | 47:NONE x:NONE 25:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 22 | 72 | 47=(x-25) | 47 x 25 - = | 47:NONE x:NONE 25:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 22 | 22 | 47=(25+x) | 47 25 x + = | 47:NONE 25:NONE x:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 22 | 72 | (x-25)=47 | x 25 - 47 = | x:NONE 25:NONE -:NONE 47:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 22 | 22 | (25+x)=47 | 25 x + 47 = | 25:NONE x:NONE +:NONE 47:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 22 | 22 | (x+25)=47 | x 25 + 47 = | x:NONE 25:NONE +:NONE 47:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 22 | 22 | 25=(47-x) | 25 47 x - = | 25:NONE 47:NONE x:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 22 | 72 | 25=(x-47) | 25 x 47 - = | 25:NONE x:NONE 47:NONE -:NONE =:NONE
NET 60 non-negative, integer-valued solutions found out of 136 total solutions
