parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
EXPR: 1 | POS | INT | 0 | 16 | 16 | (79-63)=x | 79 63 - x = | 79:seashell 63:seashell -:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 16 | 4977 | (79*63)=x | 79 63 * x = | 79:seashell 63:NONE *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 16 | 4977 | x=(79*63) | x 79 63 * = | x:seashell 79:seashell 63:NONE *:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 16 | 4977 | x=(79*63) | x 79 63 * = | x:NONE 79:NONE 63:seashell *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 4977 | (79*63)=x | 79 63 * x = | 79:NONE 63:seashell *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 4977 | x=(79*63) | x 79 63 * = | x:seashell 79:NONE 63:seashell *:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 16 | 4977 | x=(79*63) | x 79 63 * = | x:NONE 79:NONE 63:seashell *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 4977 | (79*63)=x | 79 63 * x = | 79:NONE 63:seashell *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 16 | 4977 | x=(79*63) | x 79 63 * = | x:NONE 79:seashell 63:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 4977 | (79*63)=x | 79 63 * x = | 79:seashell 63:NONE *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 11 | 16 | 4977 | (79*63)=x | 79 63 * x = | 79:seashell 63:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 4977 | x=(79*63) | x 79 63 * = | x:seashell 79:seashell 63:NONE *:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 16 | 4977 | 79=(x/63) | 79 x 63 / = | 79:seashell x:seashell 63:NONE /:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 16 | 4977 | (x/79)=63 | x 79 / 63 = | x:seashell 79:NONE /:seashell 63:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 16 | 4977 | 79=(x/63) | 79 x 63 / = | 79:NONE x:NONE 63:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 4977 | (x/79)=63 | x 79 / 63 = | x:NONE 79:seashell /:NONE 63:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 16 | 4977 | (x/63)=79 | x 63 / 79 = | x:NONE 63:seashell /:NONE 79:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 16 | 4977 | (x/63)=79 | x 63 / 79 = | x:seashell 63:NONE /:seashell 79:seashell =:seashell
EXPR: 0 | POS | INT | 14 | 16 | 4977 | 63=(x/79) | 63 x 79 / = | 63:NONE x:NONE 79:seashell /:NONE =:NONE
EXPR: 0 | POS | INT | 14 | 16 | 4977 | 63=(x/79) | 63 x 79 / = | 63:seashell x:seashell 79:NONE /:seashell =:seashell
EXPR: 1 | POS | INT | 20 | 16 | 16 | x=(79-63) | x 79 63 - = | x:NONE 79:NONE 63:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 16 | 142 | x=(79+63) | x 79 63 + = | x:NONE 79:NONE 63:NONE +:NONE =:NONE
EXPR: 1 | POS | INT | 20 | 16 | 16 | (79-63)=x | 79 63 - x = | 79:NONE 63:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 20 | 16 | 142 | (79+63)=x | 79 63 + x = | 79:NONE 63:NONE +:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 16 | 142 | x=(79+63) | x 79 63 + = | x:NONE 79:NONE 63:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 21 | 16 | 142 | (79+63)=x | 79 63 + x = | 79:NONE 63:NONE +:NONE x:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 16 | 16 | x=(79-63) | x 79 63 - = | x:NONE 79:NONE 63:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 21 | 16 | 16 | (79-63)=x | 79 63 - x = | 79:NONE 63:NONE -:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 16 | 142 | (x-79)=63 | x 79 - 63 = | x:NONE 79:NONE -:NONE 63:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 16 | 16 | (79-x)=63 | 79 x - 63 = | 79:NONE x:NONE -:NONE 63:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 16 | 16 | 79=(x+63) | 79 x 63 + = | 79:NONE x:NONE 63:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 22 | 16 | 142 | 79=(x-63) | 79 x 63 - = | 79:NONE x:NONE 63:NONE -:NONE =:NONE
EXPR: 1 | POS | INT | 22 | 16 | 16 | 79=(63+x) | 79 63 x + = | 79:NONE 63:NONE x:NONE +:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 16 | 142 | (x-63)=79 | x 63 - 79 = | x:NONE 63:NONE -:NONE 79:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 16 | 16 | (63+x)=79 | 63 x + 79 = | 63:NONE x:NONE +:NONE 79:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 16 | 16 | (x+63)=79 | x 63 + 79 = | x:NONE 63:NONE +:NONE 79:NONE =:NONE
EXPR: 1 | POS | INT | 24 | 16 | 16 | 63=(79-x) | 63 79 x - = | 63:NONE 79:NONE x:NONE -:NONE =:NONE
EXPR: 0 | POS | INT | 24 | 16 | 142 | 63=(x-79) | 63 x 79 - = | 63:NONE x:NONE 79:NONE -:NONE =:NONE
NET 60 non-negative, integer-valued solutions found out of 136 total solutions
