parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 100 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 10 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:bar 4:dozen 12:calorie *:calorie 42:bar *:bar =:bar
EXPR: 1 | POS | INT | 10 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:calorie 4:dozen 12:calorie 42:dozen *:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 10 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:dozen 4:dozen 12:calorie *:dozen 42:bar *:dozen =:dozen
EXPR: 1 | POS | INT | 10 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:bar 4:dozen 12:calorie *:dozen 42:bar *:bar =:bar
EXPR: 0 | POS | INT | 10 | 2016 | 14 | x=((4/12)*42) | x 4 12 / 42 * = | x:bar 4:dozen 12:calorie /:dozen 42:bar *:bar =:bar
EXPR: 1 | POS | INT | 10 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:calorie 4:bar 12:calorie *:calorie 42:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 10 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:dozen 4:dozen 12:calorie 42:bar *:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 10 | 2016 | 126 | x=((12/4)*42) | x 12 4 / 42 * = | x:calorie 12:calorie 4:dozen /:calorie 42:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 10 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:dozen 4:dozen 12:calorie 42:bar *:bar *:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:dozen 4:dozen 12:calorie 42:bar *:bar *:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:calorie 4:dozen 42:bar *:dozen 12:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:calorie 4:bar 12:calorie 42:bar *:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:calorie 4:calorie 12:calorie 42:bar *:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 6 | x=((4*12)-42) | x 4 12 * 42 - = | x:calorie 4:dozen 12:calorie *:calorie 42:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 90 | x=((4*12)+42) | x 4 12 * 42 + = | x:calorie 4:dozen 12:calorie *:calorie 42:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 672 | x=((4+12)*42) | x 4 12 + 42 * = | x:calorie 4:calorie 12:calorie +:calorie 42:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:calorie 4:dozen 12:calorie *:calorie 42:dozen *:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 14 | x=((4/12)*42) | x 4 12 / 42 * = | x:dozen 4:dozen 12:calorie /:dozen 42:bar *:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:calorie 4:dozen 12:calorie *:dozen 42:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 216 | x=(4*(12+42)) | x 4 12 42 + * = | x:calorie 4:dozen 12:calorie 42:calorie +:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:bar 4:dozen 12:calorie *:calorie 42:bar *:bar =:bar
EXPR: 0 | POS | INT | 11 | 2016 | 14 | x=((4/12)*42) | x 4 12 / 42 * = | x:bar 4:dozen 12:calorie /:dozen 42:bar *:bar =:bar
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:calorie 4:dozen 12:calorie 42:dozen *:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 14 | x=((4/12)*42) | x 4 12 / 42 * = | x:calorie 4:dozen 12:calorie /:dozen 42:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:bar 4:dozen 12:calorie *:dozen 42:bar *:bar =:bar
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:calorie 4:bar 12:calorie *:calorie 42:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:dozen 4:dozen 12:calorie *:dozen 42:bar *:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:dozen 4:dozen 12:calorie 42:bar *:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 11 | 2016 | 126 | x=((12/4)*42) | x 12 4 / 42 * = | x:calorie 12:calorie 4:dozen /:calorie 42:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 508 | x=(4+(12*42)) | x 4 12 42 * + = | x:calorie 4:calorie 12:calorie 42:bar *:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | 12=(4*(x/42)) | 12 4 x 42 / * = | 12:calorie 4:dozen x:calorie 42:bar /:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 6 | ((4*12)-x)=42 | 4 12 * x - 42 = | 4:dozen 12:calorie *:calorie x:calorie -:calorie 42:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 508 | 4=(x-(12*42)) | 4 x 12 42 * - = | 4:calorie x:calorie 12:calorie 42:bar *:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((x*4)/42)=12 | x 4 * 42 / 12 = | x:calorie 4:dozen *:calorie 42:bar /:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((4*x)/42)=12 | 4 x * 42 / 12 = | 4:dozen x:calorie *:calorie 42:bar /:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((x*4)/12)=42 | x 4 * 12 / 42 = | x:calorie 4:bar *:bar 12:calorie /:bar 42:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 126 | 12=((4/42)*x) | 12 4 42 / x * = | 12:calorie 4:dozen 42:bar /:dozen x:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 180 | 4=((x-12)/42) | 4 x 12 - 42 / = | 4:calorie x:calorie 12:calorie -:calorie 42:bar /:calorie =:calorie
NET 54 non-negative, integer-valued solutions found out of 100 total solutions
