parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | FRA | 0 | 1.37 | 38.63 | (((5.92*2)+6.79)+20)=x | 5.92 2 * 6.79 + 20 + x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 38.63 | x=((5.92*2)+(6.79+20)) | x 5.92 2 * 6.79 20 + + = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 16.17 | x=((5.92/2)-(6.79-20)) | x 5.92 2 / 6.79 20 - - = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 32.34 | x=(5.92-(2*(6.79-20))) | x 5.92 2 6.79 20 - * - = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 12.34 | (5.92-((2*6.79)-20))=x | 5.92 2 6.79 * 20 - - x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 39.5 | (5.92+((2*6.79)+20))=x | 5.92 2 6.79 * 20 + + x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 317.1936 | x=((5.92*2)*(6.79+20)) | x 5.92 2 * 6.79 20 + * = | x:dollar 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 29.75 | x=(((5.92/2)+6.79)+20) | x 5.92 2 / 6.79 + 20 + = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 16.17 | x=(((5.92/2)-6.79)+20) | x 5.92 2 / 6.79 - 20 + = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar -:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 12.34 | ((5.92-(2*6.79))+20)=x | 5.92 2 6.79 * - 20 + x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar -:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 1.00492 | (5.92/((2/6.79)*20))=x | 5.92 2 6.79 / 20 * / x = | 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 59.5 | x=(5.92+(2*(6.79+20))) | x 5.92 2 6.79 20 + * + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 317.1936 | ((5.92*2)*(6.79+20))=x | 5.92 2 * 6.79 20 + * x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 4.01968 | (5.92*((2*6.79)/20))=x | 5.92 2 6.79 * 20 / * x = | 5.92:dollar 2:ticket 6.79:dollar *:ticket 20:dollar /:ticket *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 25.05 | x=((5.92*2)-(6.79-20)) | x 5.92 2 * 6.79 20 - - = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 39.5 | x=((5.92+(2*6.79))+20) | x 5.92 2 6.79 * + 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 38.63 | x=(((5.92*2)+6.79)+20) | x 5.92 2 * 6.79 + 20 + = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 21.7437407952872 | x=((5.92*(2/6.79))+20) | x 5.92 2 6.79 / * 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket *:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 39.5 | ((5.92+(2*6.79))+20)=x | 5.92 2 6.79 * + 20 + x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 25.05 | ((5.92*2)-(6.79-20))=x | 5.92 2 * 6.79 20 - - x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 34.8748159057437 | x=(((5.92*2)/6.79)*20) | x 5.92 2 * 6.79 / 20 * = | x:dollar 5.92:dollar 2:ticket *:ticket 6.79:dollar /:ticket 20:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 38.63 | ((5.92*2)+(6.79+20))=x | 5.92 2 * 6.79 20 + + x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 29.75 | ((5.92/2)+(6.79+20))=x | 5.92 2 / 6.79 20 + + x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar 20:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 0.110488988428518 | x=(5.92/(2*(6.79+20))) | x 5.92 2 6.79 20 + * / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 0.110488988428518 | (5.92/(2*(6.79+20)))=x | 5.92 2 6.79 20 + * / x = | 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar *:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 0.441955953714072 | x=(5.92*(2/(6.79+20))) | x 5.92 2 6.79 20 + / * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 4.01968 | x=(5.92*((2*6.79)/20)) | x 5.92 2 6.79 * 20 / * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket 20:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 16.17 | ((5.92/2)-(6.79-20))=x | 5.92 2 / 6.79 20 - - x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar 20:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 39.5 | x=(5.92+((2*6.79)+20)) | x 5.92 2 6.79 * 20 + + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 1.00492 | x=(5.92/((2/6.79)*20)) | x 5.92 2 6.79 / 20 * / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 0.441955953714072 | (5.92*(2/(6.79+20)))=x | 5.92 2 6.79 20 + / * x = | 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar /:ticket *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 11.8110162002946 | x=(5.92+((2/6.79)*20)) | x 5.92 2 6.79 / 20 * + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 20.4359351988218 | x=((5.92/(2*6.79))+20) | x 5.92 2 6.79 * / 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket /:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 12.34 | x=(5.92-((2*6.79)-20)) | x 5.92 2 6.79 * 20 - - = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 1.37 | 12.34 | x=((5.92-(2*6.79))+20) | x 5.92 2 6.79 * - 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar -:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 38.63 | (((5.92*2)+6.79)+20)=x | 5.92 2 * 6.79 + 20 + x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 29.75 | (((5.92/2)+6.79)+20)=x | 5.92 2 / 6.79 + 20 + x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 25.05 | (((5.92*2)-6.79)+20)=x | 5.92 2 * 6.79 - 20 + x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar -:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 16.17 | (((5.92/2)-6.79)+20)=x | 5.92 2 / 6.79 - 20 + x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar -:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 32.34 | (5.92-(2*(6.79-20)))=x | 5.92 2 6.79 20 - * - x = | 5.92:dollar 2:ticket 6.79:dollar 20:dollar -:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 25.05 | x=(((5.92*2)-6.79)+20) | x 5.92 2 * 6.79 - 20 + = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar -:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 38.63 | x=((5.92*2)+(6.79+20)) | x 5.92 2 * 6.79 20 + + = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 11.8110162002946 | (5.92+((2/6.79)*20))=x | 5.92 2 6.79 / 20 * + x = | 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 29.75 | x=((5.92/2)+(6.79+20)) | x 5.92 2 / 6.79 20 + + = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 16.17 | x=((5.92/2)-(6.79-20)) | x 5.92 2 / 6.79 20 - - = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 0.0289837997054487 | (5.92-((2/6.79)*20))=x | 5.92 2 6.79 / 20 * - x = | 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 39.5 | (5.92+((2*6.79)+20))=x | 5.92 2 6.79 * 20 + + x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 12.34 | (5.92-((2*6.79)-20))=x | 5.92 2 6.79 * 20 - - x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 32.34 | x=(5.92-(2*(6.79-20))) | x 5.92 2 6.79 20 - * - = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 317.1936 | x=((5.92*2)*(6.79+20)) | x 5.92 2 * 6.79 20 + * = | x:dollar 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 29.75 | x=(((5.92/2)+6.79)+20) | x 5.92 2 / 6.79 + 20 + = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 16.17 | x=(((5.92/2)-6.79)+20) | x 5.92 2 / 6.79 - 20 + = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar -:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 20.4359351988218 | ((5.92/(2*6.79))+20)=x | 5.92 2 6.79 * / 20 + x = | 5.92:dollar 2:ticket 6.79:dollar *:ticket /:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 59.5 | (5.92+(2*(6.79+20)))=x | 5.92 2 6.79 20 + * + x = | 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 317.1936 | ((5.92*2)*(6.79+20))=x | 5.92 2 * 6.79 20 + * x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 25.05 | x=((5.92*2)-(6.79-20)) | x 5.92 2 * 6.79 20 - - = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 39.5 | x=((5.92+(2*6.79))+20) | x 5.92 2 6.79 * + 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 59.5 | x=(5.92+(2*(6.79+20))) | x 5.92 2 6.79 20 + * + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 38.63 | x=(((5.92*2)+6.79)+20) | x 5.92 2 * 6.79 + 20 + = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 12.34 | ((5.92-(2*6.79))+20)=x | 5.92 2 6.79 * - 20 + x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar -:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 38.63 | ((5.92*2)+(6.79+20))=x | 5.92 2 * 6.79 20 + + x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 21.7437407952872 | x=((5.92*(2/6.79))+20) | x 5.92 2 6.79 / * 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket *:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 4.01968 | (5.92*((2*6.79)/20))=x | 5.92 2 6.79 * 20 / * x = | 5.92:dollar 2:ticket 6.79:dollar *:ticket 20:dollar /:ticket *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 25.05 | ((5.92*2)-(6.79-20))=x | 5.92 2 * 6.79 20 - - x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar 20:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 0.110488988428518 | x=(5.92/(2*(6.79+20))) | x 5.92 2 6.79 20 + * / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 0.441955953714072 | x=(5.92*(2/(6.79+20))) | x 5.92 2 6.79 20 + / * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 34.8748159057437 | (((5.92*2)/6.79)*20)=x | 5.92 2 * 6.79 / 20 * x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar /:ticket 20:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 29.75 | ((5.92/2)+(6.79+20))=x | 5.92 2 / 6.79 20 + + x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar 20:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 16.17 | ((5.92/2)-(6.79-20))=x | 5.92 2 / 6.79 20 - - x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar 20:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 4.01968 | x=(5.92*((2*6.79)/20)) | x 5.92 2 6.79 * 20 / * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket 20:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 0.110488988428518 | (5.92/(2*(6.79+20)))=x | 5.92 2 6.79 20 + * / x = | 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar *:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 34.8748159057437 | x=(((5.92*2)/6.79)*20) | x 5.92 2 * 6.79 / 20 * = | x:dollar 5.92:dollar 2:ticket *:ticket 6.79:dollar /:ticket 20:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 39.5 | x=(5.92+((2*6.79)+20)) | x 5.92 2 6.79 * 20 + + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 1.00492 | (5.92/((2/6.79)*20))=x | 5.92 2 6.79 / 20 * / x = | 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 1.00492 | x=(5.92/((2/6.79)*20)) | x 5.92 2 6.79 / 20 * / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 39.5 | ((5.92+(2*6.79))+20)=x | 5.92 2 6.79 * + 20 + x = | 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 0.441955953714072 | (5.92*(2/(6.79+20)))=x | 5.92 2 6.79 20 + / * x = | 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar /:ticket *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 11.8110162002946 | x=(5.92+((2/6.79)*20)) | x 5.92 2 6.79 / 20 * + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 12.34 | x=(5.92-((2*6.79)-20)) | x 5.92 2 6.79 * 20 - - = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 20.4359351988218 | x=((5.92/(2*6.79))+20) | x 5.92 2 6.79 * / 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket /:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 1 | 1.37 | 12.34 | x=((5.92-(2*6.79))+20) | x 5.92 2 6.79 * - 20 + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar -:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 47.8015999999999 | (5.92+((2/6.79)*x))=20 | 5.92 2 6.79 / x * + 20 = | 5.92:dollar 2:ticket 6.79:dollar /:ticket x:dollar *:dollar +:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 5.241 | (5.92-((2/20)*6.79))=x | 5.92 2 20 / 6.79 * - x = | 5.92:dollar 2:ticket 20:dollar /:ticket 6.79:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 6.599 | (5.92+((2/20)*6.79))=x | 5.92 2 20 / 6.79 * + x = | 5.92:dollar 2:ticket 20:dollar /:ticket 6.79:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 7.382 | ((5.92*(2/20))+6.79)=x | 5.92 2 20 / * 6.79 + x = | 5.92:dollar 2:ticket 20:dollar /:ticket *:dollar 6.79:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 16.17 | x=(((5.92/2)+20)-6.79) | x 5.92 2 / 20 + 6.79 - = | x:dollar 5.92:dollar 2:ticket /:dollar 20:dollar +:dollar 6.79:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 156.4064 | x=((5.92*2)*(20-6.79)) | x 5.92 2 * 20 6.79 - * = | x:dollar 5.92:dollar 2:ticket *:ticket 20:dollar 6.79:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 39.13 | (5.92+((2*20)-6.79))=x | 5.92 2 20 * 6.79 - + x = | 5.92:dollar 2:ticket 20:dollar *:dollar 6.79:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 4.01968 | x=(((5.92*2)/20)*6.79) | x 5.92 2 * 20 / 6.79 * = | x:dollar 5.92:dollar 2:ticket *:ticket 20:dollar /:ticket 6.79:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 6.938 | ((5.92/(2*20))+6.79)=x | 5.92 2 20 * / 6.79 + x = | 5.92:dollar 2:ticket 20:dollar *:ticket /:dollar 6.79:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 5.75025 | x=(5.92-(6.79/(2*20))) | x 5.92 6.79 2 20 * / - = | x:dollar 5.92:dollar 6.79:dollar 2:ticket 20:dollar *:ticket /:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 0.5 | ((5.92+(2*6.79))+x)=20 | 5.92 2 6.79 * + x + 20 = | 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar x:dollar +:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 34.8748159057437 | (5.92*((2*20)/6.79))=x | 5.92 2 20 * 6.79 / * x = | 5.92:dollar 2:ticket 20:dollar *:ticket 6.79:dollar /:ticket *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 39.13 | x=(5.92-(6.79-(2*20))) | x 5.92 6.79 2 20 * - - = | x:dollar 5.92:dollar 6.79:dollar 2:ticket 20:dollar *:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 39.13 | ((5.92+(2*20))-6.79)=x | 5.92 2 20 * + 6.79 - x = | 5.92:dollar 2:ticket 20:dollar *:dollar +:dollar 6.79:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 8.71870397643593 | (5.92/((2/20)*6.79))=x | 5.92 2 20 / 6.79 * / x = | 5.92:dollar 2:ticket 20:dollar /:ticket 6.79:dollar *:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 52.71 | ((5.92+(2*20))+6.79)=x | 5.92 2 20 * + 6.79 + x = | 5.92:dollar 2:ticket 20:dollar *:dollar +:dollar 6.79:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 38.63 | x=(((5.92*2)+20)+6.79) | x 5.92 2 * 20 + 6.79 + = | x:dollar 5.92:dollar 2:ticket *:dollar 20:dollar +:dollar 6.79:dollar +:dollar =:dollar
