parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 1 | POS | INT | 0 | 2016 | 2016 | ((4*12)*42)=x | 4 12 * 42 * x = | 4:dozen 12:calorie *:calorie 42:bar *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | (4*(12*42))=x | 4 12 42 * * x = | 4:calorie 12:calorie 42:bar *:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 14 | ((4/12)*42)=x | 4 12 / 42 * x = | 4:dozen 12:calorie /:dozen 42:bar *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | ((4*12)*42)=x | 4 12 * 42 * x = | 4:dozen 12:calorie *:dozen 42:bar *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | ((4*12)*42)=x | 4 12 * 42 * x = | 4:dozen 12:calorie *:calorie 42:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 11 | 2016 | 14 | x=((4/12)*42) | x 4 12 / 42 * = | x:calorie 4:dozen 12:calorie /:dozen 42:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 90 | x=((4*12)+42) | x 4 12 * 42 + = | x:calorie 4:dozen 12:calorie *:calorie 42:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 11 | 2016 | 508 | (4+(12*42))=x | 4 12 42 * + x = | 4:calorie 12:calorie 42:bar *:calorie +:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=((4*12)*42) | x 4 12 * 42 * = | x:calorie 4:bar 12:calorie *:calorie 42:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | (4*(12*42))=x | 4 12 42 * * x = | 4:dozen 12:calorie 42:bar *:bar *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | x=(4*(12*42)) | x 4 12 42 * * = | x:dozen 4:dozen 12:calorie 42:bar *:calorie *:dozen =:dozen
EXPR: 1 | POS | INT | 11 | 2016 | 2016 | (4*(12*42))=x | 4 12 42 * * x = | 4:dozen 12:calorie 42:bar *:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 11 | 2016 | 216 | x=(4*(12+42)) | x 4 12 42 + * = | x:calorie 4:dozen 12:calorie 42:calorie +:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 336 | 4=(12-(x/42)) | 4 12 x 42 / - = | 4:calorie 12:calorie x:calorie 42:bar /:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 552 | ((4+42)*12)=x | 4 42 + 12 * x = | 4:bar 42:bar +:bar 12:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 156 | 4=((x+12)/42) | 4 x 12 + 42 / = | 4:calorie x:calorie 12:calorie +:calorie 42:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 552 | x=((4+42)*12) | x 4 42 + 12 * = | x:calorie 4:dozen 42:dozen +:dozen 12:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:calorie 4:calorie 42:bar *:bar 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 14 | 4=((12/42)*x) | 4 12 42 / x * = | 4:dozen 12:calorie 42:bar /:calorie x:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:calorie 4:dozen 42:calorie *:dozen 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 552 | x=((4+42)*12) | x 4 42 + 12 * = | x:calorie 4:bar 42:bar +:bar 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 552 | (12*(4+42))=x | 12 4 42 + * x = | 12:calorie 4:dozen 42:dozen +:dozen *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | 4=(12*(42/x)) | 4 12 42 x / * = | 4:dozen 12:dozen 42:bar x:calorie /:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((4*x)/12)=42 | 4 x * 12 / 42 = | 4:bar x:calorie *:bar 12:calorie /:bar 42:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 14 | ((4*42)/12)=x | 4 42 * 12 / x = | 4:dozen 42:bar *:bar 12:calorie /:bar x:bar =:bar
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:bar 4:dozen 42:bar *:bar 12:calorie *:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 14 | x=((4*42)/12) | x 4 42 * 12 / = | x:bar 4:dozen 42:bar *:bar 12:calorie /:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 126 | 4=(12*(42/x)) | 4 12 42 x / * = | 4:calorie 12:calorie 42:bar x:calorie /:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 180 | x=((4*42)+12) | x 4 42 * 12 + = | x:calorie 4:dozen 42:calorie *:calorie 12:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 156 | x=((4*42)-12) | x 4 42 * 12 - = | x:calorie 4:dozen 42:calorie *:calorie 12:calorie -:calorie =:calorie
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | (12*(4*42))=x | 12 4 42 * * x = | 12:calorie 4:dozen 42:bar *:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((4/12)*x)=42 | 4 12 / x * 42 = | 4:dozen 12:calorie /:dozen x:calorie *:dozen 42:dozen =:dozen
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:dozen 4:dozen 42:bar *:dozen 12:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 14 | x=((4*42)/12) | x 4 42 * 12 / = | x:dozen 4:dozen 42:bar *:dozen 12:calorie /:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 180 | (12+(4*42))=x | 12 4 42 * + x = | 12:calorie 4:dozen 42:calorie *:calorie +:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | 4=((12*42)/x) | 4 12 42 * x / = | 4:dozen 12:calorie 42:dozen *:dozen x:calorie /:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((4/12)*x)=42 | 4 12 / x * 42 = | 4:bar 12:calorie /:bar x:calorie *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((x*4)/12)=42 | x 4 * 12 / 42 = | x:calorie 4:bar *:bar 12:calorie /:bar 42:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((x*4)/12)=42 | x 4 * 12 / 42 = | x:calorie 4:dozen *:dozen 12:calorie /:dozen 42:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 14 | 4=((12*x)/42) | 4 12 x * 42 / = | 4:dozen 12:calorie x:dozen *:dozen 42:bar /:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 14 | 4=((x*12)/42) | 4 x 12 * 42 / = | 4:dozen x:calorie 12:dozen *:dozen 42:bar /:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 552 | (12*(4+42))=x | 12 4 42 + * x = | 12:calorie 4:bar 42:bar +:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((4*x)/12)=42 | 4 x * 12 / 42 = | 4:dozen x:calorie *:dozen 12:calorie /:dozen 42:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 45 | x=((12/4)+42) | x 12 4 / 42 + = | x:calorie 12:calorie 4:dozen /:calorie 42:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 14 | (4*(42/12))=x | 4 42 12 / * x = | 4:dozen 42:bar 12:calorie /:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 216 | ((x/4)-12)=42 | x 4 / 12 - 42 = | x:calorie 4:dozen /:calorie 12:calorie -:calorie 42:calorie =:calorie
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | (x/(4*12))=42 | x 4 12 * / 42 = | x:calorie 4:dozen 12:calorie *:dozen /:calorie 42:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | 4=((12*42)/x) | 4 12 42 * x / = | 4:bar 12:calorie 42:bar *:bar x:calorie /:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 180 | x=(12+(4*42)) | x 12 4 42 * + = | x:calorie 12:calorie 4:dozen 42:calorie *:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 120 | ((x/4)+12)=42 | x 4 / 12 + 42 = | x:calorie 4:dozen /:calorie 12:calorie +:calorie 42:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | x=((12/4)*42) | x 12 4 / 42 * = | x:calorie 12:calorie 4:dozen /:calorie 42:dozen *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 120 | x=(4*(42-12)) | x 4 42 12 - * = | x:calorie 4:dozen 42:calorie 12:calorie -:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | (x*(4/12))=42 | x 4 12 / * 42 = | x:calorie 4:dozen 12:calorie /:dozen *:calorie 42:calorie =:calorie
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | x=(12*(4*42)) | x 12 4 42 * * = | x:calorie 12:calorie 4:calorie 42:bar *:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((12/4)*42)=x | 12 4 / 42 * x = | 12:calorie 4:dozen /:calorie 42:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 126 | ((4*x)/12)=42 | 4 x * 12 / 42 = | 4:dozen x:bar *:bar 12:calorie /:bar 42:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 336 | x=((12-4)*42) | x 12 4 - 42 * = | x:calorie 12:calorie 4:calorie -:calorie 42:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 552 | x=(12*(4+42)) | x 12 4 42 + * = | x:calorie 12:calorie 4:dozen 42:dozen +:dozen *:calorie =:calorie
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | (12*(4*42))=x | 12 4 42 * * x = | 12:calorie 4:dozen 42:bar *:dozen *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | x=(12*(4*42)) | x 12 4 42 * * = | x:dozen 12:calorie 4:dozen 42:bar *:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 14 | 4=((12*x)/42) | 4 12 x * 42 / = | 4:dozen 12:dozen x:calorie *:dozen 42:bar /:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 126 | (x*(4/12))=42 | x 4 12 / * 42 = | x:calorie 4:bar 12:calorie /:bar *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 180 | x=(12+(4*42)) | x 12 4 42 * + = | x:calorie 12:calorie 4:calorie 42:bar *:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | 4=((12/x)*42) | 4 12 x / 42 * = | 4:dozen 12:dozen x:calorie /:dozen 42:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 180 | (12+(4*42))=x | 12 4 42 * + x = | 12:calorie 4:calorie 42:bar *:calorie +:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | 4=(x/(12*42)) | 4 x 12 42 * / = | 4:calorie x:calorie 12:calorie 42:bar *:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 508 | 4=(x-(12*42)) | 4 x 12 42 * - = | 4:calorie x:calorie 12:calorie 42:bar *:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 180 | 4=((x-12)/42) | 4 x 12 - 42 / = | 4:calorie x:calorie 12:calorie -:calorie 42:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 126 | (4*(x/12))=42 | 4 x 12 / * 42 = | 4:dozen x:bar 12:calorie /:bar *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 12 | 2016 | 14 | (4*(42/12))=x | 4 42 12 / * x = | 4:dozen 42:bar 12:calorie /:bar *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 2016 | 90 | (x-(4*12))=42 | x 4 12 * - 42 = | x:calorie 4:dozen 12:calorie *:calorie -:calorie 42:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 14 | 4=(x*(12/42)) | 4 x 12 42 / * = | 4:dozen x:dozen 12:calorie 42:bar /:calorie *:dozen =:dozen
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | 4=(x/(12*42)) | 4 x 12 42 * / = | 4:dozen x:dozen 12:calorie 42:bar *:bar /:dozen =:dozen
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | 4=(x/(12*42)) | 4 x 12 42 * / = | 4:dozen x:dozen 12:calorie 42:bar *:calorie /:dozen =:dozen
EXPR: 1 | POS | INT | 12 | 2016 | 2016 | (12*(4*42))=x | 12 4 42 * * x = | 12:calorie 4:dozen 42:calorie *:dozen *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 120 | (4*(42-12))=x | 4 42 12 - * x = | 4:dozen 42:calorie 12:calorie -:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 12 | 2016 | 14 | x=(4*(42/12)) | x 4 42 12 / * = | x:calorie 4:calorie 42:bar 12:calorie /:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 552 | x=((4+42)*12) | x 4 42 + 12 * = | x:calorie 4:dozen 42:dozen +:dozen 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 156 | x=((4*42)-12) | x 4 42 * 12 - = | x:calorie 4:dozen 42:calorie *:calorie 12:calorie -:calorie =:calorie
EXPR: 1 | POS | INT | 13 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:calorie 4:calorie 42:bar *:bar 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 180 | x=((4*42)+12) | x 4 42 * 12 + = | x:calorie 4:dozen 42:calorie *:calorie 12:calorie +:calorie =:calorie
