-1 1:0.03904361631478646 2:0.27589100553987744 3:0.6454916146753513 4:0.03957376346998469 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.43032774311690086 23:0 24:0 25:1 26:0 
-1 1:0.9033212112447371 2:0.06665114270326011 3:0.01878114199356215 4:0.011246504058440162 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.30110707041491236 23:0 24:0 25:1 26:1 
1 1:0.03904361631478646 2:0.27589100553987744 3:0.6454916146753513 4:0.03957376346998469 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.18392733702658495 23:1 24:0 25:1 26:1 
-1 1:0.03904361631478646 2:0.27589100553987744 3:0.6454916146753513 4:0.03957376346998469 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.026382508979989793 23:0 24:0 25:1 26:0 
-1 1:0.27408189949290857 2:0.6783978786382054 3:0.016342051793783126 4:0.031178170075102877 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.4522652524254703 23:1 24:1 25:1 26:1 
1 1:0.8578052799772636 2:0.11174785421163168 3:0.016878328159709962 4:0.0135685376513947 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.28593509332575456 23:1 24:1 25:1 26:1 
-1 1:0.27408189949290857 2:0.6783978786382054 3:0.016342051793783126 4:0.031178170075102877 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.18272126632860572 23:1 24:1 25:1 26:1 
-1 1:0.8578052799772636 2:0.11174785421163168 3:0.016878328159709962 4:0.0135685376513947 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.03724928473721056 23:1 24:1 25:1 26:1 
-1 1:0.285596849985424 2:0.6704131531587655 3:0.01900956450949448 4:0.02498043234631593 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.4469421021058437 23:1 24:0 25:1 26:1 
-1 1:0.08631828912366425 2:0.8904402592295789 3:0.013865696750177504 4:0.009375754896579372 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.296813419743193 23:1 24:0 25:1 26:1 
-1 1:0.285596849985424 2:0.6704131531587655 3:0.01900956450949448 4:0.02498043234631593 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.19039789999028267 23:1 24:0 25:1 26:1 
-1 1:0.08631828912366425 2:0.8904402592295789 3:0.013865696750177504 4:0.009375754896579372 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.02877276304122142 23:1 24:0 25:1 26:1 
1 1:0.022410986784611127 2:0.05558474140522192 3:0.873997243732129 4:0.048007028078038125 5:0.7961163514557485 6:0.1932471873362219 7:0.008764812679506503 8:0.0018716485285226103 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.9 22:0.6165574866609065 23:1 24:1 25:1 26:1 
-1 1:0.39059878214390414 2:0.5830157228751478 3:0.020263245381399803 4:0.006122249599548064 5:0.03381424979380933 6:0.04388856455374619 7:0.85116963278265 8:0.07112755286979423 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.9 22:0.5713387471101119 23:1 24:1 25:1 26:0 
-1 1:0.39059878214390414 2:0.5830157228751478 3:0.020263245381399803 4:0.006122249599548064 5:0.0430116388783481 6:0.034912699615696034 7:0.8713464608020056 8:0.05072920070395034 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.9 22:0.5333229259369788 23:1 24:1 25:1 26:0 
-1 1:0.39059878214390414 2:0.5830157228751478 3:0.020263245381399803 4:0.006122249599548064 5:0.0430116388783481 6:0.034912699615696034 7:0.8713464608020056 8:0.05072920070395034 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.1 22:0.44073904174635276 23:1 24:1 25:1 26:0 
-1 1:0.02624246646037374 2:0.08824015997941473 3:0.8024188801458289 4:0.08309849341438315 5:0.6520908477598591 6:0.3372422046502026 7:0.008700705910676669 8:0.001966241679261528 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.9 22:0.5266501439163868 23:1 24:1 25:1 26:1 
-1 1:0.036243659943734664 2:0.30831994532101703 3:0.37702362813011286 4:0.27841276660513514 5:0.02221187084078061 6:0.07346680286764845 7:0.8510149508390393 8:0.053306375452531723 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.0 22:0.5025874617497739 23:1 24:1 25:1 26:0 
-1 1:0.036243659943734664 2:0.30831994532101703 3:0.37702362813011286 4:0.27841276660513514 5:0.2298019550581528 6:0.7438970070873276 7:0.02108070880123918 8:0.005220329053280494 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.8 22:0.46620441057619205 23:1 24:1 25:1 26:0 
-1 1:0.036243659943734664 2:0.30831994532101703 3:0.37702362813011286 4:0.27841276660513514 5:0.2298019550581528 6:0.7438970070873276 7:0.02108070880123918 8:0.005220329053280494 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.7000000000000001 22:0.44155169519494764 23:1 24:1 25:1 26:1 
-1 1:0.12375048988493308 2:0.8267028531577082 3:0.01878180048109602 4:0.030764856476262575 5:0.0758550519071772 6:0.042030250073095715 7:0.8367945347955233 8:0.04532016322420381 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.9 22:0.6250729806871888 23:1 24:1 25:1 26:0 
-1 1:0.06399808297754009 2:0.03916460566753489 3:0.8412952002508011 4:0.055542111104124145 5:0.32743591270397765 6:0.6470250218761365 7:0.010382482503441632 8:0.015156582916444252 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.9 22:0.5338363110007686 23:1 24:1 25:1 26:1 
-1 1:0.12375048988493308 2:0.8267028531577082 3:0.01878180048109602 4:0.030764856476262575 5:0.05059680077022068 6:0.06719953918635621 7:0.7767049814098639 8:0.10549867863355916 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.9 22:0.4192901131761652 23:1 24:1 25:1 26:0 
-1 1:0.06399808297754009 2:0.03916460566753489 3:0.8412952002508011 4:0.055542111104124145 5:0.7787764952260524 6:0.19898662064752579 7:0.018537301354186447 8:0.003699582772235529 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.40501792386921337 23:1 24:0 25:1 26:1 
-1 1:0.7031839335769492 2:0.24444459566328985 3:0.02960502926802619 4:0.022766441491734537 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.46878928905129946 23:0 24:0 25:1 26:1 
-1 1:0.1371248017404396 2:0.09530475974336089 3:0.5653533423464114 4:0.20221709616978795 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.18845111411547047 23:1 24:0 25:1 26:0 
-1 1:0.7031839335769492 2:0.24444459566328985 3:0.02960502926802619 4:0.022766441491734537 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.16296306377552658 23:0 24:0 25:1 26:1 
-1 1:0.1371248017404396 2:0.09530475974336089 3:0.5653533423464114 4:0.20221709616978795 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.06740569872326264 23:1 24:0 25:1 26:1 
-1 1:0.18045288477067578 2:0.7774573960323429 3:0.02513644192732714 4:0.016953277269653986 5:0.4221752554407188 6:0.526366050258283 7:0.03058035936705071 8:0.020878334933947532 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.4000000000000001 22:0.4575473741372272 23:1 24:0 25:1 26:1 
-1 1:0.3426637705201345 2:0.6027373267026679 3:0.026102396318316946 4:0.028496506458880577 5:0.5558121369032551 6:0.4180497411172223 7:0.017380871850179284 8:0.00875725012934332 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.4000000000000001 22:0.42859040012729455 23:1 24:0 25:1 26:1 
-1 1:0.18045288477067578 2:0.7774573960323429 3:0.02513644192732714 4:0.016953277269653986 5:0.4221752554407188 6:0.526366050258283 7:0.03058035936705071 8:0.020878334933947532 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.1 22:0.40545197672844513 23:1 24:0 25:1 26:1 
-1 1:0.3426637705201345 2:0.6027373267026679 3:0.026102396318316946 4:0.028496506458880577 5:0.555812137023629 6:0.41804974099901976 7:0.017380871849900073 8:0.008757250127450895 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.1 22:0.3635720111418481 23:1 24:0 25:1 26:1 
-1 1:0.4205341397811562 2:0.519159292559241 3:0.03247872502768781 4:0.027827842631915012 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.34610619503949397 23:1 24:0 25:1 26:1 
-1 1:0.4205341397811562 2:0.519159292559241 3:0.03247872502768781 4:0.027827842631915012 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.2803560931874375 23:1 24:0 25:1 26:1 
1 1:0.8384884275922667 2:0.11635724842927452 3:0.03148309059979309 4:0.013671233378665958 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.27949614253075555 23:1 24:0 25:1 26:1 
-1 1:0.8384884275922667 2:0.11635724842927452 3:0.03148309059979309 4:0.013671233378665958 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.03878574947642484 23:1 24:0 25:1 26:1 
-1 1:0.34592505864637585 2:0.6156314504904175 3:0.024835222270596768 4:0.013608268592610077 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.41042096699361164 23:1 24:1 25:1 26:1 
1 1:0.8969699118225903 2:0.0752028833956767 3:0.023114158812375055 4:0.004713045969357601 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.29898997060753013 23:1 24:0 25:1 26:1 
-1 1:0.34592505864637585 2:0.6156314504904175 3:0.024835222270596768 4:0.013608268592610077 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.23061670576425056 23:1 24:1 25:1 26:1 
-1 1:0.8969699118225903 2:0.0752028833956767 3:0.023114158812375055 4:0.004713045969357601 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.025067627798558898 23:1 24:0 25:1 26:1 
-1 1:0.03694598977964751 2:0.14062851472320947 3:0.7019450252958507 4:0.12048047020129236 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.4679633501972338 23:0 24:1 25:1 26:0 
1 1:0.9262384951163687 2:0.04377190770876317 3:0.02216274580992598 4:0.007826851364942298 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.30874616503878954 23:0 24:0 25:1 26:1 
-1 1:0.03694598977964751 2:0.14062851472320947 3:0.7019450252958507 4:0.12048047020129236 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.09375234314880632 23:1 24:1 25:1 26:1 
-1 1:0.03694598977964751 2:0.14062851472320947 3:0.7019450252958507 4:0.12048047020129236 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.08032031346752824 23:0 24:1 25:1 26:0 
-1 1:0.05176791341225383 2:0.9104862027820535 3:0.021247458396807035 4:0.01649842540888581 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.6069908018547023 23:1 24:0 25:1 26:1 
1 1:0.8634476196870099 2:0.11221610549448889 3:0.017091080994342804 4:0.007245193824158451 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.2878158732290033 23:1 24:0 25:1 26:1 
-1 1:0.8634476196870099 2:0.11221610549448889 3:0.017091080994342804 4:0.007245193824158451 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.037405368498162964 23:1 24:0 25:1 26:1 
-1 1:0.05176791341225383 2:0.9104862027820535 3:0.021247458396807035 4:0.01649842540888581 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.03451194227483589 23:1 24:0 25:1 26:1 
-1 1:0.049857689072781514 2:0.13712013935236247 3:0.6715431810893185 4:0.1414789904855373 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.4476954540595457 23:0 24:0 25:1 26:0 
1 1:0.8964389114545529 2:0.0765330203422667 3:0.01988078477635256 4:0.0071472834268278725 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.29881297048485095 23:0 24:0 25:1 26:1 
-1 1:0.049857689072781514 2:0.13712013935236247 3:0.6715431810893185 4:0.1414789904855373 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.09431932699035821 23:0 24:0 25:1 26:0 
-1 1:0.049857689072781514 2:0.13712013935236247 3:0.6715431810893185 4:0.1414789904855373 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.09141342623490832 23:1 24:0 25:1 26:1 
-1 1:0.03986891511998458 2:0.9265800036972068 3:0.01578744220086956 4:0.017763638981939212 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.6177200024648045 23:1 24:0 25:1 26:1 
1 1:0.8554633402950014 2:0.10730508690009082 3:0.013370447929876367 4:0.02386112487503149 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.28515444676500046 23:1 24:0 25:1 26:1 
-1 1:0.8554633402950014 2:0.10730508690009082 3:0.013370447929876367 4:0.02386112487503149 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.03576836230003027 23:1 24:0 25:1 26:1 
-1 1:0.03986891511998458 2:0.9265800036972068 3:0.01578744220086956 4:0.017763638981939212 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.02657927674665639 23:1 24:0 25:1 26:1 
-1 1:0.6809551875489335 2:0.287860797233461 3:0.022324852674878094 4:0.008859162542727363 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.4539701250326223 23:1 24:0 25:1 26:1 
1 1:0.9592109313826981 2:0.015299280188972426 3:0.019568129914252146 4:0.005921658514077034 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.31973697712756605 23:1 24:0 25:1 26:1 
-1 1:0.6809551875489335 2:0.287860797233461 3:0.022324852674878094 4:0.008859162542727363 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.19190719815564064 23:1 24:0 25:1 26:1 
-1 1:0.6809551875489335 2:0.287860797233461 3:0.022324852674878094 4:0.008859162542727363 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.2 22:0.014883235116585396 23:1 24:0 25:1 26:0 
-1 1:0.39248789443360427 2:0.5668749442005455 3:0.023334803516926104 4:0.017302357848924213 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.37791662946703036 23:1 24:0 25:1 26:1 
1 1:0.8563200591017173 2:0.11063480335718909 3:0.024111712538993264 4:0.008933425002100268 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.2854400197005724 23:1 24:0 25:1 26:1 
-1 1:0.39248789443360427 2:0.5668749442005455 3:0.023334803516926104 4:0.017302357848924213 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.1 22:0.2616585962890695 23:1 24:0 25:1 26:1 
-1 1:0.8563200591017173 2:0.11063480335718909 3:0.024111712538993264 4:0.008933425002100268 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.036878267785729696 23:1 24:0 25:1 26:1 
-1 1:0.34592505864710793 2:0.6156314504896824 3:0.024835222270607533 4:0.013608268592602136 5:0.9788667360736615 6:0.010070610617435216 7:0.00953362370389344 8:0.001529029605009703 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.3 22:0.6433412306592513 23:1 24:1 25:1 26:1 
-1 1:0.9773105171259726 2:0.008275209447571132 3:0.012682769557336139 4:0.0017315038691202414 5:0.6658899083008287 6:0.31992872656379306 7:0.009701999802584849 8:0.004479365332793378 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.3 22:0.5772725834319075 23:1 24:1 25:1 26:1 
-1 1:0.34592505864710793 2:0.6156314504896824 3:0.024835222270607533 4:0.013608268592602136 5:0.9104397313888991 6:0.07281699125603178 7:0.012239139395920993 8:0.004504137959147833 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.3 22:0.5417011303562266 23:1 24:1 25:1 26:1 
1 1:0.9773105171259726 2:0.008275209447571132 3:0.012682769557336139 4:0.0017315038691202414 5:0.9743235210793213 6:0.012345226765374962 7:0.012062475827836283 8:0.0012687763274674547 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0.0 22:0.4879085095513235 23:1 24:0 25:1 26:1 
-1 1:0.058260514280214185 2:0.8721279359595416 3:0.05538685210506445 4:0.014224697655179988 5:0.5715081394764292 6:0.40517502389507426 7:0.01537274900142898 8:0.007944087627067642 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.3 22:0.5037860537281 23:1 24:0 25:1 26:1 
-1 1:0.5382223075550859 2:0.4272457519509236 3:0.028551277201018643 4:0.005980663292971638 5:0.2322592935709713 6:0.7382674853285537 7:0.01307338051976786 8:0.016399840580706815 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.3 22:0.5036893195530483 23:1 24:0 25:1 26:1 
-1 1:0.5382223075550859 2:0.4272457519509236 3:0.028551277201018643 4:0.005980663292971638 5:0.6982215148263856 6:0.290163271005674 7:0.005358082266868009 8:0.006257131901072445 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1.6 22:0.4559221954009237 23:1 24:0 25:1 26:1 
