parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 32 | 1140 | ((53+7)*19)=x | 53 7 + 19 * x = | 53:cupcake 7:cupcake +:cupcake 19:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 3 | 32 | 1014 | ((53*19)+7)=x | 53 19 * 7 + x = | 53:cupcake 19:vanilla *:cupcake 7:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 3 | 32 | 1000 | ((53*19)-7)=x | 53 19 * 7 - x = | 53:cupcake 19:vanilla *:cupcake 7:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 80 | ((53+x)/19)=7 | 53 x + 19 / 7 = | 53:cupcake x:cupcake +:cupcake 19:vanilla /:cupcake 7:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 80 | 7=((53+x)/19) | 7 53 x + 19 / = | 7:cupcake 53:cupcake x:cupcake +:cupcake 19:vanilla /:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 7049 | (x/(53*19))=7 | x 53 19 * / 7 = | x:cupcake 53:cupcake 19:vanilla *:vanilla /:cupcake 7:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 1014 | (x-(53*19))=7 | x 53 19 * - 7 = | x:cupcake 53:cupcake 19:vanilla *:cupcake -:cupcake 7:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 1000 | 7=((53*19)-x) | 7 53 19 * x - = | 7:cupcake 53:cupcake 19:vanilla *:cupcake x:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 874 | 7=(53-(x/19)) | 7 53 x 19 / - = | 7:cupcake 53:cupcake x:cupcake 19:vanilla /:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 1014 | 7=(x-(53*19)) | 7 x 53 19 * - = | 7:cupcake x:cupcake 53:cupcake 19:vanilla *:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 7049 | 7=(x/(53*19)) | 7 x 53 19 * / = | 7:cupcake x:cupcake 53:cupcake 19:vanilla *:vanilla /:cupcake =:cupcake
EXPR: 0 | POS | INT | 4 | 32 | 1000 | ((53*19)-x)=7 | 53 19 * x - 7 = | 53:cupcake 19:vanilla *:cupcake x:cupcake -:cupcake 7:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 80 | x=((7*19)-53) | x 7 19 * 53 - = | x:cupcake 7:cupcake 19:vanilla *:cupcake 53:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 186 | x=((7*19)+53) | x 7 19 * 53 + = | x:cupcake 7:cupcake 19:vanilla *:cupcake 53:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 186 | ((7*19)+53)=x | 7 19 * 53 + x = | 7:cupcake 19:vanilla *:cupcake 53:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 80 | ((7*19)-53)=x | 7 19 * 53 - x = | 7:cupcake 19:vanilla *:cupcake 53:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 874 | (19*(53-7))=x | 19 53 7 - * x = | 19:vanilla 53:cupcake 7:cupcake -:cupcake *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 1140 | (19*(53+7))=x | 19 53 7 + * x = | 19:vanilla 53:cupcake 7:cupcake +:cupcake *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 1140 | x=(19*(53+7)) | x 19 53 7 + * = | x:cupcake 19:vanilla 53:cupcake 7:cupcake +:cupcake *:cupcake =:cupcake
EXPR: 0 | POS | INT | 5 | 32 | 1140 | x=(19*(53+7)) | x 19 53 7 + * = | x:vanilla 19:vanilla 53:cupcake 7:cupcake +:cupcake *:vanilla =:vanilla
EXPR: 0 | POS | INT | 6 | 32 | 186 | x=((7*19)+53) | x 7 19 * 53 + = | x:cupcake 7:cupcake 19:vanilla *:cupcake 53:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 6 | 32 | 80 | x=((7*19)-53) | x 7 19 * 53 - = | x:cupcake 7:cupcake 19:vanilla *:cupcake 53:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 6 | 32 | 80 | ((7*19)-53)=x | 7 19 * 53 - x = | 7:cupcake 19:vanilla *:cupcake 53:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 6 | 32 | 186 | ((7*19)+53)=x | 7 19 * 53 + x = | 7:cupcake 19:vanilla *:cupcake 53:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 6 | 32 | 1140 | (19*(53+7))=x | 19 53 7 + * x = | 19:vanilla 53:cupcake 7:cupcake +:cupcake *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 6 | 32 | 874 | (19*(53-7))=x | 19 53 7 - * x = | 19:vanilla 53:cupcake 7:cupcake -:cupcake *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 7 | 32 | 186 | (x-(7*19))=53 | x 7 19 * - 53 = | x:cupcake 7:cupcake 19:vanilla *:cupcake -:cupcake 53:cupcake =:cupcake
EXPR: 0 | POS | INT | 7 | 32 | 7049 | (x/(7*19))=53 | x 7 19 * / 53 = | x:cupcake 7:cupcake 19:vanilla *:vanilla /:cupcake 53:cupcake =:cupcake
EXPR: 0 | POS | INT | 7 | 32 | 1000 | ((7+x)/19)=53 | 7 x + 19 / 53 = | 7:cupcake x:cupcake +:cupcake 19:vanilla /:cupcake 53:cupcake =:cupcake
EXPR: 0 | POS | INT | 7 | 32 | 80 | ((7*19)-x)=53 | 7 19 * x - 53 = | 7:cupcake 19:vanilla *:cupcake x:cupcake -:cupcake 53:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 1140 | ((53+7)*19)=x | 53 7 + 19 * x = | 53:cupcake 7:cupcake +:cupcake 19:NONE *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 874 | ((53-7)*19)=x | 53 7 - 19 * x = | 53:cupcake 7:cupcake -:cupcake 19:NONE *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 65 | ((53-7)+19)=x | 53 7 - 19 + x = | 53:cupcake 7:cupcake -:cupcake 19:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 1140 | ((53+7)*19)=x | 53 7 + 19 * x = | 53:cupcake 7:cupcake +:cupcake 19:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 32 | 874 | ((53-7)*19)=x | 53 7 - 19 * x = | 53:cupcake 7:cupcake -:cupcake 19:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 32 | 186 | x=(53+(7*19)) | x 53 7 19 * + = | x:cupcake 53:cupcake 7:cupcake 19:NONE *:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 874 | x=((53-7)*19) | x 53 7 - 19 * = | x:NONE 53:cupcake 7:cupcake -:cupcake 19:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 32 | 1140 | x=((53+7)*19) | x 53 7 + 19 * = | x:NONE 53:cupcake 7:cupcake +:cupcake 19:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 32 | 874 | x=((53-7)*19) | x 53 7 - 19 * = | x:cupcake 53:cupcake 7:cupcake -:cupcake 19:NONE *:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 27 | x=((53-7)-19) | x 53 7 - 19 - = | x:cupcake 53:cupcake 7:cupcake -:cupcake 19:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 186 | (53+(7*19))=x | 53 7 19 * + x = | 53:cupcake 7:cupcake 19:NONE *:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 352 | x=((53*7)-19) | x 53 7 * 19 - = | x:vanilla 53:cupcake 7:vanilla *:vanilla 19:vanilla -:vanilla =:vanilla
EXPR: 0 | POS | INT | 10 | 32 | 390 | x=((53*7)+19) | x 53 7 * 19 + = | x:vanilla 53:cupcake 7:vanilla *:vanilla 19:vanilla +:vanilla =:vanilla
EXPR: 0 | POS | INT | 10 | 32 | 1140 | x=((53+7)*19) | x 53 7 + 19 * = | x:cupcake 53:cupcake 7:cupcake +:cupcake 19:NONE *:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 41 | x=((53+7)-19) | x 53 7 + 19 - = | x:cupcake 53:cupcake 7:cupcake +:cupcake 19:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 79 | x=((53+7)+19) | x 53 7 + 19 + = | x:cupcake 53:cupcake 7:cupcake +:cupcake 19:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 65 | x=((53-7)+19) | x 53 7 - 19 + = | x:cupcake 53:cupcake 7:cupcake -:cupcake 19:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 65 | x=(53-(7-19)) | x 53 7 19 - - = | x:cupcake 53:cupcake 7:cupcake 19:cupcake -:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 79 | x=(53+(7+19)) | x 53 7 19 + + = | x:cupcake 53:cupcake 7:cupcake 19:cupcake +:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 27 | x=(53-(7+19)) | x 53 7 19 + - = | x:cupcake 53:cupcake 7:cupcake 19:cupcake +:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 186 | (53+(7*19))=x | 53 7 19 * + x = | 53:vanilla 7:cupcake 19:vanilla *:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 10 | 32 | 1378 | x=(53*(7+19)) | x 53 7 19 + * = | x:vanilla 53:cupcake 7:vanilla 19:vanilla +:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 10 | 32 | 41 | ((53+7)-19)=x | 53 7 + 19 - x = | 53:cupcake 7:cupcake +:cupcake 19:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 1378 | (53*(7+19))=x | 53 7 19 + * x = | 53:cupcake 7:vanilla 19:vanilla +:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 10 | 32 | 1378 | (53*(7+19))=x | 53 7 19 + * x = | 53:cupcake 7:vanilla 19:vanilla +:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 10 | 32 | 390 | ((53*7)+19)=x | 53 7 * 19 + x = | 53:cupcake 7:vanilla *:vanilla 19:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 10 | 32 | 352 | ((53*7)-19)=x | 53 7 * 19 - x = | 53:cupcake 7:vanilla *:vanilla 19:vanilla -:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 11 | 32 | 1140 | ((53+7)*19)=x | 53 7 + 19 * x = | 53:cupcake 7:cupcake +:cupcake 19:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 32 | 186 | x=(53+(7*19)) | x 53 7 19 * + = | x:cupcake 53:cupcake 7:cupcake 19:NONE *:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 874 | x=((53-7)*19) | x 53 7 - 19 * = | x:NONE 53:cupcake 7:cupcake -:cupcake 19:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 32 | 1140 | x=((53+7)*19) | x 53 7 + 19 * = | x:NONE 53:cupcake 7:cupcake +:cupcake 19:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 32 | 27 | x=((53-7)-19) | x 53 7 - 19 - = | x:cupcake 53:cupcake 7:cupcake -:cupcake 19:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 1140 | x=((53+7)*19) | x 53 7 + 19 * = | x:cupcake 53:cupcake 7:cupcake +:cupcake 19:NONE *:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 186 | (53+(7*19))=x | 53 7 19 * + x = | 53:cupcake 7:cupcake 19:NONE *:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 65 | x=((53-7)+19) | x 53 7 - 19 + = | x:cupcake 53:cupcake 7:cupcake -:cupcake 19:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 79 | x=((53+7)+19) | x 53 7 + 19 + = | x:cupcake 53:cupcake 7:cupcake +:cupcake 19:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 41 | x=((53+7)-19) | x 53 7 + 19 - = | x:cupcake 53:cupcake 7:cupcake +:cupcake 19:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 390 | x=((53*7)+19) | x 53 7 * 19 + = | x:vanilla 53:cupcake 7:vanilla *:vanilla 19:vanilla +:vanilla =:vanilla
EXPR: 0 | POS | INT | 11 | 32 | 27 | x=(53-(7+19)) | x 53 7 19 + - = | x:cupcake 53:cupcake 7:cupcake 19:cupcake +:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 186 | (53+(7*19))=x | 53 7 19 * + x = | 53:vanilla 7:cupcake 19:vanilla *:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 11 | 32 | 1140 | ((53+7)*19)=x | 53 7 + 19 * x = | 53:cupcake 7:cupcake +:cupcake 19:NONE *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 1378 | x=(53*(7+19)) | x 53 7 19 + * = | x:vanilla 53:cupcake 7:vanilla 19:vanilla +:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 11 | 32 | 352 | x=((53*7)-19) | x 53 7 * 19 - = | x:vanilla 53:cupcake 7:vanilla *:vanilla 19:vanilla -:vanilla =:vanilla
EXPR: 0 | POS | INT | 11 | 32 | 874 | ((53-7)*19)=x | 53 7 - 19 * x = | 53:cupcake 7:cupcake -:cupcake 19:NONE *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 41 | ((53+7)-19)=x | 53 7 + 19 - x = | 53:cupcake 7:cupcake +:cupcake 19:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 1378 | (53*(7+19))=x | 53 7 19 + * x = | 53:cupcake 7:vanilla 19:vanilla +:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 11 | 32 | 874 | ((53-7)*19)=x | 53 7 - 19 * x = | 53:cupcake 7:cupcake -:cupcake 19:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 32 | 65 | ((53-7)+19)=x | 53 7 - 19 + x = | 53:cupcake 7:cupcake -:cupcake 19:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 1378 | (53*(7+19))=x | 53 7 19 + * x = | 53:cupcake 7:vanilla 19:vanilla +:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 11 | 32 | 390 | ((53*7)+19)=x | 53 7 * 19 + x = | 53:cupcake 7:vanilla *:vanilla 19:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 11 | 32 | 352 | ((53*7)-19)=x | 53 7 * 19 - x = | 53:cupcake 7:vanilla *:vanilla 19:vanilla -:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 65 | 53=((7+x)-19) | 53 7 x + 19 - = | 53:cupcake 7:cupcake x:cupcake +:cupcake 19:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | 53=((7+x)+19) | 53 7 x + 19 + = | 53:cupcake 7:cupcake x:cupcake +:cupcake 19:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 1000 | x=((53*19)-7) | x 53 19 * 7 - = | x:vanilla 53:cupcake 19:vanilla *:vanilla 7:vanilla -:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1014 | (7+(53*19))=x | 7 53 19 * + x = | 7:vanilla 53:cupcake 19:vanilla *:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1000 | 53=((7+x)/19) | 53 7 x + 19 / = | 53:cupcake 7:cupcake x:cupcake +:cupcake 19:NONE /:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 80 | 53=((7*19)-x) | 53 7 19 * x - = | 53:vanilla 7:cupcake 19:vanilla *:vanilla x:vanilla -:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 65 | x=((53+19)-7) | x 53 19 + 7 - = | x:cupcake 53:cupcake 19:cupcake +:cupcake 7:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 79 | x=((53+19)+7) | x 53 19 + 7 + = | x:cupcake 53:cupcake 19:cupcake +:cupcake 7:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 1014 | (7+(53*19))=x | 7 53 19 * + x = | 7:cupcake 53:cupcake 19:NONE *:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | x=((53-19)-7) | x 53 19 - 7 - = | x:cupcake 53:cupcake 19:cupcake -:cupcake 7:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 41 | x=((53-19)+7) | x 53 19 - 7 + = | x:cupcake 53:cupcake 19:cupcake -:cupcake 7:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 7049 | (x/53)=(7*19) | x 53 / 7 19 * = | x:vanilla 53:cupcake /:vanilla 7:cupcake 19:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 65 | (53+(19-7))=x | 53 19 7 - + x = | 53:cupcake 19:cupcake 7:cupcake -:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 238 | x=(7*(53-19)) | x 7 53 19 - * = | x:vanilla 7:cupcake 53:vanilla 19:vanilla -:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 504 | x=(7*(53+19)) | x 7 53 19 + * = | x:vanilla 7:cupcake 53:vanilla 19:vanilla +:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 636 | x=(53*(19-7)) | x 53 19 7 - * = | x:vanilla 53:cupcake 19:vanilla 7:vanilla -:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 41 | (53-(x-7))=19 | 53 x 7 - - 19 = | 53:cupcake x:cupcake 7:cupcake -:cupcake -:cupcake 19:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 390 | (x-(53*7))=19 | x 53 7 * - 19 = | x:vanilla 53:cupcake 7:vanilla *:vanilla -:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1014 | x=((53*19)+7) | x 53 19 * 7 + = | x:cupcake 53:cupcake 19:NONE *:cupcake 7:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 186 | (x-53)=(7*19) | x 53 - 7 19 * = | x:cupcake 53:cupcake -:cupcake 7:cupcake 19:vanilla *:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 80 | 53=((7*19)-x) | 53 7 19 * x - = | 53:cupcake 7:cupcake 19:NONE *:cupcake x:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 1000 | x=((53*19)-7) | x 53 19 * 7 - = | x:cupcake 53:cupcake 19:NONE *:cupcake 7:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 65 | ((53+19)-7)=x | 53 19 + 7 - x = | 53:cupcake 19:cupcake +:cupcake 7:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 79 | ((53+19)+7)=x | 53 19 + 7 + x = | 53:cupcake 19:cupcake +:cupcake 7:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 352 | ((53*7)-x)=19 | 53 7 * x - 19 = | 53:vanilla 7:cupcake *:vanilla x:vanilla -:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 80 | (x+53)=(7*19) | x 53 + 7 19 * = | x:cupcake 53:cupcake +:cupcake 7:cupcake 19:vanilla *:cupcake =:cupcake
