parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 286 | 208 | x=(13*((9+10)-3)) | x 13 9 10 + 3 - * = | x:dollar 13:dollar 9:hour 10:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 147 | x=((13*9)+(10*3)) | x 13 9 * 10 3 * + = | x:dollar 13:dollar 9:hour *:dollar 10:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 52 | x=((13-9)*(10+3)) | x 13 9 - 10 3 + * = | x:dollar 13:dollar 9:dollar -:dollar 10:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 26 | x=(13*(9+(3-10))) | x 13 9 3 10 - + * = | x:dollar 13:dollar 9:hour 3:hour 10:hour -:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:dollar 9:hour *:dollar 10:hour 3:hour +:hour *:hour =:hour
EXPR: 0 | POS | INT | 11 | 286 | 1560 | x=((13*10)*(9+3)) | x 13 10 * 9 3 + * = | x:dollar 13:dollar 10:hour *:dollar 9:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 286 | 231 | 13=((9*10)-(x/3)) | 13 9 10 * x 3 / - = | 13:dollar 9:hour 10:dollar *:dollar x:dollar 3:hour /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 286 | 26 | 13=(x/(9+(3-10))) | 13 x 9 3 10 - + / = | 13:dollar x:dollar 9:hour 3:hour 10:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 286 | 741 | x=((13*3)*(9+10)) | x 13 3 * 9 10 + * = | x:dollar 13:dollar 3:hour *:dollar 9:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 9 | x=((13*9)/(10+3)) | x 13 9 * 10 3 + / = | x:dollar 13:hour 9:dollar *:dollar 10:hour 3:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 417 | x=(((13*10)+9)*3) | x 13 10 * 9 + 3 * = | x:dollar 13:dollar 10:hour *:hour 9:hour +:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 10 | x=(13+((9-10)*3)) | x 13 9 10 - 3 * + = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 390 | x=(13*((9*10)/3)) | x 13 9 10 * 3 / * = | x:dollar 13:hour 9:dollar 10:hour *:dollar 3:hour /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 16 | x=(13-((9-10)*3)) | x 13 9 10 - 3 * - = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 286 | 381 | x=(((13*9)+10)*3) | x 13 9 * 10 + 3 * = | x:hour 13:dollar 9:hour *:hour 10:hour +:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 20 | 286 | 321 | x=(((13*9)-10)*3) | x 13 9 * 10 - 3 * = | x:hour 13:dollar 9:hour *:hour 10:hour -:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 21 | 286 | 10 | x=(13+((9-10)*3)) | x 13 9 10 - 3 * + = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 390 | x=(13*((9*10)/3)) | x 13 9 10 * 3 / * = | x:dollar 13:hour 9:dollar 10:hour *:dollar 3:hour /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 16 | x=(13-((9-10)*3)) | x 13 9 10 - 3 * - = | x:dollar 13:dollar 9:dollar 10:dollar -:dollar 3:hour *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 286 | 381 | x=(((13*9)+10)*3) | x 13 9 * 10 + 3 * = | x:hour 13:dollar 9:hour *:hour 10:hour +:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 481 | 13=(x/(10+(9*3))) | 13 x 10 9 3 * + / = | 13:dollar x:dollar 10:hour 9:hour 3:dollar *:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 286 | 11 | 13=(9-(10-(x+3))) | 13 9 10 x 3 + - - = | 13:hour 9:hour 10:hour x:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 9 | 13=(9+(10-(x-3))) | 13 9 10 x 3 - - + = | 13:hour 9:hour 10:hour x:hour 3:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 3 | 13=(9+(10-(x+3))) | 13 9 10 x 3 + - + = | 13:hour 9:hour 10:hour x:hour 3:hour +:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 22 | 286 | 124 | 9=(((13*10)+3)-x) | 9 13 10 * 3 + x - = | 9:hour 13:dollar 10:hour *:hour 3:hour +:hour x:hour -:hour =:hour
EXPR: 0 | POS | INT | 27 | 286 | 29 | 10=(((13*9)/3)-x) | 10 13 9 * 3 / x - = | 10:dollar 13:dollar 9:hour *:dollar 3:hour /:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 52 | 13=(x/(10+(3-9))) | 13 x 10 3 9 - + / = | 13:dollar x:dollar 10:hour 3:hour 9:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 286 | 110 | 10=(((13*9)+3)-x) | 10 13 9 * 3 + x - = | 10:hour 13:dollar 9:hour *:hour 3:hour +:hour x:hour -:hour =:hour
EXPR: 0 | POS | INT | 27 | 286 | 16 | 13=((3*(9-10))+x) | 13 3 9 10 - * x + = | 13:dollar 3:dollar 9:hour 10:hour -:hour *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 261 | x=(9*((13*3)-10)) | x 9 13 3 * 10 - * = | x:dollar 9:dollar 13:dollar 3:hour *:hour 10:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 441 | x=(9*((13*3)+10)) | x 9 13 3 * 10 + * = | x:dollar 9:dollar 13:dollar 3:hour *:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 180 | x=(9*((13+10)-3)) | x 9 13 10 + 3 - * = | x:dollar 9:dollar 13:hour 10:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 |  | x=(9*((13-10)-3)) | x 9 13 10 - 3 - * = | x:dollar 9:dollar 13:hour 10:hour -:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=((13*9)/(10+3)) | x 13 9 * 10 3 + / = | x:hour 13:dollar 9:hour *:hour 10:dollar 3:dollar +:dollar /:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 104 | x=((13*9)-(10+3)) | x 13 9 * 10 3 + - = | x:hour 13:hour 9:dollar *:hour 10:hour 3:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 15 | x=(((13+9)+3)-10) | x 13 9 + 3 + 10 - = | x:hour 13:hour 9:hour +:hour 3:hour +:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=(((13+9)-3)-10) | x 13 9 + 3 - 10 - = | x:hour 13:hour 9:hour +:hour 3:hour -:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:dollar 9:hour *:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:hour 9:dollar *:dollar 10:hour 3:hour +:hour *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=((9*(13-10))/3) | x 9 13 10 - * 3 / = | x:dollar 9:dollar 13:hour 10:hour -:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 87 | x=((13*9)-(10*3)) | x 13 9 * 10 3 * - = | x:dollar 13:hour 9:dollar *:dollar 10:dollar 3:hour *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 147 | x=((13*9)+(10*3)) | x 13 9 * 10 3 * + = | x:dollar 13:hour 9:dollar *:dollar 10:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 69 | x=((9*(13+10))/3) | x 9 13 10 + * 3 / = | x:dollar 9:dollar 13:hour 10:hour +:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 9 | x=((9/(13-10))*3) | x 9 13 10 - / 3 * = | x:dollar 9:dollar 13:hour 10:hour -:hour /:dollar 3:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 70 | x=(((13-9)+3)*10) | x 13 9 - 3 + 10 * = | x:dollar 13:hour 9:hour -:hour 3:hour +:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 130 | x=(((13*9)+3)+10) | x 13 9 * 3 + 10 + = | x:dollar 13:dollar 9:hour *:dollar 3:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 104 | x=(((13*9)-3)-10) | x 13 9 * 3 - 10 - = | x:dollar 13:dollar 9:hour *:dollar 3:dollar -:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 130 | x=((13*9)+(10+3)) | x 13 9 * 10 3 + + = | x:hour 13:hour 9:dollar *:hour 10:hour 3:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 190 | x=(((13+9)-3)*10) | x 13 9 + 3 - 10 * = | x:dollar 13:hour 9:hour +:hour 3:hour -:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 417 | x=(((13*10)+9)*3) | x 13 10 * 9 + 3 * = | x:hour 13:dollar 10:hour *:hour 9:hour +:hour 3:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 1131 | x=(13*((9*10)-3)) | x 13 9 10 * 3 - * = | x:dollar 13:hour 9:dollar 10:hour *:dollar 3:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 76 | x=(13-(9*(3-10))) | x 13 9 3 10 - * - = | x:dollar 13:dollar 9:hour 3:dollar 10:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 441 | x=(9*((13*3)+10)) | x 9 13 3 * 10 + * = | x:dollar 9:dollar 13:dollar 3:hour *:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 |  | x=(9*((13-10)-3)) | x 9 13 10 - 3 - * = | x:dollar 9:dollar 13:hour 10:hour -:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 15 | x=(((13+9)+3)-10) | x 13 9 + 3 + 10 - = | x:hour 13:hour 9:hour +:hour 3:hour +:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 9 | x=(((13+9)-3)-10) | x 13 9 + 3 - 10 - = | x:hour 13:hour 9:hour +:hour 3:hour -:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:dollar 9:hour *:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:hour 9:dollar *:dollar 10:hour 3:hour +:hour *:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 9 | x=((9*(13-10))/3) | x 9 13 10 - * 3 / = | x:dollar 9:dollar 13:hour 10:hour -:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 69 | x=((9*(13+10))/3) | x 9 13 10 + * 3 / = | x:dollar 9:dollar 13:hour 10:hour +:hour *:dollar 3:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 130 | x=(((13*9)+3)+10) | x 13 9 * 3 + 10 + = | x:dollar 13:dollar 9:hour *:dollar 3:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 130 | x=((13*9)+(10+3)) | x 13 9 * 10 3 + + = | x:hour 13:hour 9:dollar *:hour 10:hour 3:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 70 | x=(((13-9)+3)*10) | x 13 9 - 3 + 10 * = | x:dollar 13:hour 9:hour -:hour 3:hour +:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 1131 | x=(13*((9*10)-3)) | x 13 9 10 * 3 - * = | x:dollar 13:hour 9:dollar 10:hour *:dollar 3:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 81 | (13-(x/(9*3)))=10 | 13 x 9 3 * / - 10 = | 13:dollar x:dollar 9:hour 3:dollar *:hour /:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 3 | 9=(13-(10-(x+3))) | 9 13 10 x 3 + - - = | 9:hour 13:hour 10:hour x:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 11 | 9=(13+(10-(x+3))) | 9 13 10 x 3 + - + = | 9:hour 13:hour 10:hour x:hour 3:hour +:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 124 | ((3+x)-(13*9))=10 | 3 x + 13 9 * - 10 = | 3:hour x:hour +:hour 13:dollar 9:hour *:hour -:hour 10:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 11 | 13=(x+(9+(3-10))) | 13 x 9 3 10 - + + = | 13:hour x:hour 9:hour 3:hour 10:hour -:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 9 | ((13-10)+(x-9))=3 | 13 10 - x 9 - + 3 = | 13:hour 10:hour -:hour x:hour 9:hour -:hour +:hour 3:hour =:hour
EXPR: 0 | POS | INT | 35 | 286 | 10 | x=((13/(10+3))+9) | x 13 10 3 + / 9 + = | x:dollar 13:dollar 10:hour 3:hour +:hour /:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 1197 | x=(((13*10)+3)*9) | x 13 10 * 3 + 9 * = | x:dollar 13:dollar 10:hour *:dollar 3:dollar +:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 1143 | x=(((13*10)-3)*9) | x 13 10 * 3 - 9 * = | x:dollar 13:dollar 10:hour *:dollar 3:dollar -:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 10 | x=(10/(13-(9+3))) | x 10 13 9 3 + - / = | x:dollar 10:dollar 13:hour 9:hour 3:hour +:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 190 | x=(10*((13+9)-3)) | x 10 13 9 + 3 - * = | x:dollar 10:dollar 13:hour 9:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 250 | x=(10*((13+9)+3)) | x 10 13 9 + 3 + * = | x:dollar 10:dollar 13:hour 9:hour +:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 160 | x=((13*(10+3))-9) | x 13 10 3 + * 9 - = | x:dollar 13:dollar 10:hour 3:hour +:hour *:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 70 | x=(10*(13-(9-3))) | x 10 13 9 3 - - * = | x:dollar 10:dollar 13:hour 9:hour 3:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 10 | x=((13/(10+3))+9) | x 13 10 3 + / 9 + = | x:dollar 13:dollar 10:hour 3:hour +:hour /:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 1197 | x=(((13*10)+3)*9) | x 13 10 * 3 + 9 * = | x:dollar 13:dollar 10:hour *:dollar 3:dollar +:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 250 | x=(10*((13+9)+3)) | x 10 13 9 + 3 + * = | x:dollar 10:dollar 13:hour 9:hour +:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 160 | x=((13*(10+3))-9) | x 13 10 3 + * 9 - = | x:dollar 13:dollar 10:hour 3:hour +:hour *:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | - | 13=(3+(10+(9/x))) | 13 3 10 9 x / + + = | 13:hour 3:hour 10:hour 9:hour x:dollar /:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 39 | (10-9)=(13*(3/x)) | 10 9 - 13 3 x / * = | 10:hour 9:hour -:hour 13:dollar 3:hour x:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 0 | 13=(3+(10+(9*x))) | 13 3 10 9 x * + + = | 13:hour 3:hour 10:hour 9:hour x:dollar *:hour +:hour +:hour =:hour
EXPR: 1 | POS | INT | 37 | 286 | 286 | (x/13)=(3+(9+10)) | x 13 / 3 9 10 + + = | x:hour 13:dollar /:hour 3:hour 9:hour 10:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 153 | 13=((10*3)-(x/9)) | 13 10 3 * x 9 / - = | 13:dollar 10:hour 3:dollar *:dollar x:dollar 9:hour /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 3 | 10=(13-(9-(x+3))) | 10 13 9 x 3 + - - = | 10:hour 13:hour 9:hour x:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 15 | 10=(13+(9-(x-3))) | 10 13 9 x 3 - - + = | 10:hour 13:hour 9:hour x:hour 3:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 10 | 13=((3*(10-9))+x) | 13 3 10 9 - * x + = | 13:dollar 3:dollar 10:hour 9:hour -:hour *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 9 | 10=(13-(9-(x-3))) | 10 13 9 x 3 - - - = | 10:hour 13:hour 9:hour x:hour 3:hour -:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 18 | 10=((13-9)+(x/3)) | 10 13 9 - x 3 / + = | 10:dollar 13:dollar 9:dollar -:dollar x:dollar 3:hour /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 9 | 9=(x*(10/(13-3))) | 9 x 10 13 3 - / * = | 9:hour x:dollar 10:hour 13:dollar 3:dollar -:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 2 | ((10+x)/(13-9))=3 | 10 x + 13 9 - / 3 = | 10:hour x:hour +:hour 13:dollar 9:dollar -:dollar /:hour 3:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 56 | ((10+x)/(13+9))=3 | 10 x + 13 9 + / 3 = | 10:hour x:hour +:hour 13:dollar 9:dollar +:dollar /:hour 3:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 78 | x=(9+((13+10)*3)) | x 9 13 10 + 3 * + = | x:dollar 9:dollar 13:hour 10:hour +:hour 3:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 18 | x=(9+((13-10)*3)) | x 9 13 10 - 3 * + = | x:dollar 9:dollar 13:hour 10:hour -:hour 3:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 42 | x=(3*(13-(9-10))) | x 3 13 9 10 - - * = | x:dollar 3:dollar 13:hour 9:hour 10:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 87 | x=((13*9)-(10*3)) | x 13 9 * 10 3 * - = | x:hour 13:hour 9:dollar *:hour 10:hour 3:dollar *:hour -:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 147 | x=((13*9)+(10*3)) | x 13 9 * 10 3 * + = | x:hour 13:hour 9:dollar *:hour 10:hour 3:dollar *:hour +:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 52 | x=((13-9)*(10+3)) | x 13 9 - 10 3 + * = | x:hour 13:hour 9:hour -:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:dollar 13:hour 9:dollar *:hour 10:dollar 3:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 78 | x=(9+((13+10)*3)) | x 9 13 10 + 3 * + = | x:dollar 9:dollar 13:hour 10:hour +:hour 3:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 42 | x=(3*(13-(9-10))) | x 3 13 9 10 - - * = | x:dollar 3:dollar 13:hour 9:hour 10:hour -:hour -:hour *:dollar =:dollar
