0 1:0.9121281458736847 2:0 3:1 4:0 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.7476739047735508 2:1 3:0 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.13856059442395435 2:0 3:0 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.598391623760318 2:1 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.5939840557547788 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.30900950950672657 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.7726020622623857 2:1 3:0 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:1 21:0 
1 1:0.7242053348735481 2:0 3:1 4:0 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:1 21:0 
0 1:0.7086702713407628 2:0 3:0 4:1 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:1 21:0 
0 1:0.8575559699396738 2:1 3:1 4:0 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:1 21:0 
0 1:0.8479883173430022 2:0 3:1 4:0 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:1 21:0 
0 1:0.7900573103620079 2:0 3:0 4:1 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:1 21:0 
0 1:0.6325628986109904 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:1 21:0 
0 1:0.626275543495393 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:1 21:0 
0 1:0.626275543495393 2:1 3:1 4:0 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:1 21:0 
0 1:0.8879083723895123 2:0 3:0 4:1 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7559707870081314 2:0 3:1 4:0 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.16160090167985117 2:1 3:1 4:0 5:0 6:1 7:0 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.598391623760318 2:1 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.5939840557547788 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.30900950950672657 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.8447737834056919 2:0 3:0 4:1 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.6664129680760821 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.24780057375986694 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9456107567049772 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.4545090575304816 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.41500646528066565 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.958874768686828 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.6686166209669614 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.18424721528054713 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.922410868892952 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.8666090507314774 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.08096889400132896 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.8375193361544743 2:0 3:0 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.42112826154109345 2:0 3:1 4:0 5:0 6:1 7:1 8:1 9:0 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1 
1 1:0.19633841358907522 2:0 3:1 4:0 5:0 6:1 7:1 8:1 9:1 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.7602486154679352 2:0 3:0 4:1 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.5939840557565014 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.30900950950543477 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.9450699462148057 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.9020204607028552 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.050097651926828045 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9296791573787924 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7612186665408347 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.14874639354906935 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.945373103520088 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.49655062212488504 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.43273399586038425 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9674244209401223 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7778972962920923 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.1846873737789234 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.9150076947069845 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9150076947064312 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.8381131806250108 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.6112682437122168 2:0 3:0 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.5670442268269931 2:0 3:0 4:1 5:0 6:1 7:1 8:1 9:0 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:1 
0 1:0.5523062750482131 2:0 3:0 4:1 5:0 6:1 7:1 8:1 9:1 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:1 21:0 
1 1:0.9456107567049111 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9456107567047543 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7000599071198996 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7931620941513726 2:0 3:1 4:0 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:1 21:0 
1 1:0.7856080466984212 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7570243046705363 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:1 20:0 21:0 
1 1:0.9576659648035534 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9218165792146509 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.9107605423867084 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.9686517132164476 2:1 3:1 4:0 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.964365766161277 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.963857874526063 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9194911297189576 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9194911297182881 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.8021721711682457 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:1 20:0 21:0 
1 1:0.7839167359592655 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.7824774818489522 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7224194896719219 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:1 20:0 21:0 
0 1:0.5875589489369433 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.5573659365344943 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:1 20:0 21:0 
0 1:0.5573659365344943 2:1 3:1 4:0 5:0 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:1 20:0 21:0 
1 1:0.8857071593173573 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.763295245186855 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.13098184483775932 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.6588750937562704 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:1 21:0 
0 1:0.6032482833032495 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.5750540224046548 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:0 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:1 
0 1:0.6177083245829591 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:1 
0 1:0.6134131588352492 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:1 
0 1:0.6134131588352492 2:0 3:1 4:0 5:0 6:1 7:1 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:1 
1 1:0.9638578745260817 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7778972962920923 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.1846873737789234 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.784561415649061 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.5169577881514776 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.3710737456443699 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.922410868892952 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.7778787191323386 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.14871546013752793 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.958874768686828 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.6686166209669614 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.18424721528054713 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.7990607640130531 2:0 3:0 4:1 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7129722889443302 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.20523935555922523 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9450699462148057 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.9020204607028552 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.050097651926828045 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:1 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.784561415649061 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.5169577881514776 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.3710737456443699 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9456107567049772 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.4545090575304816 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.41500646528066565 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.945373103520088 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.49655062212488504 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.43273399586038425 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:1 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.8447737834056919 2:0 3:0 4:1 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.6664129680760821 2:0 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
0 1:0.24780057375986694 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
1 1:0.9150076947070892 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.7612186665408347 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
0 1:0.14874639354906935 2:0 3:1 4:0 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 
1 1:0.9194911297189576 2:0 3:0 4:1 5:1 6:1 7:1 8:1 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:1 19:0 20:0 21:0 
